,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.86,,,,,0.93,0.96,1.24,0.93,0.69,,1.02,1.17,0.43,0.24,,0.85,0.76,0.86,0.49,0.66,0.53,0.35,0.68,0.62,,0.88,0.68,0.61
TEMP_0_1,,0.58,,,,1.77,1.08,0.79,0.89,0.74,,1.2,,,,,1.17,0.96,0.84,0.56,0.72,0.58,0.41,,1.92,,1.14,0.8,0.7
TEMP_0_0,,,0.49,0.14,0.36,1.62,,0.96,0.68,0.61,0.36,,0.7,,,0.36,1.56,0.92,1.27,0.63,1.05,0.63,0.44,,1.0,0.36,1.29,0.9,0.84
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.07,1.54,1.11,,,0.76,,,3.51,1.34,,1.15,1.19,,,,0.9,0.82,0.98,0.5,0.69,0.51,0.36,1.11,0.94,,0.94,0.74,0.77
PRES_1_3,1.26,0.97,,,,,0.63,,,1.7,,1.21,1.53,0.57,0.29,,1.32,0.99,0.85,0.61,0.79,0.67,0.42,0.64,0.66,,1.15,0.79,0.6
PRES_1_1,1.94,1.05,1.0,0.15,,,4.71,0.47,2.2,1.19,,1.91,0.99,,0.37,,1.24,1.12,1.41,0.6,0.75,0.87,0.47,,1.3,,1.29,1.08,0.99
PRES_1_0,2.0,1.44,0.87,,0.30000000000000004,4.77,,2.06,0.46,0.49,0.30000000000000004,1.76,1.24,,,0.30000000000000004,1.41,0.93,1.01,0.73,2.31,0.68,0.49,,1.21,0.30000000000000004,1.35,0.89,0.9
PRES_0_0,1.96,1.71,1.08,,,4.17,3.97,1.54,0.59,0.4,,1.93,1.43,0.37,0.25,,1.31,1.02,1.4,0.93,0.88,0.72,0.6,,,,1.5,0.98,0.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.82,,,,0.96,0.91,1.05,0.77,0.61,,0.9,5.34,0.95,0.43,,0.8,0.74,0.73,0.45,0.66,0.48,0.32,0.88,0.85,,0.86,0.63,0.57
DEWP_0_1,1.55,5.24,0.58,0.18,0.44999999999999996,1.4,1.54,0.79,0.81,0.71,0.44999999999999996,6.92,0.62,,0.32,0.44999999999999996,1.55,0.82,1.28,0.57,0.69,0.63,0.42,0.82,0.64,0.44999999999999996,1.11,0.86,0.77
DEWP_0_0,2.52,,,,,,,,1.28,0.79,,,,0.17,0.13,,1.5,,,,,,,,,,2.26,1.58,
DEWP_1_0,2.91,,,,,,,,,,,,,,0.15,,2.09,,,,,,,,,,,2.12,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.32,1.32,1.36,,,1.24,1.56,0.96,0.99,0.66,,1.3,1.55,0.37,0.17,,0.58,2.1,,1.58,1.1,1.85,0.72,,,,1.28,0.75,0.53
WSPM_0_1,1.41,1.3,1.03,,0.48,1.36,1.38,1.27,0.73,0.65,0.48,1.43,1.16,,,0.48,1.63,0.6,1.37,0.62,0.88,0.63,0.37,2.19,2.13,0.48,1.07,0.77,0.94
WSPM_0_2,1.54,1.11,1.6,0.26,,1.48,1.23,1.29,0.95,0.58,,1.39,1.8,,,,,1.95,0.52,0.91,1.53,0.81,0.59,,,,1.33,0.82,0.67
WSPM_0_0,1.68,1.45,1.12,,,1.45,1.65,1.24,1.23,1.41,,1.65,1.36,,,,2.12,1.07,1.46,0.48,1.06,0.6,0.37,,1.87,,1.25,1.07,1.25
WSPM_1_2,1.69,1.32,1.64,,,1.57,1.53,1.13,2.03,1.81,,1.81,1.26,,,,5.21,1.19,2.12,0.55,0.45,0.69,0.46,,2.49,,1.23,1.9,
WSPM_1_1,1.89,1.57,1.26,,,1.52,1.77,1.66,1.44,1.16,,1.79,1.59,,,,2.35,1.23,2.11,0.56,1.1,0.41,0.48,,,,1.37,1.47,2.02
WSPM_1_0,1.81,1.68,1.43,,,1.63,1.89,1.6,1.29,1.34,,1.81,1.66,,,,1.95,1.12,1.55,0.61,1.29,0.85,0.44,,,,1.41,1.14,1.33
WSPM_0_4,1.5,,,,,2.23,1.07,,,,,1.9,1.57,0.34,0.22,,,2.66,,,,1.22,0.69,0.36,,,2.18,0.98,0.62
WSPM_1_3,1.88,2.74,1.86,,,2.44,1.48,1.68,1.71,,,2.43,1.38,,,,,,,0.78,1.08,,0.79,,0.32,,1.52,2.61,2.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.08,1.03,0.96,0.36,0.33,0.98,1.09,0.89,0.89,0.87,0.33,1.11,0.97,,,0.33,1.09,0.72,0.86,0.42,0.62,0.46,0.31,1.54,0.74,0.33,0.84,0.76,1.18
