,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.45,0.8,,,1.16,0.64,0.12,0.19,,,1.06,0.92,0.1,,1.06,1.29,0.95,0.64,1.6,0.24,0.09,0.04,1.04,1.22,0.77
TEMP_0_0,0.71,1.58,,,0.76,0.9,0.03,0.83,,,0.4,0.96,0.72,,0.9,1.33,0.9,0.53,1.75,0.52,0.33,0.21,1.09,1.09,0.83
TEMP_1_1,,0.06,2.65,,0.12,0.03,2.32,,,,1.4,0.42,,0.55,1.11,1.26,1.01,0.8,1.66,0.19,,,1.21,1.31,0.59
TEMP_0_2,,,,5.49,,,,,5.28,1.84,,,2.57,,0.92,1.36,0.62,0.29,2.03,0.58,,,1.1,1.13,0.67
PRES_0_0,1.29,0.97,0.06,,1.4,0.4,,0.07,,,0.99,0.94,0.19,,1.05,1.24,0.9,0.61,1.64,0.31,0.07,0.17,1.0,1.23,0.87
PRES_1_0,0.87,1.34,,,0.62,2.22,,,,,0.54,1.03,0.47,,0.95,1.34,0.84,0.57,1.72,0.41,0.34,,1.13,1.09,0.82
PRES_0_1,0.28,0.11,2.19,,,,2.51,,,,1.42,0.36,,0.49,1.18,1.21,0.96,0.66,1.68,0.17,0.23,,1.23,1.29,0.52
PRES_1_1,0.65,1.62,,,0.14,,,2.79,,,0.09,0.91,1.05,,0.72,1.58,1.22,0.71,1.66,0.53,0.24,,1.16,1.0,0.56
PRES_1_3,,,,5.5,,,,,6.0,,,,2.58,,0.8,1.49,0.74,0.35,2.18,0.69,,,1.18,1.08,0.7
PRES_1_2,,,,5.37,,,,,,15.22,,,2.52,,1.51,0.83,,,1.42,,,,,1.36,
DEWP_1_0,1.02,0.57,0.72,,0.9,0.41,0.78,0.05,,,1.5,0.47,0.02,,1.2,1.2,0.85,0.49,1.73,0.21,,,1.03,1.29,0.74
DEWP_0_0,1.06,1.27,0.11,,0.9,0.85,0.1,0.5,,,0.44,1.52,,,0.88,1.42,1.08,0.74,1.59,0.29,0.28,0.24,1.16,1.09,0.74
DEWP_0_1,0.35,1.26,,1.31,0.47,0.69,,1.09,1.16,0.56,,,2.58,,0.77,1.28,0.77,0.63,1.75,0.9,0.28,,1.01,1.11,0.92
DEWP_1_1,,,2.66,,,,2.52,,,,,,,12.44,1.49,1.08,1.08,,2.35,,,,1.42,1.2,
WSPM_0_1,0.96,0.91,0.39,0.21,0.85,0.65,0.45,0.28,0.17,0.14,0.95,0.78,0.31,0.1,1.5,1.01,0.74,0.37,1.74,0.03,0.03,,1.03,1.25,0.72
WSPM_0_0,0.92,0.93,0.36,0.18,0.83,0.6,0.34,0.45,0.18,,0.78,0.85,0.35,,0.58,2.13,1.14,0.45,2.46,0.17,0.11,,1.23,1.08,0.59
WSPM_1_1,0.99,0.99,0.4,0.17,0.79,0.52,0.4,0.51,0.15,,0.79,0.93,0.33,,0.92,1.57,2.41,0.29,1.41,0.12,,,1.14,1.18,0.63
WSPM_1_2,0.95,0.91,0.48,0.1,0.86,0.55,0.42,0.46,0.11,,0.83,0.98,0.39,,0.68,1.27,0.26,2.74,0.91,0.16,,,1.21,1.13,0.92
WSPM_1_0,0.92,0.94,0.35,0.22,0.79,0.7,0.36,0.37,0.21,,0.79,0.82,0.41,,0.87,1.8,0.9,0.22,2.41,0.16,,,1.14,1.12,0.66
WSPM_0_2,0.72,1.17,0.23,0.36,0.82,0.73,0.22,0.59,0.32,,0.54,0.57,1.08,,0.2,0.39,0.31,0.11,0.81,3.62,,,0.69,1.17,1.44
WSPM_1_3,0.58,1.31,,,0.68,0.77,0.52,0.43,,,,1.1,0.68,,0.29,0.46,,,,,7.99,,1.42,1.18,0.31
WSPM_0_3,0.87,1.65,,,1.13,,,,,,,1.56,,,,,,,0.69,,,12.02,,1.27,1.79
PM10_0,0.87,0.99,0.39,0.19,0.74,0.69,0.41,0.46,0.19,,0.75,0.91,0.38,0.11,0.89,1.5,1.06,0.75,1.75,0.24,0.27,,1.4,0.91,0.4
PM10_1,0.98,0.88,0.39,0.22,0.87,0.55,0.41,0.34,0.17,0.18,0.89,0.78,0.35,0.06,1.13,1.19,0.86,0.52,1.67,0.33,0.07,0.13,0.9,1.48,0.7
PM10_2,1.03,1.08,0.22,0.11,1.13,0.69,0.23,0.23,0.12,,0.95,0.69,0.65,,1.05,0.81,0.6,0.27,1.33,0.96,,0.47,0.24,1.21,3.02
