,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.18,0.18,0.97,0.39,0.33,1.08,0.7,1.81,0.47,2.88,1.18,0.32,0.41,1.17,1.42,1.06
PRES_0_1,1.0,1.01,,,0.96,0.4,0.32,1.08,0.68,1.83,0.48,2.88,1.2,0.32,0.38,1.17,1.43,1.08
PRES_0_0,1.0,,12.41,,1.05,,,1.08,1.97,0.66,,2.71,,,1.21,1.27,0.66,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.19,0.2,1.05,0.02,,1.04,0.75,1.8,0.52,2.88,1.03,0.35,0.43,1.18,1.43,1.08
DEWP_1_0,0.98,0.99,,,,4.45,1.23,1.54,0.14,1.96,,2.89,2.81,,,1.11,1.23,0.53
DEWP_0_0,0.82,0.62,,,,2.78,18.57,0.68,,1.83,,2.27,3.02,,,1.04,1.46,6.13
WSPM_0_1,1.0,0.99,0.15,,0.92,0.58,0.35,1.63,0.27,2.06,0.1,3.6,1.36,0.03,0.18,1.19,1.41,1.02
WSPM_0_2,1.0,0.98,0.44,0.98,1.04,0.05,,0.34,2.71,0.93,0.1,1.83,0.2,,0.15,1.18,1.29,0.54
WSPM_0_0,0.99,1.0,,,0.96,0.46,0.66,1.2,0.23,3.16,0.13,4.03,1.66,,0.62,1.17,1.47,1.49
WSPM_0_3,1.0,1.01,,,1.05,,,0.1,0.2,0.63,4.13,1.08,,,,1.08,1.6,1.95
WSPM_1_0,1.0,1.0,,,0.96,0.43,,1.19,0.34,2.51,0.17,3.34,1.22,,0.23,1.17,1.43,1.46
WSPM_1_1,1.0,1.01,,,0.81,1.07,1.35,1.27,0.27,2.12,,2.59,5.23,,0.5,1.15,1.6,1.25
WSPM_0_4,1.0,1.01,,,1.05,,,0.19,,,,0.65,,6.69,,1.07,1.37,
WSPM_1_2,1.0,0.91,,,1.05,,,0.83,,1.94,,2.07,1.19,,12.08,1.27,1.16,
PM10_0,1.0,0.99,0.26,0.27,0.96,0.43,0.43,1.1,0.7,1.89,0.4,2.96,1.3,0.32,0.59,1.26,1.17,0.68
PM10_1,1.0,1.0,,,1.0,0.24,0.13,1.02,0.72,1.62,0.63,2.68,0.97,0.25,,1.04,2.01,1.71
PM10_2,1.0,1.01,,,1.03,,,1.04,,1.68,1.02,2.9,,,,0.94,2.05,11.82
