,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.53,0.36,0.99,0.69,0.44,0.88,0.77,0.72,0.7,0.69,0.63,0.62,0.52,0.94,0.83,0.49
PRES_0_1,1.0,1.0,,,0.99,0.69,0.45,0.88,0.77,0.72,0.7,0.69,0.64,0.62,0.52,0.94,0.83,0.49
PRES_0_0,1.96,,1.04,,1.93,,,1.66,1.57,1.31,,1.3,,,0.95,1.84,1.56,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.52,0.37,1.0,0.7,,0.89,0.78,0.73,0.71,0.7,0.65,0.63,0.52,0.96,0.84,0.5
DEWP_1_0,1.45,1.44,,,,0.99,0.42,1.27,1.42,1.03,,1.0,0.88,,,1.35,1.2,0.88
DEWP_0_0,2.5,2.21,,,,1.96,1.13,1.81,,1.37,,1.18,1.61,,,2.35,2.2,
WSPM_0_1,1.13,1.13,0.6,,1.12,0.78,0.44,1.0,0.91,0.83,,0.81,0.67,,0.49,1.08,0.92,0.59
WSPM_0_2,1.29,1.29,0.63,0.49,1.27,0.72,,1.07,1.0,0.93,0.68,0.91,0.41,,,1.21,1.01,0.56
WSPM_0_0,1.39,1.39,,,1.37,0.98,0.72,1.26,0.94,1.0,0.91,0.94,1.07,,0.73,1.3,1.27,0.64
WSPM_0_3,1.43,1.43,,,1.41,,,,1.47,1.1,1.0,0.94,,,,1.36,1.2,0.76
WSPM_1_0,1.45,1.45,,,1.43,0.99,,1.26,1.1,1.06,0.93,1.0,1.18,,,1.34,1.26,0.69
WSPM_1_1,1.58,1.57,,,1.54,1.15,0.75,1.41,,0.94,,0.83,1.0,,,1.45,1.45,
WSPM_0_4,1.61,1.61,,,1.59,,,,,,,1.36,,1.0,,1.51,1.38,
WSPM_1_2,1.98,1.9,,,1.95,,,2.05,,1.36,,1.42,,,1.04,1.84,2.82,
PM10_0,1.06,1.06,0.56,0.38,1.05,0.73,0.5,0.93,0.83,0.79,0.75,0.75,0.73,0.66,0.59,1.0,0.88,0.6
PM10_1,1.2,1.2,,,1.19,0.8,,1.07,0.94,0.78,0.81,0.77,0.62,0.75,,1.14,1.0,0.55
PM10_2,2.03,2.03,,,2.01,,,1.95,,1.52,1.32,1.42,,,,1.73,1.8,1.0
