,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.58,1.15,,,1.29,0.85,0.15,0.24,,,1.22,1.1,0.13,,1.25,1.87,1.51,0.97,2.59,0.33,0.15,0.07,1.23,1.44,1.23
TEMP_0_0,0.9,1.78,,,0.89,1.21,0.04,1.07,,,0.49,1.09,0.88,,1.11,2.0,1.4,0.78,2.85,0.78,0.57,0.39,1.26,1.32,1.27
TEMP_1_1,,0.11,3.23,,0.14,0.05,2.79,,,,1.54,0.57,,0.91,1.34,1.87,1.66,1.19,2.72,0.28,,,1.42,1.56,1.02
TEMP_0_2,,,,7.72,,,,,7.56,3.19,,,3.11,,1.07,1.99,0.97,0.44,3.25,0.86,,,1.32,1.35,1.04
PRES_0_0,1.44,1.29,0.07,,1.5,0.66,,0.11,,,1.16,1.13,0.24,,1.25,1.83,1.43,0.91,2.66,0.44,0.11,0.3,1.19,1.45,1.33
PRES_1_0,1.01,1.58,,,0.86,2.62,,,,,0.65,1.18,0.57,,1.16,2.02,1.3,0.87,2.85,0.61,0.59,,1.31,1.33,1.35
PRES_0_1,0.32,0.15,2.66,,,,3.03,,,,1.57,0.49,,0.82,1.4,1.82,1.56,0.98,2.73,0.25,0.4,,1.44,1.54,0.89
PRES_1_1,0.85,1.83,,,0.22,,,3.44,,,0.12,1.01,1.27,,0.89,2.24,1.89,1.05,2.69,0.82,0.44,,1.32,1.23,0.98
PRES_1_3,,,,7.75,,,,,8.6,,,,3.12,,0.96,2.07,1.16,0.52,3.38,1.02,,,1.35,1.32,1.11
PRES_1_2,,,,7.56,,,,,,26.39,,,3.05,,1.65,1.49,,,2.54,,,,,1.49,
DEWP_1_0,1.12,0.79,0.88,,0.99,0.6,0.94,0.08,,,1.63,0.69,0.03,,1.42,1.82,1.4,0.74,2.82,0.31,0.04,,1.24,1.5,1.12
DEWP_0_0,1.25,1.56,0.13,,1.04,1.09,0.12,0.63,,,0.6,1.67,,,1.07,2.06,1.65,1.1,2.59,0.42,0.47,0.42,1.32,1.34,1.25
DEWP_0_1,0.43,1.41,,1.91,0.58,0.9,,1.4,1.71,1.09,,,3.13,,0.95,1.86,1.19,0.95,2.82,1.3,0.49,,1.18,1.36,1.41
DEWP_1_1,,,3.24,,,,3.03,,,,,,,20.67,1.69,1.57,1.7,,3.72,,,,1.56,1.67,
WSPM_0_1,1.09,1.13,0.47,0.3,0.94,0.92,0.54,0.37,0.25,0.25,1.08,0.96,0.39,0.17,1.66,1.77,1.33,0.59,2.96,0.08,0.06,,1.26,1.46,1.09
WSPM_0_0,1.06,1.18,0.44,0.26,0.95,0.75,0.41,0.59,0.26,,0.93,1.0,0.42,,0.89,2.65,1.67,0.76,3.37,0.27,0.21,,1.4,1.33,1.05
WSPM_1_1,1.11,1.2,0.49,0.25,0.92,0.66,0.48,0.63,0.24,,0.89,1.07,0.4,,1.11,2.06,3.04,0.71,2.39,0.2,,,1.3,1.41,1.12
WSPM_1_2,1.06,1.24,0.59,0.14,1.01,0.72,0.5,0.58,0.15,,0.99,1.12,0.47,,0.88,1.9,0.7,3.42,1.89,0.34,,,1.32,1.38,1.59
WSPM_1_0,1.04,1.23,0.43,0.35,0.92,0.86,0.43,0.5,0.31,,0.92,0.96,0.5,,1.12,2.36,1.47,0.49,3.42,0.25,,,1.31,1.34,1.09
WSPM_0_2,0.88,1.34,0.28,0.58,0.89,1.02,0.26,0.76,0.46,,0.61,0.67,1.34,,0.4,0.77,0.68,0.22,1.62,4.72,,,0.84,1.41,1.98
WSPM_1_3,0.84,1.45,,,0.85,0.97,0.63,0.53,,,0.7,1.21,0.82,,0.48,0.82,,,0.47,,12.18,,1.55,1.45,0.6
WSPM_0_3,1.43,1.83,,,1.21,,,,,,,1.7,,,,0.81,,,1.33,,,19.84,,1.56,2.44
PM10_0,1.0,1.21,0.47,0.28,0.86,0.89,0.5,0.57,0.28,,0.9,1.06,0.46,0.18,1.08,2.13,1.64,1.11,2.76,0.38,0.47,,1.52,1.2,0.8
PM10_1,1.11,1.14,0.48,0.32,0.96,0.78,0.5,0.46,0.25,0.33,1.01,0.94,0.43,0.1,1.34,1.83,1.4,0.78,2.78,0.49,0.12,0.22,1.16,1.64,1.1
PM10_2,1.21,1.33,0.27,0.18,1.25,0.95,0.28,0.3,0.17,,1.05,0.88,0.86,,1.23,1.28,0.97,0.41,2.32,1.27,,0.93,0.41,1.47,3.94
