,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.66,0.43,0.17,0.19,0.18,,0.93,0.33,0.04,0.04,,0.39,0.42,0.29,0.36,0.24,0.22,0.33,0.17,0.11,,0.86,0.61,0.3
TEMP_0_1,,1.0,,,,0.57,0.67,0.41,0.35,0.28,,1.37,,,,,0.47,0.54,0.5,0.51,0.38,0.32,0.45,,0.11,,1.13,0.9,0.45
TEMP_0_0,,,0.99,0.03,0.12,0.86,,0.41,0.58,0.45,0.12,,1.16,,,0.12,0.46,0.75,0.38,0.61,0.33,0.4,0.55,,0.16,0.12,1.27,0.94,0.44
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.98,0.28,0.25,,,1.0,,,0.09,0.1,,1.02,0.4,,,,0.44,0.47,0.31,0.43,0.29,0.28,0.38,0.12,0.09,,0.99,0.65,0.28
PRES_1_3,1.04,0.52,,,,,1.0,,,0.05,,1.19,0.38,0.04,0.05,,0.38,0.47,0.42,0.43,0.31,0.27,0.4,0.27,0.17,,1.01,0.78,0.46
PRES_1_1,0.91,0.75,0.48,0.07,,,,0.98,0.23,0.27,,1.1,0.85,,0.09,,0.66,0.55,0.44,0.61,0.48,0.3,0.5,,0.19,,1.39,0.94,0.44
PRES_1_0,1.03,0.57,0.63,,0.09,0.21,,0.14,0.99,0.59,0.09,1.31,0.73,,,0.09,0.48,0.91,0.53,0.61,0.33,0.39,0.58,,0.2,0.09,1.38,1.06,0.46
PRES_0_0,1.28,0.58,0.61,,,0.57,0.24,0.23,0.77,0.97,,1.5,0.71,0.14,0.08,,0.78,0.81,0.6,0.44,0.28,0.31,0.47,,,,1.22,1.38,0.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.82,0.39,,,,0.61,0.43,0.18,0.22,0.19,,1.0,,,0.02,,0.38,0.4,0.32,0.35,0.23,0.23,0.32,0.12,0.09,,0.83,0.62,0.31
DEWP_0_1,0.87,0.08,0.62,0.04,0.09,0.72,0.4,0.4,0.36,0.29,0.09,0.14,0.99,,0.04,0.09,0.35,0.6,0.3,0.5,0.38,0.29,0.43,0.19,0.18,0.09,1.12,0.74,0.35
DEWP_0_0,3.3,,,,,,,,1.6,1.66,,,,0.97,0.64,,2.19,,,,,,,,,,2.3,2.69,
DEWP_1_0,3.87,,,,,,,,,,,,,,0.86,,3.01,,,,,,,,,,,2.52,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.11,0.44,0.26,,,0.86,0.46,0.31,0.31,0.29,,1.26,0.37,0.06,0.04,,0.99,0.27,,0.29,0.05,0.14,0.28,,,,1.02,0.95,0.5
WSPM_0_1,1.05,0.44,0.38,,,0.81,0.5,0.26,0.38,0.31,,1.14,0.58,,,,0.22,0.98,0.19,0.48,0.29,0.31,0.55,0.07,0.1,,1.17,0.79,0.35
WSPM_0_2,1.09,0.62,0.33,0.05,,0.78,0.69,0.27,0.39,0.25,,1.37,0.43,,,,,0.35,0.99,0.36,0.13,0.21,0.43,,,,1.24,1.03,0.4
WSPM_0_0,1.2,0.56,0.46,,,1.01,0.6,0.41,0.37,0.31,,1.39,0.65,,,,0.19,0.51,0.37,0.93,0.48,0.47,0.77,,0.16,,1.5,0.75,0.29
WSPM_1_2,1.27,0.65,0.35,,,1.0,0.68,0.51,0.26,0.4,,1.34,0.76,,,,0.44,0.63,0.28,0.74,0.97,0.37,0.37,,,,1.51,0.95,
WSPM_1_1,1.36,0.65,0.49,,,1.17,0.64,0.38,0.44,0.43,,1.6,0.68,,,,,0.75,0.47,0.84,0.42,0.94,0.6,,,,1.68,1.0,0.42
WSPM_1_0,1.43,0.61,0.47,,,1.15,0.67,0.41,0.48,0.36,,1.61,0.69,,,,0.33,0.76,0.4,0.96,0.41,0.43,0.84,,,,1.66,0.91,0.41
WSPM_0_4,1.85,,,,,0.91,1.25,,,,,1.52,0.89,0.12,0.11,,,,,,,0.17,0.14,0.99,,,1.0,1.32,0.89
WSPM_1_3,1.82,0.48,0.49,,,1.02,1.11,0.48,0.46,,,1.56,1.08,,,,,,,0.46,,,0.24,,0.98,,1.81,1.27,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.84,0.35,0.24,0.01,0.03,0.66,0.4,0.24,0.23,0.19,0.03,0.91,0.41,,,0.03,0.29,0.47,0.26,0.45,0.35,0.28,0.37,0.08,0.14,0.03,0.99,0.53,0.21
PM10_1,0.96,0.46,0.31,0.02,,0.71,0.5,0.24,0.35,0.29,,1.11,0.44,0.05,0.03,,0.55,0.5,0.47,0.33,0.08,0.2,0.38,0.21,0.04,,0.95,0.97,0.37
PM10_2,1.28,0.51,0.38,,,0.75,0.87,0.28,0.37,0.41,,1.39,0.61,,0.06,,0.81,0.41,0.54,0.3,,0.19,0.32,0.35,0.09,,0.66,1.05,0.96
