,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.22,0.4,,,0.28,0.35,1.27,0.9,,,0.3,0.34,1.83,,0.3,0.15,0.18,0.26,0.09,0.57,0.61,1.14,0.31,0.25,0.18
TEMP_0_0,0.39,0.14,,,0.35,0.18,4.41,0.16,,,0.58,0.24,0.2,,0.27,0.13,0.17,0.26,0.07,0.19,0.14,0.14,0.25,0.24,0.15
TEMP_1_1,,,0.02,,0.92,2.52,0.02,,,,0.07,0.26,,0.02,0.09,0.05,0.05,0.07,0.03,0.2,,,0.09,0.07,0.08
TEMP_0_2,,,,,,,,,,,,,,,0.02,0.01,0.02,0.04,0.01,0.01,,,0.02,0.02,0.01
PRES_0_0,0.27,0.33,2.92,,0.25,0.61,,3.07,,,0.33,0.36,1.14,,0.33,0.18,0.21,0.3,0.11,0.47,0.56,0.31,0.35,0.27,0.17
PRES_1_0,0.15,0.09,,,0.25,0.04,,,,,0.26,0.11,0.16,,0.13,0.06,0.09,0.13,0.03,0.11,0.09,,0.12,0.13,0.1
PRES_0_1,0.46,0.85,0.03,,,,0.02,,,,0.07,0.31,,0.02,0.09,0.06,0.06,0.09,0.03,0.25,0.09,,0.09,0.08,0.1
PRES_1_1,0.14,0.05,,,0.7,,,0.02,,,0.67,0.09,0.05,,0.11,0.04,0.04,0.06,0.02,0.07,0.1,,0.08,0.09,0.08
PRES_1_3,,,,,,,,,,,,,,,0.02,0.01,0.02,0.03,,0.01,,,0.02,0.02,0.01
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.29,0.5,0.22,,0.35,0.47,0.22,4.54,,,0.19,0.69,12.35,,0.25,0.16,0.19,0.29,0.09,0.54,,,0.3,0.23,0.17
DEWP_0_0,0.28,0.21,1.29,,0.33,0.23,1.52,0.29,,,0.68,0.17,,,0.3,0.13,0.16,0.23,0.08,0.43,0.23,0.15,0.25,0.26,0.22
DEWP_0_1,0.29,0.07,,0.02,0.22,0.09,,0.05,0.02,0.02,,,0.02,,0.13,0.05,0.08,0.09,0.03,0.04,0.07,,0.11,0.09,0.05
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.3,0.29,0.38,0.36,0.34,0.29,0.36,0.57,0.43,0.2,0.28,0.37,0.53,0.24,0.18,0.22,0.21,0.48,0.09,1.75,,,0.3,0.22,0.16
WSPM_0_0,0.12,0.11,0.17,0.17,0.15,0.12,0.18,0.12,0.15,,0.14,0.12,0.18,,0.2,0.03,0.06,0.12,0.02,0.4,0.31,,0.09,0.11,0.1
WSPM_1_1,0.09,0.09,0.12,0.13,0.12,0.1,0.12,0.09,0.12,,0.11,0.08,0.14,,0.1,0.03,0.02,0.25,0.02,0.33,,,0.08,0.07,0.06
WSPM_1_2,0.09,0.09,0.09,0.16,0.1,0.1,0.11,0.1,0.18,,0.12,0.08,0.11,,0.12,0.05,0.13,0.01,0.07,0.43,,,0.07,0.08,0.09
WSPM_1_0,0.06,0.06,0.09,0.07,0.08,0.06,0.09,0.08,0.07,,0.07,0.07,0.08,,0.07,0.02,0.05,0.14,0.01,0.19,,,0.05,0.05,0.05
WSPM_0_2,0.08,0.04,0.14,0.04,0.06,0.05,0.16,0.04,0.04,,0.09,0.08,0.03,,1.06,0.07,0.11,0.16,0.03,0.01,,,0.07,0.04,0.01
WSPM_1_3,0.03,0.01,,,0.03,0.01,0.01,0.01,,,,0.01,0.01,,,0.01,,,,,,,0.01,0.01,
WSPM_0_3,0.01,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.39,0.31,0.45,0.45,0.48,0.32,0.44,0.37,0.41,,0.45,0.34,0.48,0.34,0.35,0.14,0.2,0.24,0.09,0.65,0.29,,0.24,0.38,0.8
PM10_1,0.3,0.3,0.4,0.36,0.34,0.34,0.41,0.46,0.41,0.19,0.3,0.37,0.45,0.45,0.26,0.16,0.17,0.32,0.09,0.31,0.38,0.29,0.39,0.19,0.16
PM10_2,0.06,0.05,0.14,0.14,0.06,0.06,0.14,0.13,0.16,,0.07,0.09,0.06,,0.06,0.04,0.05,0.07,0.02,0.02,,0.02,0.13,0.05,0.01
