,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.46,1.15,,,1.29,1.23,0.53,0.74,,,1.27,1.2,0.53,,1.29,1.77,1.63,1.36,2.31,0.95,0.83,0.73,1.22,1.36,1.59
TEMP_0_0,1.02,1.62,,,1.04,1.43,0.29,1.53,,,0.77,1.21,1.38,,1.18,1.83,1.6,1.25,2.46,1.4,1.68,1.61,1.26,1.3,1.71
TEMP_1_1,,0.46,2.67,,0.43,0.25,2.42,,,,1.46,0.83,,2.51,1.32,1.77,1.67,1.54,2.4,0.85,,,1.33,1.42,1.42
TEMP_0_2,,,,5.51,,,,,5.7,5.33,,,2.58,,1.19,1.83,1.31,0.93,2.6,1.42,,,1.28,1.31,1.46
PRES_0_0,1.38,1.26,0.38,,1.41,0.96,,0.43,,,1.22,1.22,0.72,,1.29,1.75,1.59,1.33,2.39,1.11,0.65,1.52,1.19,1.37,1.69
PRES_1_0,1.12,1.5,,,0.94,2.26,,,,,0.92,1.25,1.11,,1.2,1.82,1.55,1.31,2.36,1.2,1.75,,1.28,1.31,1.79
PRES_0_1,0.66,0.41,2.4,,,,2.52,,,,1.48,0.76,,2.38,1.35,1.75,1.62,1.38,2.42,0.8,1.36,,1.34,1.4,1.32
PRES_1_1,0.98,1.64,,,0.43,,,2.81,,,0.33,1.2,1.65,,1.03,1.98,1.85,1.45,2.34,1.41,1.61,,1.31,1.24,1.41
PRES_1_3,,,,5.51,,,,,6.01,,,,2.58,,1.11,1.92,1.48,1.01,2.72,1.6,,,1.32,1.29,1.49
PRES_1_2,,,,5.49,,,,,,15.44,,,2.54,,1.52,1.43,,,1.95,,,,,1.41,
DEWP_1_0,1.23,0.97,1.38,,1.14,0.96,1.4,0.41,,,1.51,0.86,0.21,,1.38,1.72,1.52,1.15,2.45,0.89,,,1.21,1.41,1.55
DEWP_0_0,1.25,1.45,0.52,,1.13,1.41,0.49,1.18,,,0.82,1.54,,,1.15,1.89,1.76,1.51,2.3,1.06,1.62,1.7,1.3,1.29,1.65
DEWP_0_1,0.7,1.43,,2.74,0.81,1.25,,1.76,2.68,3.19,,,2.59,,1.1,1.77,1.48,1.37,2.42,1.81,1.52,,1.22,1.31,1.74
DEWP_1_1,,,2.68,,,,2.53,,,,,,,12.55,1.53,1.51,1.56,,3.03,,,,1.43,1.31,
WSPM_0_1,1.18,1.23,1.0,1.08,1.09,1.23,1.06,0.91,1.03,1.54,1.18,1.12,0.91,1.06,1.52,1.6,1.4,1.06,2.46,0.24,0.4,,1.23,1.37,1.51
WSPM_0_0,1.16,1.23,0.98,1.0,1.09,1.18,0.92,1.09,1.04,,1.08,1.13,0.94,,0.94,2.3,1.86,1.12,2.89,0.85,1.06,,1.33,1.29,1.44
WSPM_1_1,1.22,1.29,1.03,0.97,1.07,1.07,0.99,1.21,0.9,,1.1,1.19,0.9,,1.2,1.91,2.6,1.01,2.04,0.66,,,1.27,1.35,1.48
WSPM_1_2,1.19,1.24,1.13,0.66,1.11,1.12,1.03,1.17,0.8,,1.19,1.26,0.99,,1.01,1.81,0.76,2.84,1.9,0.93,,,1.33,1.34,2.15
WSPM_1_0,1.16,1.24,0.96,1.12,1.05,1.31,0.93,1.0,1.13,,1.08,1.14,1.03,,1.15,2.14,1.73,0.79,2.86,0.8,,,1.29,1.3,1.52
WSPM_0_2,1.04,1.39,0.83,1.47,1.07,1.32,0.79,1.29,1.39,,0.89,0.92,1.69,,0.74,0.91,0.96,0.49,1.68,3.69,,,0.97,1.35,2.17
WSPM_1_3,1.01,1.46,,,1.12,1.25,1.15,0.97,,,,1.3,1.32,,0.79,0.96,,,,,8.11,,1.43,1.46,1.04
WSPM_0_3,1.09,1.65,,,1.19,,,,,,,1.56,,,,,,,1.53,,,12.13,,1.44,2.27
PM10_0,1.13,1.29,1.0,1.02,1.03,1.27,1.01,1.14,1.08,,1.08,1.19,0.99,1.16,1.16,1.93,1.79,1.49,2.41,1.0,1.58,,1.42,1.18,1.37
PM10_1,1.2,1.2,1.02,1.11,1.1,1.11,1.02,0.98,0.99,1.78,1.14,1.1,0.95,0.78,1.34,1.72,1.5,1.25,2.43,1.08,0.67,1.31,1.16,1.51,1.44
PM10_2,1.23,1.33,0.76,0.78,1.3,1.28,0.76,0.78,0.92,,1.24,1.04,1.36,,1.31,1.33,1.25,0.76,2.06,1.88,,2.63,0.49,1.37,3.21
