,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.11,0.65,,,1.69,2.64,1.83,2.6,,,1.69,1.67,1.76,,1.51,3.26,4.37,4.63,5.57,4.66,13.67,,1.39,1.61,5.24
TEMP_0_0,0.52,2.65,,,1.17,3.55,0.9,5.42,,,1.01,1.7,4.37,,1.56,3.02,3.03,3.08,4.37,7.03,26.75,50.91,1.39,1.4,5.3
TEMP_1_1,,,7.08,,0.41,,5.93,,,,1.59,0.65,,72.57,1.21,2.35,2.98,3.49,3.73,3.41,,,1.09,1.19,2.98
TEMP_0_2,,,,30.43,,,,,34.81,140.51,,,4.57,,0.86,1.61,1.74,1.57,2.93,3.92,,,0.75,0.83,2.08
PRES_0_0,1.84,1.58,1.42,,1.98,0.95,,,,,1.68,1.69,2.34,,1.62,3.25,4.01,4.37,5.34,5.84,14.43,46.87,1.35,1.67,6.02
PRES_1_0,1.04,1.84,,,0.37,5.21,,,,,0.95,1.49,3.01,,1.31,2.62,2.78,2.86,4.05,5.07,21.41,,1.24,1.13,4.13
PRES_0_1,0.64,0.38,6.61,,,,6.35,,,,1.66,0.62,,70.61,1.3,2.31,2.98,3.25,3.78,3.32,17.11,,1.13,1.22,3.03
PRES_1_1,0.69,1.88,,,,,,7.9,,,0.31,1.35,4.1,,0.98,2.54,3.18,3.19,3.76,5.14,16.72,,1.15,1.03,2.69
PRES_1_3,,,,29.15,,,,,36.24,,,,4.38,,0.75,1.66,1.81,1.64,2.9,4.09,,,0.76,0.75,1.86
PRES_1_2,,,,18.02,,,,,,241.71,,,2.67,,0.7,,,,,,,,,0.66,
DEWP_1_0,1.58,1.22,4.89,,1.47,2.14,4.55,1.16,,,2.26,0.5,,,1.78,3.12,3.35,3.34,5.01,4.85,,,1.27,1.68,5.48
DEWP_0_0,1.49,1.91,1.87,,1.39,3.35,1.61,4.39,,,0.47,2.38,,,1.36,3.25,4.32,4.69,5.06,4.95,25.45,53.41,1.53,1.4,4.28
DEWP_0_1,0.55,1.78,,20.94,0.69,2.39,,4.86,23.83,100.4,,,6.7,,1.06,2.28,2.71,3.15,3.98,7.28,19.46,,1.08,1.13,4.62
DEWP_1_1,,,3.27,,,,2.85,,,,,,,158.99,0.62,,,,,,,,0.56,0.46,
WSPM_0_1,1.35,1.81,3.54,11.12,1.36,2.86,3.42,3.25,11.46,73.3,1.69,1.39,2.95,41.46,2.32,,1.13,1.17,3.63,,,,1.29,1.64,5.22
WSPM_0_0,1.14,1.35,2.7,7.98,1.06,2.27,2.36,3.32,9.8,,1.16,1.29,2.49,,,4.9,2.76,1.57,6.51,,,,1.25,1.08,2.39
WSPM_1_1,1.24,0.93,2.69,6.61,1.01,1.87,2.38,3.17,8.28,,0.99,1.31,2.27,,0.47,1.85,7.22,,,,,,1.07,1.13,3.35
WSPM_1_2,1.16,0.98,2.87,5.55,1.0,1.85,2.4,2.96,6.9,,0.92,1.3,2.45,,0.3,1.23,,8.28,,,,,1.12,0.97,3.23
WSPM_1_0,1.03,1.06,2.28,7.72,0.9,2.04,2.06,2.58,9.1,,0.99,1.08,2.3,,0.68,3.63,,,6.7,1.71,,,1.01,0.97,2.88
WSPM_0_2,0.73,1.38,1.77,8.6,0.85,1.95,1.55,2.88,10.68,,0.82,0.84,3.54,,,,,,1.55,13.7,,,0.68,1.02,5.73
WSPM_1_3,0.45,1.07,,,0.47,1.61,1.6,1.78,,,,0.88,1.92,,,,,,,,66.83,,0.74,0.54,
WSPM_0_3,,0.95,,,0.6,,,,,,,0.87,,,,,,,,,,148.3,,0.66,3.5
PM10_0,1.44,1.82,3.66,10.82,1.29,3.22,3.39,4.35,13.26,,1.39,1.78,3.45,44.18,1.46,3.65,4.13,4.7,5.59,4.59,24.77,,1.97,0.77,
PM10_1,1.48,1.64,3.6,11.02,1.43,2.5,3.3,3.52,11.58,72.94,1.64,1.45,3.21,31.05,1.69,2.89,3.72,3.55,4.78,5.78,14.21,41.96,0.68,2.16,3.46
PM10_2,0.99,1.22,1.82,5.47,1.05,1.89,1.66,1.68,5.81,,1.11,0.85,2.71,,1.08,1.32,2.2,2.13,2.8,7.08,,49.41,,0.69,10.33
