,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.73,1.0,0.98,0.68,0.85,0.91,0.58,0.94,0.43,0.62,0.97,0.77,0.88,0.72,0.48
PRES_0_1,1.0,0.99,,,1.0,0.97,0.71,0.85,0.92,0.57,0.93,0.43,0.61,0.96,0.79,0.88,0.72,0.47
PRES_0_0,1.06,,0.13,,1.02,,,0.88,0.63,0.93,,0.47,,,0.36,0.87,1.19,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.94,0.69,0.96,5.71,,0.87,0.87,0.58,0.9,0.43,0.68,0.92,0.73,0.88,0.71,0.48
DEWP_1_0,1.0,0.99,,,,0.28,0.2,0.69,3.11,0.54,,0.43,0.37,,,0.87,0.79,0.8
DEWP_0_0,1.18,1.1,,,,0.52,0.09,0.81,,0.38,,0.31,0.37,,,0.97,0.91,
WSPM_0_1,1.0,1.0,1.1,,1.02,0.8,0.58,0.66,2.28,0.62,,0.43,0.6,,0.97,0.88,0.7,0.51
WSPM_0_2,1.0,1.02,0.57,0.34,0.96,2.01,,2.06,0.43,0.95,2.0,0.62,0.79,,,0.87,0.68,0.51
WSPM_0_0,1.0,1.0,,,1.0,0.97,0.68,0.92,1.24,0.37,1.67,0.3,0.61,,0.7,0.87,0.8,0.39
WSPM_0_3,1.0,0.99,,,0.96,,,,3.5,1.23,0.31,0.74,,,,0.95,0.66,0.37
WSPM_1_0,1.0,1.0,,,1.0,0.95,,0.81,1.22,0.44,1.4,0.36,0.88,,,0.85,0.76,0.44
WSPM_1_1,1.0,0.99,,,1.07,0.64,0.33,0.81,,0.37,,0.33,0.24,,,0.86,0.8,
WSPM_0_4,1.0,0.99,,,0.96,,,,,,,1.37,,0.2,,0.9,0.79,
WSPM_1_2,1.06,1.05,,,1.01,,,1.45,,0.51,,0.69,,,0.13,0.86,2.37,
PM10_0,1.0,1.0,0.83,0.6,1.0,0.95,0.64,0.84,0.92,0.6,1.05,0.44,0.66,0.97,0.7,0.83,0.84,0.81
PM10_1,1.0,0.99,,,0.98,1.18,,0.88,0.9,0.53,0.77,0.41,0.52,1.11,,1.01,0.56,0.33
PM10_2,1.0,0.99,,,0.97,,,0.98,,0.61,0.55,0.44,,,,1.1,0.6,0.12
