,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,2.86,3.32,1.02,1.81,2.27,1.0,1.3,0.83,1.63,0.67,1.07,2.08,1.94,0.94,0.89,1.23
PRES_0_1,0.99,0.98,,,1.01,1.77,2.31,0.99,1.3,0.82,1.6,0.66,1.05,2.03,1.93,0.93,0.88,1.21
PRES_0_0,0.05,,0.02,,0.05,,,0.04,0.04,0.06,,0.03,,,0.05,0.04,0.06,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.94,0.94,2.52,2.97,0.92,7.76,,0.96,1.17,0.78,1.46,0.62,1.09,1.86,1.72,0.88,0.83,1.17
DEWP_1_0,0.15,0.15,,,,0.08,0.1,0.13,0.77,0.12,,0.1,0.1,,,0.14,0.15,0.22
DEWP_0_0,0.02,0.02,,,,0.01,0.01,0.01,,0.01,,0.01,0.01,,,0.02,0.02,0.01
WSPM_0_1,0.53,0.53,1.83,,0.55,0.8,0.98,0.43,1.27,0.41,3.06,0.32,0.54,1.95,1.22,0.5,0.46,0.62
WSPM_0_2,0.28,0.29,0.42,0.56,0.27,0.86,,0.44,0.18,0.33,0.72,0.24,0.37,,1.04,0.26,0.24,0.34
WSPM_0_0,0.19,0.19,,,0.2,0.35,0.39,0.19,0.29,0.12,0.53,0.1,0.18,,0.36,0.18,0.19,0.23
WSPM_0_3,0.17,0.17,,,0.16,,,0.31,0.54,0.25,0.09,0.17,,,,0.17,0.14,0.16
WSPM_1_0,0.16,0.16,,,0.16,0.28,,0.15,0.25,0.11,0.37,0.1,0.2,,0.33,0.14,0.15,0.21
WSPM_1_1,0.1,0.1,,,0.11,0.12,0.13,0.09,0.31,0.07,,0.06,0.05,,0.16,0.1,0.1,0.14
WSPM_0_4,0.09,0.09,,,0.09,,,0.43,,,,0.17,,0.04,,0.09,0.09,
WSPM_1_2,0.04,0.04,,,0.04,,,0.06,,0.03,,0.04,0.03,,0.02,0.04,0.13,
PM10_0,0.74,0.75,1.78,2.02,0.76,1.29,1.63,0.73,0.98,0.63,1.36,0.5,0.83,1.52,1.31,0.68,0.72,1.39
PM10_1,0.39,0.39,,,0.4,0.87,0.87,0.4,0.51,0.3,0.53,0.25,0.38,0.99,,0.39,0.3,0.33
PM10_2,0.03,0.03,,,0.03,,,0.03,,0.02,0.03,0.02,,,,0.03,0.02,0.01
