,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.46,0.53,,,0.51,0.62,1.25,1.26,,,0.52,0.54,1.87,,0.51,0.41,0.46,0.57,0.36,1.06,1.35,2.98,0.5,0.47,0.51
TEMP_0_0,0.49,0.37,,,0.49,0.46,2.59,0.5,,,0.63,0.45,0.57,,0.44,0.35,0.41,0.56,0.3,0.59,0.77,0.91,0.43,0.42,0.46
TEMP_1_1,,1.82,0.14,,0.69,0.96,0.15,,,,0.2,0.34,,0.24,0.21,0.17,0.18,0.23,0.15,0.47,,,0.2,0.19,0.25
TEMP_0_2,,,,0.03,,,,,0.03,0.06,,,0.05,,0.07,0.06,0.08,0.12,0.04,0.07,,,0.07,0.07,0.06
PRES_0_0,0.51,0.54,2.12,,0.5,0.72,,1.71,,,0.56,0.57,1.51,,0.56,0.43,0.49,0.61,0.38,1.08,1.32,1.83,0.53,0.5,0.51
PRES_1_0,0.27,0.23,,,0.3,0.19,,1.91,,,0.36,0.26,0.42,,0.25,0.22,0.27,0.37,0.17,0.34,0.51,,0.26,0.25,0.31
PRES_0_1,0.55,0.58,0.16,,,,0.16,,,,0.21,0.37,,0.27,0.22,0.19,0.19,0.26,0.17,0.54,0.46,,0.22,0.21,0.27
PRES_1_1,0.24,0.16,,,0.38,0.4,,0.13,,,0.41,0.22,0.21,,0.2,0.15,0.16,0.21,0.13,0.26,0.61,,0.19,0.19,0.24
PRES_1_3,,,,0.03,,,,,0.03,,,,0.04,,0.07,0.05,0.07,0.1,0.04,0.07,,,0.06,0.06,0.05
PRES_1_2,,,,0.01,,,,,,,,,0.01,,0.01,0.02,,,0.01,,,,,0.01,
DEWP_1_0,0.53,0.62,0.61,,0.57,0.71,0.59,2.61,,,0.44,0.63,2.99,,0.48,0.4,0.44,0.56,0.35,1.06,1.22,,0.47,0.45,0.49
DEWP_0_0,0.47,0.42,1.29,,0.5,0.52,1.43,0.69,,,0.64,0.41,,,0.47,0.37,0.42,0.56,0.33,0.88,1.09,0.98,0.46,0.45,0.55
DEWP_0_1,0.32,0.2,,0.23,0.29,0.25,,0.23,0.23,0.42,,,0.15,,0.25,0.18,0.23,0.26,0.15,0.22,0.4,,0.23,0.21,0.2
DEWP_1_1,,,0.01,,,,0.01,,,,,,,0.01,0.02,0.01,0.01,,0.01,,,,0.02,0.02,
WSPM_0_1,0.5,0.5,0.78,1.01,0.52,0.59,0.75,0.96,1.2,1.16,0.49,0.56,0.91,1.17,0.42,0.4,0.45,0.71,0.33,1.08,1.76,,0.47,0.43,0.44
WSPM_0_0,0.25,0.24,0.41,0.63,0.28,0.28,0.4,0.34,0.61,,0.28,0.24,0.42,,0.25,0.17,0.21,0.28,0.15,0.57,0.78,,0.22,0.22,0.28
WSPM_1_1,0.21,0.2,0.32,0.53,0.23,0.24,0.32,0.31,0.51,,0.23,0.21,0.35,,0.2,0.14,0.13,0.29,0.13,0.44,,,0.19,0.18,0.23
WSPM_1_2,0.2,0.2,0.28,0.45,0.21,0.22,0.3,0.32,0.59,,0.24,0.2,0.3,,0.2,0.16,0.15,0.12,0.15,0.63,0.5,,0.17,0.19,0.29
WSPM_1_0,0.16,0.15,0.26,0.35,0.17,0.18,0.24,0.22,0.35,,0.16,0.16,0.25,,0.15,0.11,0.15,0.19,0.09,0.34,,,0.14,0.14,0.15
WSPM_0_2,0.16,0.12,0.36,0.29,0.14,0.15,0.37,0.16,0.24,,0.16,0.15,0.14,,0.28,0.12,0.18,0.15,0.11,0.07,,,0.13,0.12,0.1
WSPM_1_3,0.07,0.03,,,0.06,0.04,0.06,0.04,,,0.11,0.04,0.05,,0.07,0.03,0.06,0.06,0.03,,0.01,,0.04,0.05,0.07
WSPM_0_3,0.02,0.02,,,0.02,,,,,,,0.02,,,,0.02,,,0.02,,,0.01,,0.02,0.01
PM10_0,0.59,0.53,0.86,1.24,0.64,0.64,0.84,0.83,1.31,,0.63,0.57,0.89,1.71,0.53,0.41,0.49,0.59,0.35,1.17,1.18,,0.48,0.52,0.98
PM10_1,0.51,0.51,0.83,1.08,0.52,0.61,0.81,0.85,1.18,1.5,0.51,0.56,0.85,1.25,0.48,0.4,0.43,0.6,0.35,0.74,1.07,1.55,0.51,0.43,0.4
PM10_2,0.15,0.14,0.31,0.53,0.16,0.17,0.33,0.28,0.58,,0.17,0.17,0.23,,0.16,0.11,0.13,0.17,0.1,0.14,,0.33,0.15,0.13,0.09
