,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,0.8,0.55,0.2,0.28,0.36,,0.95,0.36,0.17,0.31,,0.56,0.63,0.43,0.88,0.47,0.53,1.18,0.4,0.28,,1.0,0.96,0.63
TEMP_0_1,,2.16,,,,0.34,0.76,0.69,0.51,0.51,,1.16,,,,,0.48,0.61,0.72,1.04,0.64,0.68,1.29,,0.12,,0.98,1.2,0.72
TEMP_0_0,,,2.73,,,0.59,,0.56,1.15,1.0,,,1.99,,,,0.36,0.92,0.34,1.18,0.38,0.79,1.49,,0.24,,0.97,1.07,0.61
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.97,0.24,0.31,,,1.5,,,0.03,0.08,,0.92,0.43,,,,0.59,0.66,0.4,1.05,0.52,0.69,1.33,0.17,0.16,,1.09,0.92,0.43
PRES_1_3,0.86,0.66,,,,,1.92,,,,,0.99,0.3,0.13,0.33,,0.35,0.53,0.58,0.82,0.48,0.51,1.12,0.68,0.4,,0.88,1.02,0.95
PRES_1_1,0.44,0.89,0.62,1.01,,,,2.91,0.1,0.26,,0.56,1.02,,0.65,,0.65,0.47,0.4,1.13,0.77,0.44,1.22,,0.28,,1.08,0.92,0.5
PRES_1_0,0.52,0.49,0.97,,,0.03,,0.06,3.03,1.46,,0.75,0.71,,,,0.35,1.13,0.59,0.98,0.23,0.66,1.5,,0.27,,0.99,1.2,0.57
PRES_0_0,0.66,0.42,0.76,,,0.15,,0.11,1.47,3.58,,0.78,0.56,0.89,0.57,,0.75,0.83,0.56,0.47,0.28,0.42,0.81,,,,0.67,1.61,1.14
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.88,0.62,,,,0.72,0.6,0.24,0.38,0.41,,1.16,,,0.08,,0.58,0.62,0.55,0.93,0.43,0.61,1.25,0.23,0.18,,0.99,1.07,0.68
DEWP_0_1,0.57,,1.47,0.46,,0.58,0.3,0.71,0.61,0.57,,0.01,2.0,,0.23,,0.28,0.83,0.29,1.04,0.71,0.58,1.26,0.33,0.44,,1.03,0.88,0.53
DEWP_0_0,1.24,,,,,,,,1.37,2.95,,,,12.69,9.25,,1.69,,,,,,,,,,0.62,1.85,
DEWP_1_0,1.24,,,,,,,,,,,,,,13.63,,1.94,,,,,,,,,,,1.27,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.87,0.42,0.25,,,0.76,0.35,0.41,0.39,0.59,,0.98,0.27,0.33,0.39,,2.13,0.11,,0.21,,0.08,0.43,,,,0.75,1.38,1.08
WSPM_0_1,0.77,0.42,0.51,,,0.67,0.44,0.26,0.66,0.61,,0.81,0.62,,,,0.09,2.08,0.1,0.75,0.33,0.53,1.78,,,,1.08,0.99,0.42
WSPM_0_2,0.71,0.7,0.29,0.54,,0.55,0.67,0.26,0.54,0.45,,0.99,0.29,,,,,0.15,2.49,0.36,0.06,0.24,0.83,,,,0.91,1.38,0.62
WSPM_0_0,0.72,0.48,0.54,,,0.76,0.43,0.47,0.41,0.35,,0.84,0.56,,,,0.06,0.39,0.21,2.62,0.59,1.04,2.95,,0.18,,1.24,0.59,0.23
WSPM_1_2,0.76,0.61,0.28,,,0.69,0.53,0.65,0.19,0.45,,0.74,0.73,,,,,0.48,0.12,1.48,3.03,0.53,0.64,,,,1.23,0.61,
WSPM_1_1,0.73,0.51,0.49,,,0.8,0.4,0.31,0.41,0.47,,0.88,0.48,,,,,0.65,0.32,1.86,0.4,3.41,1.38,,,,1.24,0.73,0.28
WSPM_1_0,0.79,0.44,0.44,,,0.75,0.41,0.36,0.52,0.39,,0.88,0.5,,,,0.15,0.69,0.24,2.15,0.37,0.62,2.66,,,,1.18,0.68,0.34
WSPM_0_4,1.23,,,,,0.44,1.36,,,,,0.75,0.7,0.64,0.98,,,,,,,,,4.21,,,0.37,1.41,1.67
WSPM_1_3,0.96,0.21,0.35,,,0.44,0.86,0.38,0.39,,,0.62,0.91,,,,,,,0.4,,,,,5.13,,1.12,0.65,0.98
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.83,0.44,0.35,0.12,0.8999999999999999,0.77,0.46,0.4,0.36,0.31,0.8999999999999999,0.85,0.53,,,0.8999999999999999,0.3,0.77,0.33,1.32,0.8,0.82,1.51,0.07,0.36,0.8999999999999999,1.28,0.65,0.2
PM10_1,0.76,0.53,0.4,,,0.61,0.5,0.3,0.6,0.69,,0.89,0.44,0.21,0.25,,0.76,0.59,0.73,0.46,0.07,0.32,0.95,0.45,0.04,,0.73,1.73,0.69
PM10_2,0.84,0.41,0.37,,,0.41,0.91,0.21,0.45,0.76,,0.88,0.49,,0.56,,0.99,0.31,0.59,0.29,,0.16,0.56,0.75,0.12,,0.23,1.17,2.75
