,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.59,0.3,0.99,0.71,0.33,0.75,0.72,0.41,0.69,0.3,0.4,0.64,0.43,0.83,0.6,0.25
PRES_0_1,1.01,1.0,,,0.99,0.71,0.34,0.76,0.73,0.41,0.69,0.3,0.4,0.64,0.44,0.83,0.6,0.25
PRES_0_0,5.21,,0.37,,4.93,,,3.7,2.43,3.25,,1.54,,,1.03,4.07,4.6,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.57,0.29,0.98,4.02,,0.8,0.72,0.43,0.68,0.31,0.45,0.64,0.42,0.86,0.61,0.26
DEWP_1_0,2.56,2.53,,,,0.53,0.25,1.57,6.57,0.99,,0.75,0.61,,,2.11,1.68,0.94
DEWP_0_0,8.89,8.27,,,,2.62,0.33,5.24,,2.22,,1.78,1.95,,,6.94,5.51,
WSPM_0_1,1.37,1.37,0.9,,1.38,0.8,0.37,0.82,2.21,0.57,6.01,0.39,0.51,1.94,0.71,1.14,0.8,0.35
WSPM_0_2,1.89,1.92,0.62,0.28,1.8,2.63,,3.02,0.66,1.22,2.52,0.78,0.92,,,1.55,1.07,0.49
WSPM_0_0,2.29,2.27,,,2.26,1.62,0.71,1.81,2.13,0.64,2.66,0.49,0.92,,0.87,1.87,1.52,0.51
WSPM_0_3,2.45,2.42,,,2.31,,,3.87,5.81,2.03,0.55,1.2,,,,2.17,1.35,0.47
WSPM_1_0,2.54,2.53,,,2.5,1.77,,1.83,2.42,0.85,2.59,0.65,1.45,,,2.05,1.61,0.62
WSPM_1_1,3.13,3.1,,,3.31,1.43,0.52,2.17,,0.89,,0.75,0.51,,,2.57,2.11,0.68
WSPM_0_4,3.3,3.27,,,3.12,,,13.62,,,,3.02,,0.45,,2.8,2.15,
WSPM_1_2,5.39,5.23,,,5.09,,,6.0,,1.85,,2.31,,,0.38,4.19,10.73,
PM10_0,1.16,1.16,0.57,0.28,1.15,0.8,0.37,0.86,0.85,0.5,0.89,0.35,0.49,0.74,0.46,0.91,0.79,0.46
PM10_1,1.59,1.57,,,1.55,1.37,,1.24,1.15,0.61,0.9,0.45,0.54,1.2,,1.47,0.75,0.27
PM10_2,5.89,5.83,,,5.64,,,5.21,,2.21,2.33,1.58,,,,5.74,3.05,0.38
