,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.42,0.67,,,,,1.06,0.73,1.04,0.51,,,,1.16,0.76,0.56,0.19,0.19,,0.89,0.79,0.69,0.82,0.82,1.04,0.76,0.53,0.39,,1.0,1.05,0.79
TEMP_0_0,0.66,1.43,,,,,0.67,1.17,0.75,0.65,,,,0.89,1.05,0.11,0.72,0.85,,0.87,0.85,0.82,0.44,0.83,0.91,0.65,0.74,0.45,,1.03,1.02,0.77
TEMP_1_1,,,1.82,,,,1.15,,0.82,,1.45,,,0.69,0.23,1.6,,,,0.82,1.18,0.57,0.55,0.96,1.26,0.62,0.33,,,1.23,0.98,0.2
TEMP_0_2,,,,2.51,,,0.29,,,1.33,,2.1,,0.92,0.98,,,1.54,,0.57,0.78,0.64,1.46,0.98,1.04,0.68,0.75,,,1.13,1.02,1.05
TEMP_0_1,,,,,2.74,,0.47,0.81,0.44,1.65,,1.23,,0.3,,,2.3,,,0.55,0.4,1.55,,1.1,1.09,0.79,0.63,1.21,,1.1,1.18,1.33
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.09,0.67,0.98,0.18,0.2,,1.53,0.25,0.71,,,,,1.1,0.54,0.93,0.28,0.28,,0.87,0.9,0.75,0.78,0.8,1.1,0.52,0.48,0.32,,0.98,1.11,0.82
PRES_1_1,0.88,1.28,,,0.47,,0.3,1.56,0.13,,,,,0.88,0.93,,0.86,0.94,,0.85,0.88,0.86,0.46,0.84,0.99,0.75,0.73,0.48,,1.05,1.0,0.83
PRES_1_0,1.16,0.98,0.76,,,,0.76,0.13,1.72,,,,,1.13,0.89,0.77,0.37,,,0.77,0.88,0.77,0.85,0.89,0.98,0.71,0.62,0.41,,1.15,1.04,0.56
PRES_1_2,0.84,1.01,,1.11,1.31,,,,,2.1,,,,0.92,1.26,,1.09,,,0.9,0.71,0.79,0.78,1.16,1.14,0.9,0.72,0.67,,1.13,1.1,0.79
PRES_0_1,,,1.95,,,,,,,,2.62,,,,,1.98,,,,1.15,1.27,,,1.09,1.36,0.77,,,,1.31,1.07,
