,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.46,0.53,,,0.58,0.53,2.34,1.73,,,0.57,0.6,3.97,,0.54,0.22,0.24,0.36,0.12,0.96,0.84,2.09,0.55,0.47,0.25
TEMP_0_0,0.76,0.37,,,0.79,0.4,12.07,0.4,,,1.23,0.6,0.55,,0.57,0.22,0.28,0.48,0.12,0.42,0.31,0.31,0.58,0.51,0.27
TEMP_1_1,,18.92,0.14,,5.96,7.49,0.17,,,,0.47,1.25,,0.1,0.51,0.23,0.21,0.33,0.12,1.15,,,0.51,0.44,0.32
TEMP_0_2,,,,0.03,,,,,0.03,0.03,,,0.15,,0.61,0.22,0.37,0.82,0.1,0.27,,,0.58,0.5,0.22
PRES_0_0,0.5,0.5,5.3,,0.5,0.63,,3.05,,,0.59,0.59,2.29,,0.56,0.22,0.25,0.37,0.12,0.83,0.79,0.63,0.57,0.46,0.22
PRES_1_0,0.65,0.39,,,0.77,0.19,,9.88,,,1.03,0.54,0.84,,0.53,0.23,0.31,0.52,0.11,0.43,0.36,,0.56,0.51,0.31
PRES_0_1,2.85,3.36,0.16,,,,0.16,,,,0.47,1.32,,0.11,0.48,0.24,0.22,0.37,0.13,1.28,0.41,,0.51,0.44,0.34
PRES_1_1,0.84,0.37,,,2.4,2.84,,0.13,,,3.07,0.7,0.37,,0.63,0.2,0.2,0.34,0.12,0.39,0.71,,0.57,0.54,0.36
PRES_1_3,,,,0.03,,,,,0.03,,,,0.15,,0.67,0.21,0.36,0.69,0.1,0.31,,,0.53,0.52,0.22
PRES_1_2,,,,0.03,,,,,,,,,0.15,,0.42,0.37,,,0.09,,,,,0.42,
DEWP_1_0,0.66,0.8,0.5,,0.78,0.75,0.49,6.98,,,0.44,0.89,11.88,,0.5,0.23,0.25,0.41,0.12,1.04,1.04,,0.54,0.46,0.26
DEWP_0_0,0.58,0.41,2.68,,0.68,0.44,3.34,0.65,,,1.02,0.42,,,0.56,0.21,0.23,0.38,0.12,0.78,0.48,0.3,0.55,0.5,0.3
DEWP_0_1,1.3,0.45,,0.15,1.06,0.5,,0.31,0.15,0.15,,,0.15,,0.7,0.22,0.33,0.39,0.11,0.23,0.34,,0.63,0.5,0.21
DEWP_1_1,,,0.14,,,,0.16,,,,,,,0.01,0.42,0.18,0.14,,0.11,,,,0.48,0.42,
WSPM_0_1,0.64,0.55,0.89,0.74,0.74,0.53,0.84,1.19,0.91,0.36,0.6,0.73,1.18,0.5,0.42,0.24,0.28,0.63,0.11,1.48,1.55,,0.57,0.45,0.24
WSPM_0_0,0.66,0.52,0.98,1.04,0.8,0.57,1.02,0.66,0.92,,0.75,0.61,1.08,,0.63,0.17,0.24,0.41,0.1,1.29,0.96,,0.5,0.49,0.33
WSPM_1_1,0.68,0.54,0.9,1.07,0.82,0.62,0.95,0.72,0.96,,0.76,0.61,1.1,,0.59,0.19,0.14,0.56,0.11,1.23,,,0.54,0.49,0.33
WSPM_1_2,0.69,0.56,0.74,1.16,0.76,0.57,0.9,0.83,1.48,,0.84,0.62,0.92,,0.68,0.24,0.26,0.12,0.16,1.8,0.75,,0.54,0.55,0.43
WSPM_1_0,0.66,0.54,1.03,0.83,0.77,0.55,0.99,0.75,0.78,,0.72,0.67,0.94,,0.56,0.19,0.27,0.53,0.1,1.25,,,0.54,0.48,0.27
WSPM_0_2,0.84,0.48,2.18,0.61,0.78,0.49,2.44,0.51,0.51,,0.99,0.84,0.38,,2.03,0.33,0.52,0.58,0.18,0.08,,,0.7,0.48,0.16
WSPM_1_3,1.25,0.4,,,1.32,0.36,0.76,0.48,,,2.35,0.56,0.57,,1.46,0.27,0.74,0.66,0.23,,0.02,,0.48,0.67,0.66
WSPM_0_3,0.46,0.37,,,0.5,,,,,,,0.41,,,,0.44,,,0.21,,,0.01,,0.45,0.09
PM10_0,0.72,0.52,0.88,0.85,0.85,0.54,0.88,0.74,0.85,,0.78,0.63,0.95,0.71,0.56,0.21,0.25,0.35,0.11,0.99,0.45,,0.48,0.54,0.64
PM10_1,0.64,0.56,0.94,0.78,0.72,0.58,0.94,0.93,0.87,0.45,0.64,0.71,1.02,0.65,0.53,0.23,0.24,0.45,0.13,0.57,0.69,0.66,0.62,0.43,0.21
PM10_2,0.6,0.48,1.48,1.65,0.66,0.47,1.68,1.18,1.9,,0.71,0.73,0.71,,0.61,0.23,0.29,0.48,0.12,0.24,,0.25,0.81,0.45,0.09
