,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.61,0.08,,,,,0.77,0.42,0.67,0.2,,,,1.05,0.41,0.23,0.03,0.03,,0.56,0.36,0.34,0.5,0.24,0.27,0.26,0.19,0.09,,0.69,0.65,0.32
TEMP_0_0,0.08,1.63,,,,,0.27,1.06,0.4,0.33,,,,0.58,0.73,0.01,0.39,0.55,,0.58,0.52,0.51,0.15,0.22,0.14,0.19,0.26,0.13,,0.74,0.6,0.31
TEMP_1_1,,,2.35,,,,0.89,,0.4,,1.38,,,0.35,0.02,1.82,,,,0.44,0.85,0.23,0.2,0.32,0.32,0.15,0.06,,,0.93,0.47,
TEMP_0_2,,,,3.72,,,0.05,,,1.05,,2.59,,0.5,0.55,,,1.42,,0.17,0.33,0.24,1.29,0.29,0.2,0.15,0.25,,,0.76,0.48,0.49
TEMP_0_1,,,,,4.19,,0.07,0.37,,1.58,,0.87,,0.04,,,3.06,,,0.16,0.09,1.34,,0.33,0.2,0.23,0.18,0.74,,0.6,0.56,0.74
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.87,0.28,0.72,0.02,0.03,,1.79,0.01,0.1,,,,,0.93,0.17,0.65,0.06,0.06,,0.51,0.51,0.39,0.44,0.21,0.25,0.13,0.14,0.07,,0.61,0.71,0.37
PRES_1_1,0.47,1.17,,,0.16,,0.01,1.88,,,,,,0.56,0.6,,0.54,0.65,,0.53,0.49,0.55,0.15,0.21,0.19,0.25,0.26,0.14,,0.76,0.56,0.32
PRES_1_0,0.87,0.54,0.38,,,,0.12,,2.09,,,,,0.9,0.46,0.41,0.1,,,0.43,0.46,0.42,0.51,0.26,0.22,0.2,0.21,0.08,,0.84,0.54,0.15
PRES_1_2,0.34,0.56,,0.8,1.08,,,,,2.88,,,,0.52,0.94,,0.77,,,0.5,0.27,0.39,0.41,0.44,0.26,0.32,0.24,0.23,,0.77,0.59,0.24
PRES_0_1,,,2.34,,,,,,,,3.99,,,,,2.41,,,,0.73,0.87,,,0.39,0.3,0.19,,,,0.91,0.53,
PRES_1_3,,,,2.95,0.88,,,,,,,4.21,,0.16,0.31,,0.66,1.83,,0.2,0.42,0.62,0.69,0.16,0.14,0.21,0.22,0.24,,0.8,0.26,0.82
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.93,0.51,0.23,0.2,0.01,,0.74,0.44,0.6,0.27,,0.05,,1.46,0.05,,,,,0.61,0.36,0.51,0.59,0.15,0.16,0.07,0.03,,,0.57,0.74,0.43
DEWP_0_0,0.57,0.96,0.02,0.34,,,0.2,0.73,0.47,0.74,,0.17,,0.07,2.18,,,,,0.27,0.64,0.24,0.11,0.45,0.37,0.47,0.5,0.19,,1.05,0.34,0.02
DEWP_1_1,0.33,0.01,1.87,,,,0.83,,0.44,,1.46,,,,,2.42,,,,0.46,0.97,0.1,0.21,0.27,0.32,0.13,0.06,,,0.82,0.64,
DEWP_0_2,0.05,0.73,,,2.29,,0.1,0.9,0.14,0.84,,0.49,,,,,3.14,,,0.47,0.13,1.01,,0.31,0.18,0.29,0.23,0.41,,0.72,0.44,0.67
DEWP_0_1,0.06,1.07,,1.28,,,0.1,1.14,,,,1.45,,,,,,3.32,,0.45,0.27,0.4,0.36,0.27,0.13,0.37,0.59,0.44,,0.9,0.37,0.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.67,0.69,0.38,0.09,0.08,,0.54,0.57,0.39,0.35,0.37,0.09,,0.82,0.26,0.39,0.3,0.27,,1.98,,,,,0.09,,,,,0.7,0.71,0.19
WSPM_0_1,0.44,0.62,0.75,0.18,0.04,,0.57,0.53,0.41,0.19,0.46,0.2,,0.49,0.58,0.83,0.08,0.17,,,1.95,,,,0.2,0.04,,,,0.94,0.45,0.03
WSPM_0_3,0.47,0.7,0.23,0.15,0.74,,0.48,0.68,0.44,0.31,,0.34,,0.79,0.24,0.1,0.75,0.28,,,,2.3,,,0.05,,,,,0.39,0.78,0.81
WSPM_0_4,0.83,0.25,0.24,0.98,,,0.66,0.22,0.64,0.41,,0.45,,1.11,0.14,0.25,,0.31,,,,,2.8,,,,,,,0.35,0.91,0.68
WSPM_0_0,0.55,0.5,0.54,0.3,0.29,,0.45,0.42,0.44,0.6,0.38,0.15,,0.38,0.79,0.44,0.37,0.31,,,,,,2.45,1.19,0.29,0.15,,,1.12,0.24,
WSPM_1_0,0.73,0.34,0.61,0.24,0.2,,0.54,0.46,0.49,0.39,0.33,0.14,,0.49,0.69,0.58,0.25,0.17,,0.16,0.45,0.08,,1.42,1.28,,,,,0.99,0.37,
WSPM_1_1,0.71,0.57,0.31,0.19,0.28,,0.35,0.63,0.42,0.54,0.23,0.24,,0.27,0.93,0.28,0.45,0.52,,,0.08,,,0.33,,4.01,,,,1.19,0.16,
WSPM_1_2,0.6,0.76,0.13,0.35,0.22,,0.42,0.69,0.45,0.43,,0.27,,0.15,1.03,0.13,0.37,0.92,,,,,,0.15,,,4.75,,,1.23,0.11,
WSPM_1_3,0.4,0.69,,,1.52,,0.32,0.63,0.29,0.69,,0.52,,,0.69,,1.14,1.12,,,,,,,,,,8.18,,1.23,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.54,0.57,0.53,0.27,0.19,,0.43,0.54,0.5,0.36,0.31,0.25,,0.5,0.61,0.46,0.3,0.36,,0.46,0.6,0.22,0.16,0.39,0.32,0.34,0.33,0.19,,1.25,0.1,
PM10_1,0.66,0.6,0.34,0.22,0.23,,0.64,0.51,0.41,0.35,0.23,0.11,,0.85,0.26,0.45,0.24,0.19,,0.61,0.39,0.58,0.55,0.09,0.12,0.04,0.02,,,0.13,1.49,0.11
PM10_2,0.64,0.61,,0.43,0.59,,0.67,0.55,0.23,0.28,,0.64,,0.96,0.04,,0.71,0.36,,0.32,0.04,1.18,0.83,,,,,,,,0.23,2.9
