,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.53,1.0,0.96,0.46,0.73,0.83,0.33,0.89,0.19,0.38,0.93,0.59,0.78,0.52,0.23
PRES_0_1,0.98,0.97,,,0.98,0.93,0.49,0.72,0.83,0.32,0.86,0.18,0.37,0.9,0.61,0.76,0.51,0.22
PRES_0_0,0.02,,,,0.01,,,0.01,0.01,0.01,,,,,,0.01,0.02,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.91,0.92,0.84,0.44,0.84,29.87,,0.7,0.7,0.31,0.74,0.17,0.41,0.78,0.5,0.71,0.47,0.21
DEWP_1_0,0.08,0.08,,,,0.01,0.01,0.04,0.62,0.02,,0.02,0.01,,,0.06,0.05,0.04
DEWP_0_0,0.01,0.01,,,,,,,,,,,,,,,,
WSPM_0_1,0.43,0.43,0.52,,0.45,0.27,0.17,0.19,2.16,0.16,,0.08,0.16,,0.49,0.33,0.22,0.1
WSPM_0_2,0.18,0.19,0.06,0.02,0.17,0.92,,0.83,0.03,0.17,0.97,0.07,0.23,,,0.14,0.09,0.05
WSPM_0_0,0.11,0.11,,,0.11,0.1,0.04,0.09,0.19,0.01,0.33,0.01,0.03,,0.05,0.08,0.06,0.02
WSPM_0_3,0.09,0.09,,,0.08,,,,0.85,0.13,0.01,0.05,,,,0.08,0.04,0.01
WSPM_1_0,0.08,0.08,,,0.08,0.08,,0.06,0.13,0.02,0.18,0.01,0.05,,,0.06,0.05,0.02
WSPM_1_1,0.05,0.05,,,0.06,0.02,,0.03,,0.01,,0.01,,,,0.04,0.03,
WSPM_0_4,0.04,0.04,,,0.04,,,,,,,0.06,,,,0.03,0.03,
WSPM_1_2,0.01,0.01,,,0.01,,,0.02,,,,0.01,,,,0.01,0.04,
PM10_0,0.67,0.68,0.47,0.24,0.67,0.6,0.26,0.48,0.57,0.23,0.72,0.13,0.27,0.63,0.31,0.46,0.48,0.38
PM10_1,0.29,0.29,,,0.28,0.42,,0.22,0.23,0.09,0.18,0.05,0.1,0.36,,0.29,0.09,0.03
PM10_2,0.01,0.01,,,0.01,,,0.01,,,,,,,,0.01,,
