,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.07,20429082.95,848770024420.72,1.43,23882.97,4031718606.83,35.39,981.13,13889.71,14769.99,67502.42,329332.17,348938.08,38008468.08,5.78,216.84,428370101.98
PRES_0_1,1.0,1.08,,,1.43,24270.8,3619182894.34,35.5,953.61,14044.62,15009.84,67805.19,334680.07,354604.36,35654467.78,5.76,219.52,435326244.37
PRES_0_0,1.0,,1376078075.71,,1.53,,,30.65,2505.87,,,52586.81,,,196938768.25,7.26,56.15,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.07,20960589.96,927957712239.93,1.56,,,33.83,1059.31,13771.91,16147.99,67581.59,282301.22,381492.96,39423541.47,5.76,221.76,445378108.31
DEWP_1_0,0.99,1.07,,,,285064.36,9965233889.82,53.62,150.97,14863.16,,66848.79,783781.6,,,5.89,164.14,
DEWP_0_0,1.0,0.86,,,,,501711198529.88,24.85,,20447.59,,,1742406.8,,,7.07,,
WSPM_0_1,1.0,1.07,16870275.43,,1.36,36065.41,2038642796.56,66.32,58.31,7690.15,,61231.23,159637.72,,,5.94,212.7,445953111.75
WSPM_0_2,1.0,1.04,49001740.62,4643240356781.43,1.54,3038.44,,1.93,4784.12,3118.48,,28218.08,,,,5.79,211.29,275696566.85
WSPM_0_0,1.0,1.07,,,1.41,24888.74,,20.7,236.67,49301.17,3115.05,182563.69,624447.58,,35353173.88,5.86,220.24,495125155.05
WSPM_0_3,1.0,1.08,,,1.56,,,,,2417.45,149307.39,16664.67,,,,4.86,274.78,1004040267.99
WSPM_1_0,1.0,1.07,,,1.42,24643.9,,30.53,438.77,36289.61,4318.16,136869.42,363389.65,,,5.66,221.56,452542634.67
WSPM_1_1,1.0,1.08,,,1.21,64217.27,30911116497.1,32.97,,23112.56,,48973.02,3286868.02,,,5.95,216.13,
WSPM_0_4,1.0,1.08,,,1.56,,,,,,,,,8078814.01,,5.53,186.23,
WSPM_1_2,1.0,0.98,,,1.54,,,,,12779.74,,,,,1970755312.88,7.08,69.47,
PM10_0,1.0,1.06,29200288.32,1261716087514.9,1.42,25789.15,5493805239.97,35.85,961.59,14550.3,12382.13,71496.58,373062.09,349919.67,53965181.63,7.07,122.43,184167334.75
PM10_1,1.0,1.08,,,1.47,15677.99,,34.37,1054.28,12335.75,20277.42,57561.27,242401.94,261321.46,,3.38,443.56,688679633.24
PM10_2,1.0,1.08,,,1.52,,,30.18,,15728.91,36915.3,69393.4,,,,1.77,421.21,11877632540.95
