,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.18,0.97,0.48,0.29,0.91,0.66,0.89,0.52,1.09,0.65,0.4,0.36,1.01,0.96,0.51
PRES_0_1,1.0,1.0,,,0.97,0.49,0.28,0.91,0.65,0.9,0.52,1.09,0.66,0.4,0.35,1.01,0.96,0.51
PRES_0_0,1.55,,3.59,,1.58,,,1.35,1.71,0.79,,1.55,,,1.07,1.68,0.89,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.28,0.19,1.03,0.08,,0.89,0.69,0.9,0.55,1.1,0.61,0.42,0.36,1.02,0.97,0.52
DEWP_1_0,1.27,1.28,,,,2.1,0.54,1.42,0.39,1.18,,1.4,1.26,,,1.27,1.1,0.58
DEWP_0_0,1.79,1.5,,,,2.51,4.97,1.36,,1.67,,1.53,2.34,,,1.93,1.79,
WSPM_0_1,1.09,1.08,0.28,,1.03,0.64,0.28,1.27,0.3,0.95,,1.28,0.64,,0.21,1.11,1.01,0.58
WSPM_0_2,1.18,1.17,0.49,0.51,1.2,0.18,,0.4,1.65,0.64,0.17,0.94,0.15,,,1.2,1.07,0.44
WSPM_0_0,1.25,1.24,,,1.21,0.64,0.49,1.11,0.46,1.75,0.32,1.9,1.19,,0.49,1.25,1.29,0.68
WSPM_0_3,1.27,1.27,,,1.29,,,,0.38,0.61,2.03,0.75,,,,1.2,1.34,0.98
WSPM_1_0,1.28,1.28,,,1.24,0.63,,1.19,0.6,1.55,0.38,1.68,0.96,,,1.28,1.27,0.66
WSPM_1_1,1.36,1.36,,,1.21,1.12,0.95,1.34,,1.27,,1.13,2.26,,,1.33,1.42,
WSPM_0_4,1.37,1.38,,,1.4,,,,,,,0.72,,2.59,,1.34,1.27,
WSPM_1_2,1.57,1.46,,,1.6,,,1.23,,1.53,,1.25,,,3.54,1.66,1.42,
PM10_0,1.04,1.03,0.35,0.23,1.01,0.53,0.36,0.95,0.68,0.97,0.5,1.17,0.75,0.42,0.46,1.12,0.84,0.41
PM10_1,1.13,1.13,,,1.12,0.42,,1.01,0.77,0.9,0.67,1.13,0.57,0.4,,1.0,1.4,0.72
PM10_2,1.6,1.61,,,1.61,,,1.51,,1.47,1.23,1.78,,,,1.06,2.08,3.34
