,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.96,,,1.01,0.88,0.84,0.83,,,0.99,0.98,0.86,,0.99,0.86,0.81,0.81,0.78,0.75,0.59,,1.0,0.99,0.77
TEMP_0_0,1.04,1.0,,,1.05,0.9,0.88,0.85,,,1.02,1.02,0.87,,1.01,0.88,0.9,0.84,0.8,0.78,0.62,0.54,1.04,1.02,0.82
TEMP_1_1,,,1.0,,1.22,,1.02,,,,1.19,1.18,,0.62,1.18,1.02,0.98,0.97,0.93,0.9,,,1.21,1.18,0.92
TEMP_0_2,,,,1.0,,,,,0.98,0.72,,,1.25,,1.45,1.27,1.22,1.21,1.16,1.13,,,1.5,1.45,1.16
PRES_0_0,0.99,0.95,0.82,,1.0,0.85,,,,,0.98,0.97,0.84,,0.97,0.85,0.81,0.81,0.78,0.75,0.56,0.53,1.0,0.97,0.77
PRES_1_0,1.13,1.11,,,1.18,1.0,,,,,1.15,1.12,0.97,,1.14,0.98,0.94,0.91,0.85,0.87,0.7,,1.14,1.15,0.89
PRES_0_1,1.19,1.12,0.98,,,,1.0,,,,1.17,1.16,,0.61,1.16,1.01,0.97,0.96,0.92,0.88,0.7,,1.19,1.16,0.91
PRES_1_1,1.2,1.18,,,,,,1.0,,,1.14,1.2,1.02,,1.19,1.03,1.0,0.98,0.94,0.93,0.76,,1.22,1.19,0.99
PRES_1_3,,,,1.02,,,,,1.0,,,,1.29,,1.49,1.3,1.26,1.24,1.19,1.15,,,1.53,1.5,1.19
PRES_1_2,,,,1.39,,,,,,1.0,,,1.69,,1.97,,,,,,,,,1.94,
DEWP_1_0,1.01,0.98,0.84,,1.02,0.87,0.86,0.87,,,1.0,0.99,,,1.0,0.87,0.82,0.81,0.79,0.76,,,1.02,1.0,0.78
DEWP_0_0,1.02,0.98,0.85,,1.03,0.9,0.86,0.83,,,1.01,1.0,,,1.0,0.87,0.84,0.83,0.78,0.78,0.62,0.54,1.02,1.0,0.81
DEWP_0_1,1.17,1.14,,0.8,1.19,1.03,,0.98,0.78,0.59,,,1.0,,1.17,1.01,0.97,0.96,0.92,0.89,0.71,,1.19,1.17,0.91
DEWP_1_1,,,1.61,,,,1.64,,,,,,,1.0,1.85,,,,,,,,1.89,1.88,
WSPM_0_1,1.01,0.99,0.84,0.69,1.03,0.88,0.86,0.84,0.67,0.51,1.0,1.0,0.86,0.53,1.0,,0.71,0.86,0.83,,,,1.03,1.0,0.79
WSPM_0_0,1.17,1.13,0.98,0.79,1.18,1.02,0.99,0.97,0.77,,1.15,1.15,0.99,,,1.0,1.03,0.91,0.89,,,,1.18,1.14,0.89
WSPM_1_1,1.24,1.11,1.02,0.8,1.23,1.06,1.03,1.0,0.8,,1.21,1.19,1.02,,1.39,0.97,1.0,,,,,,1.21,1.21,0.96
WSPM_1_2,1.23,1.19,1.03,0.83,1.24,1.1,1.05,1.02,0.81,,1.23,1.2,1.04,,1.16,1.1,,1.0,,,,,1.23,1.21,1.01
WSPM_1_0,1.28,1.26,1.08,0.86,1.28,1.17,1.09,1.06,0.84,,1.27,1.28,1.09,,1.2,1.13,,,1.0,0.93,,,1.29,1.27,1.01
WSPM_0_2,1.33,1.27,1.12,0.89,1.34,1.15,1.13,1.08,0.87,,1.32,1.28,1.12,,,,,,1.07,1.0,,,1.32,1.33,1.01
WSPM_1_3,1.7,1.61,,,1.79,1.43,1.43,1.32,,,,1.62,1.42,,,,,,,,1.0,,1.66,1.73,
WSPM_0_3,,1.84,,,1.87,,,,,,,1.86,,,,,,,,,,1.0,,1.86,1.4
PM10_0,1.0,0.96,0.83,0.67,1.0,0.88,0.84,0.82,0.65,,0.98,0.98,0.84,0.53,0.97,0.85,0.83,0.81,0.77,0.76,0.6,,1.0,0.99,
PM10_1,1.01,0.98,0.85,0.68,1.03,0.87,0.86,0.84,0.66,0.51,1.0,1.0,0.85,0.53,1.0,0.87,0.82,0.83,0.79,0.75,0.58,0.54,1.01,1.0,0.8
PM10_2,1.3,1.23,1.08,0.87,1.31,1.12,1.09,1.01,0.84,,1.29,1.23,1.1,,1.27,1.12,1.04,0.99,0.99,0.99,,0.72,,1.26,1.0
