,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.9,,,,,0.96,0.96,1.2,0.95,0.72,,1.08,1.17,0.4,0.23,,0.88,0.82,0.9,0.54,0.71,0.58,0.38,0.64,0.61,,0.96,0.75,0.65
TEMP_0_1,,0.68,,,,2.21,1.27,0.93,1.07,0.92,,1.49,,,,,1.44,1.26,1.04,0.74,0.92,0.77,0.56,,1.94,,1.47,1.03,0.94
TEMP_0_0,,,0.6,,,2.1,,1.21,0.86,0.79,,,0.89,,,,2.02,1.25,1.74,0.87,1.44,0.88,0.63,,1.26,,1.79,1.27,1.15
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.18,1.6,1.13,,,0.82,,,5.2,1.77,,1.27,1.24,,,,0.99,0.93,1.08,0.57,0.8,0.59,0.42,1.12,0.98,,1.07,0.88,0.91
PRES_1_3,1.51,1.11,,,,,0.72,,,,,1.46,1.76,0.65,0.32,,1.55,1.23,1.02,0.78,0.98,0.85,0.55,0.69,0.74,,1.42,1.01,0.73
PRES_1_1,2.74,1.35,1.3,0.18,,,,0.58,3.96,1.94,,2.65,1.29,,0.47,,1.64,1.67,1.88,0.88,1.03,1.26,0.7,,1.46,,1.78,1.54,1.49
PRES_1_0,2.75,1.87,1.1,,,8.91,,3.45,0.57,0.71,,2.43,1.64,,,,2.03,1.29,1.41,1.08,3.21,1.03,0.71,,1.65,,1.98,1.3,1.36
PRES_0_0,2.86,2.36,1.45,,,6.63,,2.69,0.92,0.53,,2.82,2.06,0.43,0.36,,1.8,1.64,2.01,1.55,1.42,1.16,1.02,,,,2.45,1.41,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.01,0.79,,,,0.97,0.89,1.02,0.77,0.63,,0.93,,,0.45,,0.82,0.79,0.75,0.49,0.71,0.51,0.35,0.81,0.8,,0.92,0.68,0.6
DEWP_0_1,1.89,,0.65,0.2,,1.65,1.82,0.89,0.93,0.84,,14.07,0.71,,0.39,,1.83,1.02,1.56,0.73,0.85,0.81,0.55,0.93,0.73,,1.38,1.13,0.96
DEWP_0_0,5.38,,,,,,,,3.4,1.5,,,,0.28,0.26,,3.02,,,,,,,,,,7.0,3.32,
DEWP_1_0,6.84,,,,,,,,,,,,,,0.27,,4.64,,,,,,,,,,,4.48,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.63,1.54,1.58,,,1.51,1.84,1.14,1.22,0.78,,1.62,1.94,0.42,0.21,,0.68,3.35,,2.92,,3.8,1.09,,,,1.74,0.95,0.68
WSPM_0_1,1.74,1.54,1.17,,,1.64,1.63,1.52,0.91,0.8,,1.79,1.35,,,,2.96,0.69,2.36,1.0,1.3,0.86,0.51,,,,1.36,1.05,1.26
WSPM_0_2,2.01,1.36,1.88,0.3,,1.94,1.54,1.63,1.21,0.85,,1.82,2.22,,,,,3.44,0.63,1.73,2.4,1.28,1.0,,,,1.86,1.07,0.94
WSPM_0_0,2.33,1.88,1.43,,,1.96,2.23,1.55,1.52,1.81,,2.28,1.79,,,,2.82,1.82,2.45,0.62,1.67,0.82,0.48,,1.98,,1.73,1.82,1.79
WSPM_1_2,2.35,1.73,2.11,,,2.13,2.03,1.42,2.6,2.26,,2.52,1.66,,,,,1.93,4.79,0.78,0.57,1.25,0.78,,,,1.7,3.02,
WSPM_1_1,2.78,2.18,1.8,,,2.27,2.5,2.19,1.95,1.74,,2.65,2.31,,,,,1.97,3.07,0.75,1.68,0.54,0.69,,,,2.02,2.28,3.27
WSPM_1_0,2.68,2.34,1.95,,,2.39,2.67,2.15,1.73,2.06,,2.7,2.33,,,,3.26,1.82,2.44,0.85,2.23,1.45,0.62,,,,2.15,2.05,2.27
WSPM_0_4,2.27,,,,,3.3,1.55,,,,,2.96,2.22,0.53,0.34,,,,,,,,,0.49,,,3.92,1.47,0.94
WSPM_1_3,3.04,4.17,2.76,,,3.87,2.29,2.49,2.41,,,3.95,2.13,,,,,,,1.63,,,,,0.44,,2.5,4.39,3.67
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.14,1.04,0.95,0.26,0.36,1.02,1.11,0.86,0.87,0.92,0.36,1.19,0.98,,,0.36,1.19,0.79,0.96,0.46,0.64,0.49,0.35,1.45,0.69,0.36,0.88,0.94,1.67
PM10_1,1.55,1.22,1.18,,,1.51,1.36,1.22,0.91,0.63,,1.51,1.39,0.4,0.26,,1.04,1.16,0.95,1.07,1.09,0.94,0.67,0.8,1.04,,1.6,0.76,0.71
PM10_2,2.11,1.99,1.75,,,2.61,1.48,2.18,1.34,1.02,,2.12,2.01,,0.26,,1.35,1.78,1.65,1.56,,2.2,0.88,0.9,0.96,,2.87,1.34,0.6
