,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,,0.97,0.47,0.19,0.78,0.6,0.52,0.49,0.47,0.4,0.38,0.28,0.89,0.69,0.24
PRES_0_1,1.0,1.01,,,0.97,0.48,0.16,0.78,0.58,0.52,0.5,0.48,0.41,0.39,0.25,0.88,0.7,0.25
PRES_0_0,1.0,,18.9,,1.01,,,0.64,1.48,,,,,,1.86,1.27,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.29,,1.06,,,0.74,0.65,0.51,0.53,0.47,0.34,0.42,0.28,0.88,0.71,0.26
DEWP_1_0,1.0,1.01,,,,5.76,,1.19,0.08,0.54,,0.48,0.98,,,0.94,0.48,
DEWP_0_0,1.0,0.8,,,,,36.5,,,,,,2.58,,,1.25,,
WSPM_0_1,1.0,1.0,0.23,,0.93,0.73,,1.71,,,,0.28,0.06,,,0.9,0.68,0.25
WSPM_0_2,1.0,0.97,0.67,,1.05,0.06,,,3.2,,,0.13,,,,0.87,0.73,
WSPM_0_0,1.0,1.0,,,0.96,0.48,,,,2.98,,1.71,0.45,,,0.91,0.66,
WSPM_0_3,1.0,1.01,,,1.06,,,,,,5.23,0.08,,,,0.75,0.95,0.71
WSPM_1_0,1.0,1.0,,,0.97,0.48,,0.42,0.16,1.98,0.09,1.57,,,,0.89,0.69,
WSPM_1_1,1.0,1.01,,,0.82,1.14,1.37,0.16,,0.39,,,6.85,,,0.99,0.51,
WSPM_0_4,1.0,1.01,,,1.06,,,,,,,,,9.2,,0.87,0.54,
WSPM_1_2,1.0,0.91,1.9,,1.01,,,,,,,,,,18.57,1.24,,
PM10_0,1.0,0.99,0.4,,0.97,0.5,0.28,0.78,0.58,0.53,0.41,0.5,0.46,0.38,0.39,1.22,0.16,
PM10_1,1.0,1.01,,,1.0,0.32,,0.78,0.65,0.5,0.68,0.4,0.27,0.3,,0.21,1.98,0.27
PM10_2,1.0,1.01,,,1.04,,,0.65,,,1.29,,,,,,0.79,15.8
