,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,0.81,0.55,0.2,0.29,0.38,,0.95,0.36,0.18,0.36,,0.57,0.67,0.44,0.97,0.5,0.58,1.33,0.4,0.29,,1.03,1.03,0.67
TEMP_0_1,,2.16,,,,0.34,0.76,0.69,0.53,0.54,,1.16,,,,,0.49,0.65,0.75,1.15,0.69,0.75,1.46,,0.13,,1.01,1.27,0.81
TEMP_0_0,,,2.73,0.4,4.83,0.59,,0.56,1.17,1.05,4.83,,1.99,,,4.83,0.36,0.96,0.35,1.26,0.42,0.89,1.68,,0.25,4.83,1.0,1.12,0.65
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.97,0.24,0.31,,,1.5,,,0.04,0.1,,0.92,0.43,,,,0.6,0.69,0.42,1.15,0.56,0.77,1.5,0.17,0.17,,1.12,0.99,0.47
PRES_1_3,0.86,0.66,,,,,1.92,,,0.03,,0.99,0.3,0.15,0.37,,0.35,0.56,0.61,0.92,0.52,0.57,1.27,0.7,0.42,,0.9,1.1,1.01
PRES_1_1,0.44,0.89,0.62,1.16,,,,2.9,0.13,0.31,,0.56,1.02,,0.75,,0.66,0.51,0.42,1.22,0.82,0.47,1.35,,0.29,,1.11,0.99,0.57
PRES_1_0,0.52,0.49,0.97,,3.0300000000000002,0.04,,0.07,3.03,1.61,3.0300000000000002,0.75,0.71,,,3.0300000000000002,0.36,1.2,0.62,1.09,0.26,0.75,1.66,,0.29,3.0300000000000002,1.03,1.27,0.62
PRES_0_0,0.66,0.42,0.76,,,0.17,0.06,0.14,1.57,3.59,,0.78,0.56,0.89,0.66,,0.75,0.85,0.57,0.52,0.29,0.47,0.96,,,,0.72,1.65,1.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.88,0.62,,,,0.72,0.6,0.24,0.39,0.44,,1.16,,,0.09,,0.59,0.65,0.57,1.02,0.46,0.67,1.41,0.23,0.18,,1.02,1.14,0.74
DEWP_0_1,0.57,0.01,1.47,0.54,2.58,0.58,0.3,0.71,0.62,0.61,2.58,0.01,2.0,,0.28,2.58,0.29,0.87,0.3,1.14,0.75,0.64,1.43,0.34,0.46,2.58,1.06,0.94,0.56
DEWP_0_0,1.24,,,,,,,,1.55,2.95,,,,12.69,10.27,,1.69,,,,,,,,,,0.69,1.85,
DEWP_1_0,1.24,,,,,,,,,,,,,,13.63,,1.94,,,,,,,,,,,1.27,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.87,0.42,0.25,,,0.76,0.35,0.41,0.41,0.6,,0.98,0.27,0.33,0.42,,2.12,0.14,,0.26,0.03,0.1,0.52,,,,0.8,1.44,1.13
WSPM_0_1,0.77,0.43,0.51,,,0.68,0.44,0.27,0.67,0.66,,0.81,0.62,,,,0.12,2.09,0.13,0.94,0.41,0.66,2.08,0.04,0.09,,1.11,1.06,0.48
WSPM_0_2,0.71,0.7,0.3,0.66,,0.55,0.68,0.26,0.57,0.45,,0.99,0.29,,,,,0.2,2.49,0.44,0.08,0.29,1.0,,,,0.97,1.43,0.65
WSPM_0_0,0.72,0.48,0.54,,,0.76,0.43,0.47,0.42,0.38,,0.84,0.56,,,,0.08,0.44,0.28,2.64,0.66,1.09,3.0,,0.19,,1.24,0.65,0.27
WSPM_1_2,0.76,0.61,0.28,,,0.7,0.53,0.66,0.19,0.48,,0.75,0.73,,,,0.15,0.57,0.14,1.71,3.03,0.65,0.83,,,,1.24,0.71,
WSPM_1_1,0.73,0.51,0.49,,,0.8,0.4,0.32,0.44,0.56,,0.88,0.48,,,,,0.69,0.32,1.87,0.48,3.43,1.6,,,,1.24,0.81,0.32
WSPM_1_0,0.79,0.44,0.44,,,0.76,0.42,0.36,0.53,0.41,,0.88,0.5,,,,0.16,0.72,0.29,2.15,0.41,0.68,2.76,,,,1.18,0.75,0.36
WSPM_0_4,1.23,,,,,0.44,1.36,,,,,0.75,0.71,0.67,0.98,,,,,,,0.13,0.13,4.21,,,0.41,1.47,1.75
WSPM_1_3,0.96,0.21,0.35,,,0.44,0.86,0.38,0.39,,,0.62,0.91,,,,,,,0.48,,,0.24,,5.13,,1.12,0.74,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.83,0.44,0.35,0.12,1.08,0.77,0.46,0.4,0.37,0.35,1.08,0.85,0.53,,,1.08,0.32,0.8,0.36,1.44,0.86,0.9,1.68,0.08,0.38,1.08,1.28,0.74,0.25
PM10_1,0.76,0.53,0.4,0.21,,0.62,0.5,0.3,0.62,0.71,,0.89,0.44,0.23,0.27,,0.77,0.63,0.74,0.55,0.07,0.36,1.11,0.45,0.04,,0.8,1.74,0.75
PM10_2,0.84,0.41,0.37,,,0.42,0.92,0.23,0.47,0.79,,0.88,0.49,,0.56,,1.01,0.32,0.6,0.32,,0.18,0.64,0.75,0.12,,0.3,1.26,2.78
