,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,23.38,266.03,1.07,6.84,99.74,2.32,4.2,10.93,6.61,17.92,19.51,11.61,37.84,1.57,3.86,91.94
PRES_0_1,0.99,1.01,,,1.06,6.87,97.25,2.31,4.11,10.95,6.64,17.86,19.59,11.66,36.11,1.57,3.86,92.31
PRES_0_0,0.36,,69.49,,0.4,,,0.81,2.61,2.28,,6.08,,,22.3,0.59,0.92,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.98,0.99,22.79,272.03,1.09,1.7,,2.23,4.25,10.68,6.76,17.55,17.91,11.88,37.84,1.55,3.8,91.6
DEWP_1_0,0.53,0.54,,,,12.23,82.72,1.47,1.18,5.96,,9.49,15.66,,,0.81,1.92,32.24
DEWP_0_0,0.24,0.19,,,,4.85,193.46,0.41,,2.64,,3.85,8.27,,,0.39,1.05,50.34
WSPM_0_1,0.81,0.82,17.72,,0.84,6.72,77.6,2.31,2.19,9.42,2.98,16.31,17.07,2.37,18.9,1.29,3.08,71.28
WSPM_0_2,0.65,0.66,22.07,456.74,0.73,1.31,,0.82,5.41,5.14,1.84,9.4,4.14,,15.57,1.03,2.33,38.21
WSPM_0_0,0.57,0.58,,,0.61,4.4,87.99,1.44,1.19,8.31,1.95,12.05,13.57,,28.68,0.91,2.35,66.44
WSPM_0_3,0.55,0.56,,,0.62,,,0.32,1.39,3.61,10.79,5.93,,,,0.84,2.25,70.75
WSPM_1_0,0.54,0.54,,,0.57,3.9,,1.31,1.51,7.0,2.04,10.38,11.35,,14.38,0.84,2.14,62.73
WSPM_1_1,0.47,0.48,,,0.46,5.34,97.19,1.17,1.38,5.27,,7.54,19.21,,19.04,0.73,2.03,49.35
WSPM_0_4,0.45,0.46,,,0.5,,,0.55,,,,4.27,,24.01,,0.68,1.73,
WSPM_1_2,0.35,0.33,,,0.39,,,0.77,,3.77,,5.49,6.06,,72.28,0.58,1.76,
PM10_0,0.91,0.91,25.31,293.75,0.96,6.52,106.0,2.12,3.81,10.27,5.56,16.6,19.09,10.44,42.46,1.48,3.17,71.19
PM10_1,0.73,0.75,,,0.8,3.9,38.99,1.65,3.15,7.26,5.51,12.34,12.07,7.78,,1.09,3.37,81.72
PM10_2,0.31,0.31,,,0.34,,,0.71,,2.96,2.76,5.5,,,,0.44,1.45,94.13
