,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,1.0,0.98,,,1.0,0.94,0.45,0.7,0.82,0.29,0.85,0.17,0.33,0.9,0.57,0.76,0.48,0.19
PRES_0_0,1.1,,0.02,,1.01,,,0.72,0.35,0.8,,0.19,,,0.14,0.74,1.22,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.91,0.44,0.92,27.21,,0.74,0.74,0.3,0.79,0.17,0.4,0.84,0.5,0.76,0.48,0.2
DEWP_1_0,1.0,0.98,,,,0.08,0.05,0.47,7.68,0.26,,0.16,0.13,,,0.76,0.59,0.39
DEWP_0_0,1.26,1.24,,,,0.19,0.01,0.67,,0.17,,0.13,0.12,,,0.85,0.63,
WSPM_0_1,1.0,1.0,1.22,,1.04,0.64,0.33,0.44,3.8,0.3,19.33,0.15,0.31,6.53,0.93,0.75,0.47,0.2
WSPM_0_2,1.0,1.03,0.34,0.11,0.92,4.66,,3.36,0.19,0.73,4.12,0.31,1.0,,,0.74,0.46,0.25
WSPM_0_0,1.0,0.99,,,1.0,0.92,0.33,0.75,1.59,0.13,2.71,0.09,0.29,,0.43,0.75,0.55,0.16
WSPM_0_3,1.0,0.98,,,0.91,,,5.7,6.75,1.13,0.09,0.47,,,,0.87,0.42,0.11
WSPM_1_0,1.0,0.99,,,1.0,0.9,,0.64,1.43,0.19,2.06,0.12,0.55,,,0.73,0.52,0.19
WSPM_1_1,1.0,0.98,,,1.16,0.38,0.1,0.6,,0.17,,0.14,0.06,,,0.76,0.55,0.2
WSPM_0_4,1.0,0.98,,,0.91,,,14.26,,,,1.27,,0.04,,0.8,0.56,
WSPM_1_2,1.1,1.09,,,1.01,,,1.47,,0.24,,0.36,,,0.02,0.74,3.16,
PM10_0,1.0,1.01,0.7,0.32,1.0,0.88,0.36,0.68,0.81,0.31,1.06,0.17,0.35,0.91,0.43,0.68,0.64,0.45
PM10_1,1.0,0.99,,,0.97,1.44,,0.75,0.78,0.28,0.6,0.16,0.3,1.23,,0.94,0.31,0.1
PM10_2,1.0,0.98,,,0.94,,,0.88,,0.26,0.31,0.14,,,,1.14,0.34,0.01
