,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.99,,,,1.68,0.99,0.94,0.94,0.82,,,1.68,1.04,0.83,0.95,0.71,0.77,1.68,0.95,0.89,0.98,0.86,0.76,0.74,0.71,0.64,0.69,1.68,1.06,1.01,0.85
TEMP_0_0,1.01,1.0,0.79,,,,0.94,0.97,0.93,0.82,,,,1.04,0.97,0.82,0.81,0.8,,0.95,1.01,0.85,0.87,0.81,0.77,0.76,0.78,0.58,,1.1,0.98,0.74
TEMP_1_1,,,0.99,,,,1.04,,0.93,,0.89,,,1.1,1.11,0.99,,,,1.02,1.05,0.9,0.95,0.83,0.82,0.8,0.65,,,1.18,1.08,0.9
TEMP_0_2,,,,1.0,,,0.96,,,1.14,,0.93,,1.33,1.1,,,0.99,,1.39,1.15,1.15,1.05,0.94,0.93,0.87,0.93,,,1.33,1.29,1.03
TEMP_0_1,,,,,1.02,,1.7,1.43,1.49,1.17,,0.9,,2.4,,,1.1,,,1.24,1.0,1.25,,1.1,1.08,0.95,0.94,0.69,,1.46,1.35,1.11
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.01,1.03,0.97,0.82,0.56,1.48,1.0,1.04,0.95,0.61,,,1.48,1.07,0.91,0.95,0.76,0.84,1.48,1.02,0.94,0.98,0.87,0.72,0.73,0.65,0.62,0.46,1.48,1.09,1.03,0.8
PRES_1_1,1.07,1.03,,,0.78,,1.03,1.0,1.02,,,,,1.09,0.93,,0.86,0.82,,0.96,0.99,0.91,0.97,0.81,0.79,0.76,0.81,0.63,,1.12,1.03,0.87
PRES_1_0,1.06,1.05,1.07,,,,1.03,0.91,1.0,,,,,1.11,1.03,1.05,0.8,,,0.96,1.08,0.95,0.91,0.99,0.88,0.93,0.8,1.05,,1.18,1.08,0.83
PRES_1_2,1.22,1.21,,0.88,0.92,,1.39,,,1.01,,,,1.22,1.1,,0.98,,,1.15,1.15,1.06,0.93,0.96,0.93,0.86,0.87,0.72,,1.3,1.19,0.92
PRES_0_1,,,1.14,,,,,,,,0.98,,,,,1.14,,,,1.23,1.17,,,0.88,0.9,0.9,,,,1.36,1.19,1.05
PRES_1_3,,,,1.04,1.01,,1.8,,,,,1.0,,1.42,1.08,,1.1,1.03,,1.45,1.12,1.17,1.13,0.96,0.92,0.94,0.94,0.49,,1.35,1.36,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.96,0.97,0.93,0.72,0.5,1.15,0.93,0.9,0.89,0.82,,0.6,1.15,1.0,0.9,,,,1.15,0.9,0.9,0.87,0.84,0.68,0.7,0.59,0.46,,1.15,1.02,0.96,0.75
DEWP_0_0,1.1,1.06,1.28,0.86,,,1.13,1.09,1.01,0.9,,0.83,,1.12,1.0,,,,,1.02,1.09,0.96,0.84,0.97,0.88,0.94,0.91,0.69,,1.21,1.06,1.07
DEWP_1_1,1.03,0.77,1.01,,,,1.05,,0.98,,0.9,,,,,0.99,,,,1.06,1.04,1.01,0.96,0.83,0.82,0.75,0.8,,,1.18,1.1,0.9
DEWP_0_2,1.37,1.25,,,0.92,,1.26,1.18,1.19,1.08,,0.82,,,,,1.01,,,1.19,1.03,1.09,,0.99,0.92,0.91,0.92,0.64,,1.31,1.23,1.0
