,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.41,0.31,,,,,0.98,0.72,0.93,0.51,,,,1.13,0.72,0.55,0.19,0.19,,0.84,0.67,0.66,0.8,0.57,0.6,0.61,0.51,0.36,,0.91,0.89,0.65
TEMP_0_0,0.31,1.42,,,,,0.58,1.16,0.71,0.65,,,,0.84,0.97,0.12,0.72,0.85,,0.85,0.81,0.81,0.44,0.54,0.45,0.5,0.6,0.44,,0.94,0.86,0.64
TEMP_1_1,,,1.82,,,,1.11,,0.75,,1.44,,,0.69,0.18,1.6,,,,0.78,1.09,0.57,0.54,0.69,0.7,0.48,0.3,,,1.11,0.8,
TEMP_0_2,,,,2.51,,,0.27,,,1.32,,2.1,,0.88,0.94,,,1.54,,0.52,0.72,0.62,1.46,0.7,0.59,0.5,0.67,,,1.08,0.86,0.91
TEMP_0_1,,,,,2.73,,0.34,0.78,,1.65,,1.24,,0.24,,,2.3,,,0.52,0.38,1.5,,0.77,0.6,0.64,0.57,1.18,,0.98,0.96,1.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.06,0.6,0.97,0.18,0.21,,1.52,0.12,0.37,,,,,1.08,0.47,0.92,0.28,0.28,,0.82,0.81,0.72,0.77,0.54,0.61,0.41,0.43,0.33,,0.87,0.95,0.7
PRES_1_1,0.78,1.22,,,0.47,,0.13,1.56,,,,,,0.84,0.89,,0.86,0.94,,0.82,0.8,0.85,0.45,0.54,0.52,0.6,0.62,0.46,,0.97,0.84,0.66
PRES_1_0,1.08,0.86,0.73,,,,0.4,,1.7,,,,,1.09,0.79,0.76,0.37,,,0.76,0.8,0.76,0.85,0.61,0.56,0.55,0.56,0.35,,1.05,0.85,0.46
PRES_1_2,0.7,0.9,,1.12,1.31,,,,,2.1,,,,0.86,1.19,,1.09,,,0.86,0.64,0.76,0.79,0.83,0.64,0.71,0.62,0.63,,1.05,0.92,0.61
PRES_0_1,,,1.96,,,,,,,,2.64,,,,,1.99,,,,1.09,1.19,,,0.83,0.73,0.59,,,,1.19,0.92,
PRES_1_3,,,,2.28,1.25,,,,,,,2.74,,0.51,0.72,,1.07,1.78,,0.59,0.83,1.02,1.09,0.52,0.49,0.61,0.63,0.67,,1.12,0.65,1.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.05,0.78,0.53,0.5,0.13,,0.94,0.73,0.86,0.58,,0.26,,1.31,0.25,,,,,0.87,0.66,0.79,0.86,0.45,0.46,0.29,0.18,,,0.81,0.94,0.74
DEWP_0_0,0.88,1.14,0.16,0.7,,,0.53,1.0,0.81,1.02,,0.5,,0.31,1.74,,,,,0.59,0.95,0.57,0.38,0.81,0.74,0.86,0.88,0.55,,1.18,0.68,0.18
DEWP_1_1,0.67,0.14,1.63,,,,1.07,,0.78,,1.48,,,,,1.86,,,,0.8,1.16,0.39,0.55,0.64,0.69,0.44,0.31,,,1.05,0.94,
DEWP_0_2,0.28,1.04,,,1.93,,0.4,1.16,0.46,1.15,,0.89,,,,,2.23,,,0.85,0.44,1.24,,0.71,0.54,0.69,0.62,0.85,,1.02,0.81,1.03
DEWP_0_1,0.29,1.27,,1.45,,,0.39,1.32,,,,1.55,,,,,,2.32,,0.84,0.65,0.79,0.76,0.66,0.46,0.8,1.0,0.88,,1.15,0.75,0.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
