,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.1,,,,,0.88,0.72,0.43,0.47,0.47,,1.0,0.6,0.26,0.28,,0.68,0.69,0.58,0.68,0.54,0.52,0.69,0.51,0.41,,1.01,0.75
TEMP_0_1,,1.4,,,,0.72,0.95,0.81,0.69,0.64,,1.26,,,,,0.75,0.78,0.84,0.83,0.72,0.67,0.82,,0.36,,1.17,0.93
TEMP_0_0,,,1.56,,,0.97,,0.8,1.04,0.89,,,1.48,,,,0.72,1.0,0.66,0.98,0.63,0.76,0.93,,0.48,,1.24,0.94
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.52,0.55,,,1.2,,,,0.23,,1.04,0.68,,,,0.73,0.73,0.6,0.78,0.6,0.62,0.76,0.38,0.35,,1.09,0.72
PRES_1_3,1.07,0.85,,,,,1.33,,,,,1.14,0.62,0.25,0.31,,0.64,0.73,0.74,0.73,0.63,0.58,0.74,0.72,0.54,,1.08,0.95
PRES_1_1,0.91,1.07,0.87,0.51,,,,1.6,,0.46,,1.02,1.14,,,,0.93,0.75,0.71,0.96,0.85,0.65,0.89,,0.53,,1.3,0.89
PRES_1_0,1.0,0.85,1.06,,,,,,1.62,1.0,,1.17,1.01,,,,0.7,1.11,0.84,0.93,0.54,0.69,0.97,,0.55,,1.3,0.96
PRES_0_0,1.15,0.85,1.02,,,0.52,,,1.15,1.74,,1.25,0.96,0.8,,,1.08,1.06,0.93,0.69,0.56,0.64,0.84,,,,1.24,1.29
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.94,0.72,,,,0.83,0.73,0.45,0.52,0.49,,1.07,,,,,0.68,0.67,0.63,0.68,0.52,0.54,0.69,0.41,0.34,,0.99,0.76
DEWP_0_1,0.92,,1.12,0.34,,0.88,0.64,0.82,0.74,0.65,,,1.36,,,,0.59,0.87,0.56,0.84,0.74,0.61,0.8,0.54,0.57,,1.16,0.81
DEWP_0_0,2.09,,,,,,,,,2.23,,,,3.07,,,2.08,,,,,,,,,,1.96,1.69
DEWP_1_0,2.28,,,,,,,,,,,,,,3.1,,2.66,,,,,,,,,,,2.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.11,0.73,0.56,,,1.01,0.7,0.66,0.61,0.69,,1.18,0.61,0.43,0.33,,1.4,0.28,,0.45,,,0.51,,,,1.08,1.09
WSPM_0_1,1.06,0.73,0.74,,,0.96,0.76,0.55,0.78,0.66,,1.09,0.87,,,,0.29,1.38,0.28,0.62,0.41,0.49,0.88,,,,1.2,0.77
WSPM_0_2,1.07,0.93,0.62,,,0.92,0.95,0.58,0.75,0.62,,1.24,0.67,,,,,0.3,1.5,0.51,,0.34,0.73,,,,1.22,1.0
WSPM_0_0,1.13,0.85,0.83,,,1.1,0.83,0.77,0.71,0.61,,1.22,0.91,,,,0.26,0.59,0.41,1.51,0.82,0.84,1.43,,0.41,,1.37,0.59
WSPM_1_2,1.17,0.94,0.66,,,1.06,0.91,0.88,0.54,0.79,,1.17,1.03,,,,,0.63,,0.9,1.63,0.59,0.49,,,,1.39,0.86
WSPM_1_1,1.21,0.92,0.86,,,1.2,0.85,0.71,0.71,0.71,,1.33,0.92,,,,,0.9,0.65,1.27,0.52,1.71,0.73,,,,1.46,0.89
WSPM_1_0,1.26,0.87,0.82,,,1.18,0.87,0.75,0.86,0.61,,1.33,0.93,,,,0.43,0.95,0.49,1.54,0.59,0.86,1.49,,,,1.43,0.79
WSPM_0_4,1.53,,,,,0.97,1.44,,,,,1.26,1.09,0.59,,,,,,,,,,1.88,,,1.1,1.5
WSPM_1_3,1.47,0.69,0.81,,,1.03,1.27,0.83,0.75,,,1.25,1.28,,,,,,,0.54,,,,,2.06,,1.5,1.28
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.63,0.54,0.17,,0.84,0.65,0.54,0.55,0.46,,0.95,0.68,0.18,,,0.57,0.73,0.57,0.75,0.62,0.59,0.74,0.3,0.42,,1.06,0.52
PM10_1,1.05,0.77,0.66,,,0.81,0.92,0.53,0.66,0.78,,1.12,0.76,0.35,0.35,,0.99,0.61,0.8,0.49,0.15,0.35,0.56,0.76,0.24,,0.82,1.33
