,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.53,,,,,1.2,1.06,0.57,0.77,1.08,,1.09,0.72,1.87,3.46,,1.14,1.16,0.98,1.94,1.2,1.46,2.95,1.6,1.32,,1.19,1.39,1.46
TEMP_0_1,,4.68,,,,0.5,1.45,1.97,1.41,1.58,,1.34,,,,,0.97,1.1,1.66,2.23,1.66,1.87,3.14,,0.55,,1.13,1.78,1.48
TEMP_0_0,,,7.61,,,0.88,,1.65,3.31,3.11,,,4.04,,,,0.75,1.7,0.79,2.73,1.0,2.16,3.6,,1.09,,1.13,1.6,1.47
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.19,0.5,0.86,,,2.26,,,,0.15,,1.06,0.86,,,,1.19,1.2,0.91,2.37,1.33,1.93,3.33,0.68,0.74,,1.32,1.34,0.96
PRES_1_3,1.06,1.44,,,,,3.69,,,,,1.14,0.59,1.23,3.31,,0.71,1.0,1.35,1.73,1.26,1.36,2.64,2.75,1.86,,1.03,1.47,2.28
PRES_1_1,0.55,1.93,1.72,17.63,,,,8.7,,0.49,,0.65,2.05,,,,1.31,0.85,0.88,2.58,2.07,1.39,3.16,,1.29,,1.29,1.33,1.02
PRES_1_0,0.65,1.06,2.7,,,,,,9.29,3.78,,0.87,1.43,,,,0.69,2.01,1.37,2.19,0.51,1.58,3.7,,1.24,,1.13,1.78,1.27
PRES_0_0,0.81,0.9,2.11,,,0.13,,,3.46,13.32,,0.89,1.13,12.01,,,1.62,1.56,1.33,0.98,0.79,1.32,2.03,,,,0.69,2.47,2.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.09,1.34,,,,1.07,1.14,0.67,1.05,1.27,,1.34,,,,,1.18,1.13,1.26,2.07,1.1,1.68,3.12,0.92,0.82,,1.16,1.55,1.53
DEWP_0_1,0.71,,4.08,8.13,,0.86,0.58,2.07,1.75,1.71,,,4.04,,,,0.56,1.52,0.65,2.3,1.85,1.56,3.02,1.35,2.09,,1.24,1.29,1.25
DEWP_0_0,1.53,,,,,,,,,10.81,,,,170.47,,,3.67,,,,,,,,,,0.57,2.86,
DEWP_1_0,1.53,,,,,,,,,,,,,,234.0,,4.22,,,,,,,,,,,2.17,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.08,0.92,0.72,,,1.14,0.68,1.21,1.03,2.04,,1.13,0.53,4.19,4.97,,4.64,0.08,,0.25,,,0.84,,,,0.77,2.13,2.68
WSPM_0_1,0.96,0.9,1.41,,,1.0,0.84,0.74,1.93,1.82,,0.93,1.26,,,,0.09,4.48,0.1,0.91,0.42,0.91,3.47,,,,1.28,1.41,0.91
WSPM_0_2,0.88,1.51,0.78,,,0.83,1.28,0.78,1.48,1.49,,1.15,0.58,,,,,0.09,6.37,0.44,,0.38,1.64,,,,0.94,2.22,1.59
WSPM_0_0,0.89,1.04,1.49,,,1.13,0.8,1.35,1.21,0.94,,0.97,1.13,,,,0.08,0.47,0.24,7.7,1.33,2.79,9.84,,0.57,,1.59,0.64,0.39
WSPM_1_2,0.94,1.32,0.79,,,1.02,1.01,1.8,0.52,1.39,,0.85,1.48,,,,,0.45,,2.27,9.76,0.83,0.87,,,,1.6,0.67,
WSPM_1_1,0.9,1.1,1.35,,,1.2,0.77,0.93,1.01,1.29,,1.02,0.98,,,,,0.96,0.49,4.74,0.61,13.02,2.37,,,,1.6,0.96,0.47
WSPM_1_0,0.98,0.95,1.21,,,1.13,0.78,1.05,1.55,0.96,,1.02,1.0,,,,0.23,1.21,0.39,6.59,0.57,1.82,9.33,,,,1.47,0.93,0.77
WSPM_0_4,1.52,,,,,0.66,2.61,,,,,0.87,1.36,6.03,,,,,,,,,,17.9,,,0.35,2.27,4.03
WSPM_1_3,1.19,0.44,0.96,,,0.66,1.66,1.14,1.03,,,0.72,1.84,,,,,,,0.61,,,,,27.16,,1.46,0.71,1.9
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.03,0.94,0.96,2.77,,1.15,0.88,1.15,1.05,0.83,,0.98,1.08,,,,0.58,1.39,0.72,3.04,2.06,2.36,3.99,0.25,1.64,,1.65,0.72,0.25
PM10_1,0.93,1.15,1.09,,,0.91,0.96,0.87,1.65,2.31,,1.03,0.88,2.38,2.71,,1.6,1.08,1.77,0.82,0.19,0.68,2.01,1.91,0.24,,0.63,3.1,1.35
PM10_2,1.03,0.88,1.02,,,0.59,1.73,0.59,1.14,2.55,,1.02,0.93,,7.57,,2.08,0.59,1.39,0.55,,0.4,1.09,3.05,0.66,,0.11,1.45,8.02
