,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.22,0.72,,,0.29,0.45,1.36,1.0,,,0.33,0.37,1.83,,0.38,0.2,0.23,0.31,0.14,0.64,0.79,,0.36,0.3,0.25
TEMP_0_0,0.63,0.14,,,0.41,0.19,4.41,0.16,,,0.65,0.26,0.2,,0.29,0.19,0.31,0.38,0.13,0.21,0.16,0.14,0.28,0.28,0.2
TEMP_1_1,,,0.02,,0.92,,0.02,,,,0.07,0.33,,0.02,0.11,0.07,0.08,0.08,0.05,0.21,,,0.1,0.09,0.12
TEMP_0_2,,,,,,,,,,,,,,,0.03,0.02,0.03,0.05,0.01,0.02,,,0.03,0.02,0.02
PRES_0_0,0.29,0.44,3.06,,0.25,1.07,,6.14,,,0.37,0.4,1.14,,0.39,0.25,0.31,0.38,0.17,0.49,0.67,0.31,0.42,0.32,0.23
PRES_1_0,0.18,0.1,,,0.42,0.04,,,,,0.29,0.12,0.16,,0.15,0.09,0.13,0.17,0.05,0.14,0.1,,0.13,0.16,0.13
PRES_0_1,0.49,1.19,0.03,,,,0.02,,,,0.08,0.41,,0.02,0.11,0.09,0.09,0.11,0.05,0.27,0.1,,0.11,0.1,0.14
PRES_1_1,0.19,0.05,,,1.4,,,0.02,,,0.98,0.09,0.05,,0.13,0.05,0.06,0.08,0.04,0.08,0.1,,0.09,0.11,0.12
PRES_1_3,,,,,,,,,,,,,,,0.03,0.01,0.02,0.04,0.01,0.01,,,0.02,0.02,0.02
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.32,0.64,0.22,,0.36,0.58,0.22,5.09,,,0.19,1.17,,,0.29,0.23,0.3,0.41,0.14,0.57,,,0.36,0.26,0.23
DEWP_0_0,0.32,0.26,1.37,,0.35,0.26,1.58,0.29,,,1.11,0.17,,,0.39,0.18,0.21,0.26,0.13,0.5,0.24,0.16,0.28,0.32,0.32
DEWP_0_1,0.39,0.08,,0.02,0.27,0.11,,0.05,0.02,0.02,,,0.02,,0.16,0.07,0.11,0.11,0.05,0.05,0.08,,0.12,0.11,0.06
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.36,0.32,0.38,0.36,0.38,0.34,0.36,0.57,0.43,0.2,0.29,0.44,0.53,0.28,0.18,0.62,0.49,1.04,0.19,,,,0.36,0.25,0.22
WSPM_0_0,0.13,0.13,0.17,0.17,0.16,0.14,0.18,0.13,0.15,,0.15,0.13,0.18,,0.34,0.03,0.09,0.19,0.02,0.8,,,0.11,0.13,0.15
WSPM_1_1,0.09,0.12,0.12,0.16,0.12,0.12,0.12,0.09,0.14,,0.13,0.09,0.14,,0.19,0.03,0.02,1.16,0.04,0.48,,,0.09,0.09,0.09
WSPM_1_2,0.09,0.13,0.09,0.19,0.1,0.12,0.11,0.1,0.18,,0.14,0.08,0.11,,0.27,0.09,0.42,0.01,0.21,,,,0.07,0.1,0.11
WSPM_1_0,0.07,0.08,0.09,0.07,0.08,0.07,0.09,0.08,0.07,,0.08,0.08,0.08,,0.09,0.02,0.08,0.21,0.01,0.25,,,0.06,0.07,0.07
WSPM_0_2,0.09,0.04,0.13,0.04,0.07,0.05,0.14,0.05,0.04,,0.09,0.09,0.03,,,0.21,0.23,,0.07,0.01,,,0.09,0.05,0.02
WSPM_1_3,0.03,0.01,,,0.03,0.01,0.01,0.01,,,,0.01,0.01,,,,,,,,,,0.01,0.02,
WSPM_0_3,0.01,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.44,0.37,0.45,0.46,0.51,0.36,0.45,0.38,0.41,,0.51,0.37,0.48,0.34,0.44,0.19,0.29,0.3,0.13,0.75,0.3,,0.24,0.58,1.73
PM10_1,0.34,0.37,0.4,0.37,0.36,0.41,0.41,0.49,0.43,0.2,0.32,0.42,0.46,0.58,0.3,0.24,0.25,0.42,0.15,0.35,0.51,0.29,0.57,0.19,0.26
PM10_2,0.07,0.06,0.14,0.14,0.06,0.07,0.15,0.14,0.16,,0.07,0.1,0.06,,0.07,0.07,0.07,0.09,0.03,0.03,,0.02,0.25,0.07,0.01
