,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.96,,,,,0.93,0.87,0.86,0.76,0.64,,1.04,0.94,0.37,0.27,,0.81,0.78,0.79,0.6,0.67,0.58,0.49,0.61,0.55,,1.03,0.78
TEMP_0_1,,0.84,,,,1.47,1.13,0.87,0.92,0.81,,1.36,,,,,1.13,1.06,0.95,0.78,0.85,0.74,0.65,,1.17,,1.39,1.03
TEMP_0_0,,,0.8,0.21,0.75,1.56,,1.01,0.89,0.81,0.75,,1.01,,,0.75,1.38,1.13,1.21,0.89,1.07,0.84,0.73,,0.9,0.75,1.58,1.16
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.12,1.1,0.89,,,0.92,,,1.8,0.95,,1.17,1.01,,,,0.89,0.87,0.89,0.65,0.74,0.62,0.53,0.79,0.7,,1.14,0.89
PRES_1_3,1.3,0.99,,,,,0.87,,,0.92,,1.31,1.22,0.49,0.34,,1.13,1.02,0.9,0.77,0.84,0.77,0.63,0.7,0.67,,1.33,0.93
PRES_1_1,1.78,1.2,1.08,0.27,,,,0.78,1.84,1.23,,1.83,1.18,,0.52,,1.32,1.23,1.34,0.88,0.94,0.99,0.75,,1.07,,1.62,1.3
PRES_1_0,1.86,1.38,1.05,,0.5700000000000001,2.66,,1.37,0.78,0.79,0.5700000000000001,1.8,1.33,,,0.5700000000000001,1.36,1.21,1.14,1.01,1.9,0.92,0.8,,1.17,0.5700000000000001,1.66,1.26
PRES_0_0,1.98,1.59,1.23,,,2.8,2.67,1.4,0.95,0.75,,2.03,1.5,0.51,0.41,,1.44,1.31,1.49,1.14,0.96,0.88,0.91,,,,1.94,1.26
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.77,,,,0.92,0.84,0.78,0.69,0.6,,0.97,,,0.34,,0.77,0.76,0.72,0.57,0.65,0.54,0.47,0.66,0.62,,0.99,0.74
DEWP_0_1,1.44,2.09,0.76,0.25,0.72,1.31,1.25,0.85,0.85,0.78,0.72,2.96,0.86,,0.37,0.72,1.24,0.96,1.1,0.77,0.81,0.75,0.64,0.76,0.67,0.72,1.35,1.02
DEWP_0_0,3.46,,,,,,,,2.41,1.55,,,,0.57,0.5,,2.37,,,,,,,,,,3.84,2.55
DEWP_1_0,4.11,,,,,,,,,,,,,,0.56,,3.38,,,,,,,,,,,3.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.39,1.17,1.08,,,1.28,1.3,0.92,0.96,0.73,,1.41,1.26,0.41,0.24,,0.84,1.63,,1.6,0.72,1.68,0.88,,,,1.44,0.89
WSPM_0_1,1.42,1.17,0.98,,,1.33,1.23,1.06,0.84,0.76,,1.46,1.14,,,,1.35,0.85,1.15,0.89,0.95,0.77,0.64,1.13,1.51,,1.36,1.12
WSPM_0_2,1.56,1.16,1.29,0.36,,1.44,1.27,1.11,1.02,0.71,,1.53,1.44,,,,,1.75,0.82,1.15,1.14,0.88,0.91,,,,1.57,0.97
WSPM_0_0,1.74,1.38,1.14,,,1.54,1.53,1.2,1.16,1.28,,1.76,1.36,,,,1.35,1.23,1.45,0.81,1.29,0.85,0.67,,1.26,,1.66,1.59
WSPM_1_2,1.77,1.35,1.37,,,1.62,1.48,1.19,1.46,1.65,,1.85,1.35,,,,3.83,1.36,1.99,0.84,0.78,0.96,0.71,,,,1.68,4.36
WSPM_1_1,1.98,1.55,1.32,,,1.72,1.64,1.44,1.37,1.36,,1.97,1.59,,,,,1.46,1.87,0.87,1.22,0.76,0.78,,,,1.88,2.19
WSPM_1_0,1.95,1.59,1.39,,,1.78,1.74,1.45,1.32,1.41,,2.0,1.62,,,,1.57,1.4,1.48,0.99,1.43,1.1,0.8,,,,1.89,1.76
WSPM_0_4,1.86,,,,,2.05,1.42,,,,,2.06,1.68,0.53,0.4,,,,,,,1.2,0.75,0.73,,,2.12,1.22
WSPM_1_3,2.2,2.13,1.72,,,2.3,1.75,1.62,1.58,,,2.48,1.67,,,,,,,1.12,,,1.03,,0.7,,2.14,3.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.82,0.74,0.24,0.42000000000000004,0.91,0.87,0.71,0.7,0.64,0.42000000000000004,1.03,0.83,0.46,0.69,0.42000000000000004,0.82,0.75,0.72,0.56,0.65,0.53,0.46,0.73,0.62,0.42000000000000004,0.97,0.82
PM10_1,1.37,1.1,1.01,,,1.36,1.09,1.01,0.85,0.7,,1.38,1.17,0.42,0.24,,1.01,0.98,1.03,0.84,0.42,0.8,0.66,0.7,0.45,,1.47,0.86
