,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.99,0.51,,,,0.06,0.65,0.25,0.51,0.07,,,0.06,0.84,0.27,0.11,0.01,0.01,0.06,0.39,0.36,0.21,0.2,0.31,0.5,0.17,0.08,0.02,0.06,0.79,0.81,0.27
TEMP_0_0,0.59,0.99,0.01,,,,0.31,0.63,0.26,0.12,,,,0.53,0.54,0.01,0.12,0.17,,0.4,0.46,0.26,0.06,0.39,0.52,0.22,0.15,0.02,,0.85,0.76,0.23
TEMP_1_1,,,0.98,,,,0.58,,0.31,,0.37,,,0.24,0.04,0.75,,,,0.34,0.64,0.11,0.09,0.39,0.7,0.15,0.02,,,0.98,0.66,0.03
TEMP_0_2,,,,1.0,,,0.06,,,0.4,,0.61,,0.45,0.34,,,0.43,,0.16,0.25,0.14,0.49,0.31,0.4,0.18,0.12,,,0.76,0.63,0.28
TEMP_0_1,,,,,1.0,,0.17,0.24,0.13,0.55,,0.21,,0.08,,,0.97,,,0.13,0.09,0.72,,0.36,0.41,0.16,0.08,0.13,,0.8,0.85,0.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.61,0.36,0.32,0.01,0.01,0.06,0.98,0.11,0.4,0.01,,,0.06,0.67,0.19,0.28,0.02,0.02,0.06,0.35,0.44,0.22,0.18,0.3,0.52,0.11,0.07,0.01,0.06,0.8,0.82,0.23
PRES_1_1,0.59,0.87,,,0.04,,0.17,0.99,0.06,,,,,0.49,0.35,,0.17,0.19,,0.38,0.43,0.3,0.07,0.36,0.53,0.21,0.13,0.03,,0.82,0.78,0.3
PRES_1_0,0.77,0.58,0.19,,,,0.58,0.04,0.98,,,,,0.75,0.4,0.19,0.03,,,0.29,0.44,0.22,0.2,0.41,0.56,0.18,0.1,0.02,,0.91,0.75,0.13
PRES_1_2,0.55,0.53,,0.22,0.26,,0.07,,,1.0,,,,0.55,0.57,,0.24,,,0.36,0.29,0.2,0.15,0.44,0.52,0.27,0.13,0.05,,0.85,0.75,0.25
PRES_0_1,,,0.95,,,,,,,,0.95,,,,,0.95,,,,0.57,0.61,,,0.35,0.66,0.19,,,,0.95,0.56,0.04
PRES_1_3,,,,0.79,0.21,,0.1,,,,,1.0,,0.2,0.2,,0.21,0.55,,0.19,0.32,0.34,0.29,0.24,0.36,0.23,0.09,0.03,,0.79,0.62,0.43
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.8,0.56,0.11,0.05,,0.03,0.59,0.28,0.43,0.11,,0.01,0.03,0.99,0.26,,,,0.03,0.39,0.32,0.26,0.24,0.23,0.45,0.09,0.03,,0.03,0.74,0.83,0.28
DEWP_0_0,0.66,0.84,0.02,0.09,,,0.31,0.42,0.28,0.26,,0.04,,0.52,0.98,,,,,0.26,0.63,0.17,0.05,0.58,0.67,0.38,0.24,0.03,,0.97,0.63,0.14
DEWP_1_1,0.2,0.02,0.8,,,,0.55,,0.37,,0.4,,,,,0.98,,,,0.37,0.7,0.06,0.09,0.4,0.72,0.13,0.03,,,0.94,0.74,0.07
DEWP_0_2,0.18,0.49,,,0.54,,0.22,0.56,0.21,0.29,,0.11,,,,,1.0,,,0.34,0.12,0.5,,0.37,0.44,0.22,0.1,0.08,,0.84,0.81,0.46
DEWP_0_1,0.23,0.66,,0.34,,,0.14,0.66,,,,0.34,,0.06,0.04,,,1.0,,0.35,0.31,0.23,0.13,0.39,0.38,0.27,0.26,0.08,,0.9,0.64,0.25
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.68,0.58,0.17,0.02,0.02,,0.41,0.35,0.32,0.12,0.09,0.02,,0.6,0.25,0.16,0.1,0.08,,0.98,0.34,0.02,0.01,0.17,0.51,0.08,0.02,,,0.88,0.8,0.15
WSPM_0_1,0.48,0.43,0.32,0.05,0.01,,0.44,0.29,0.29,0.07,0.13,0.05,,0.46,0.39,0.35,0.03,0.05,,0.16,0.96,0.08,0.04,0.56,0.83,0.25,0.1,0.01,,0.95,0.66,0.1
WSPM_0_3,0.49,0.62,0.11,0.04,0.18,,0.41,0.43,0.32,0.12,,0.08,,0.59,0.24,0.04,0.24,0.09,,0.08,0.12,0.99,,0.16,0.28,0.1,,,,0.66,0.88,0.45
WSPM_0_4,0.63,0.41,0.1,0.26,,,0.55,0.14,0.45,0.16,,0.11,,0.78,0.17,0.1,,0.09,,0.02,0.06,,0.99,0.08,0.17,0.05,,,,0.65,0.91,0.37
WSPM_0_0,0.51,0.51,0.24,0.08,0.07,,0.5,0.25,0.29,0.21,0.1,0.03,,0.48,0.42,0.19,0.12,0.09,,0.28,0.43,0.12,0.03,0.86,0.86,0.36,0.15,,,0.95,0.64,0.21
WSPM_1_0,0.56,0.48,0.28,0.06,0.05,,0.51,0.26,0.36,0.14,0.1,0.03,,0.52,0.4,0.26,0.08,0.05,,0.26,0.56,0.12,0.05,0.65,0.76,0.23,0.11,,,0.92,0.69,0.2
WSPM_1_1,0.54,0.62,0.13,0.05,0.07,,0.46,0.39,0.26,0.19,0.06,0.06,,0.47,0.48,0.13,0.14,0.16,,0.33,0.31,0.15,0.04,0.55,0.5,0.88,0.14,,,0.98,0.61,
WSPM_1_2,0.54,0.63,0.05,0.09,0.05,,0.55,0.45,0.4,0.15,,0.06,,0.46,0.52,0.05,0.12,0.28,,0.36,0.35,,,0.53,0.49,0.13,0.94,,,0.96,0.64,
WSPM_1_3,0.3,0.59,,,0.36,,0.3,0.34,0.27,0.24,,0.12,,,0.3,,0.36,0.34,,,0.15,,,0.59,0.2,,,0.97,,0.99,,0.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.51,0.49,0.24,0.07,0.04,0.03,0.42,0.3,0.34,0.12,0.08,0.06,0.03,0.51,0.37,0.2,0.1,0.11,0.03,0.37,0.51,0.15,0.08,0.48,0.64,0.26,0.16,0.04,0.03,0.99,0.61,0.11
PM10_1,0.63,0.55,0.15,0.06,0.05,,0.48,0.33,0.32,0.13,0.06,0.02,,0.6,0.27,0.19,0.08,0.06,,0.36,0.36,0.29,0.2,0.22,0.44,0.1,0.01,,,0.75,0.98,0.26
PM10_2,0.59,0.64,,0.12,0.14,,0.54,0.39,0.28,0.14,,0.15,,0.66,0.12,,0.22,0.11,,0.19,0.07,0.53,0.3,0.03,0.16,,,,,0.25,0.88,0.95
