,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.63,0.79,,,0.81,0.81,3.41,2.42,,,0.81,0.87,5.41,,0.77,0.35,0.39,0.57,0.19,1.45,1.26,2.85,0.8,0.66,0.4
TEMP_0_0,1.21,0.56,,,1.25,0.64,18.05,0.63,,,2.0,0.93,0.83,,0.93,0.36,0.46,0.82,0.2,0.68,0.53,0.51,0.9,0.82,0.46
TEMP_1_1,,55.25,0.31,,13.85,24.21,0.38,,,,1.04,3.12,,0.24,1.18,0.57,0.55,0.8,0.31,2.72,,,1.17,1.0,0.85
TEMP_0_2,,,,0.13,,,,,0.13,0.13,,,0.59,,2.55,0.95,1.68,3.76,0.43,1.28,,,2.41,2.02,1.11
PRES_0_0,0.67,0.7,7.19,,0.67,1.02,,5.02,,,0.8,0.83,3.02,,0.78,0.34,0.39,0.58,0.19,1.17,1.17,0.83,0.8,0.64,0.34
PRES_1_0,1.35,0.8,,,1.77,0.38,,,,,2.28,1.09,1.63,,1.11,0.48,0.7,1.1,0.25,0.94,0.78,,1.14,1.07,0.74
PRES_0_1,5.96,8.36,0.35,,,,0.33,,,,0.99,3.18,,0.25,1.05,0.57,0.56,0.89,0.3,2.91,0.97,,1.11,0.97,0.86
PRES_1_1,2.06,0.84,,,7.17,,,0.29,,,8.49,1.61,0.84,,1.58,0.49,0.53,0.93,0.3,1.02,1.88,,1.35,1.33,0.96
PRES_1_3,,,,0.14,,,,,0.12,,,,0.63,,3.06,0.98,1.74,3.39,0.46,1.44,,,2.39,2.25,1.14
PRES_1_2,,,,0.31,,,,,,0.04,,,1.35,,3.76,3.3,,,0.88,,,,,3.83,
DEWP_1_0,0.92,1.25,0.71,,1.1,1.2,0.69,11.22,,,0.61,1.46,22.13,,0.74,0.37,0.41,0.66,0.19,1.59,1.87,,0.81,0.66,0.41
DEWP_0_0,0.85,0.61,4.01,,1.03,0.67,5.0,0.95,,,1.67,0.6,,,0.86,0.34,0.39,0.63,0.2,1.22,0.73,0.46,0.82,0.76,0.52
DEWP_0_1,3.12,0.98,,0.32,2.54,1.16,,0.69,0.32,0.33,,,0.32,,1.63,0.54,0.8,0.98,0.28,0.54,0.81,,1.42,1.13,0.52
DEWP_1_1,,,1.09,,,,1.22,,,,,,,0.05,3.17,1.55,1.2,,0.95,,,,3.64,3.24,
WSPM_0_1,0.92,0.85,1.27,1.12,1.08,0.85,1.19,1.82,1.35,0.59,0.88,1.11,1.74,0.71,0.6,0.4,0.45,1.08,0.18,2.7,2.65,,0.87,0.66,0.39
WSPM_0_0,1.41,1.15,2.11,2.16,1.73,1.32,2.17,1.4,1.9,,1.64,1.31,2.23,,1.58,0.38,0.59,0.99,0.23,3.28,2.3,,1.08,1.09,0.84
WSPM_1_1,1.59,1.23,2.05,2.45,1.98,1.53,2.24,1.66,2.19,,1.83,1.44,2.53,,1.48,0.48,0.33,1.99,0.3,3.74,,,1.27,1.19,0.86
WSPM_1_2,1.71,1.36,1.76,2.83,1.92,1.47,2.2,1.96,3.71,,2.13,1.56,2.19,,1.78,0.66,0.93,0.29,0.57,5.81,,,1.33,1.35,1.31
WSPM_1_0,1.83,1.47,2.78,2.22,2.19,1.59,2.75,2.15,2.07,,1.98,1.91,2.5,,1.59,0.57,0.98,1.98,0.29,4.56,,,1.51,1.38,0.93
WSPM_0_2,2.5,1.4,6.26,1.75,2.27,1.54,6.98,1.58,1.47,,3.01,2.6,1.08,,10.82,1.34,2.14,2.57,0.7,0.22,,,2.23,1.45,0.49
WSPM_1_3,7.71,2.29,,,9.22,2.11,4.09,2.6,,,25.37,3.01,3.08,,15.38,2.07,,,1.96,,0.08,,2.58,3.87,3.77
WSPM_0_3,3.73,2.71,,,3.69,,,,,,,3.05,,,,4.44,,,2.1,,,0.05,,3.71,0.72
PM10_0,1.0,0.74,1.22,1.2,1.22,0.79,1.2,1.02,1.16,,1.11,0.88,1.31,0.95,0.8,0.31,0.4,0.53,0.17,1.52,0.69,,0.66,0.79,1.15
PM10_1,0.92,0.83,1.34,1.12,1.04,0.91,1.35,1.38,1.27,0.63,0.94,1.07,1.45,1.1,0.78,0.38,0.39,0.77,0.21,0.89,1.02,0.95,0.97,0.61,0.35
PM10_2,1.61,1.35,3.96,4.42,1.79,1.47,4.48,3.45,5.07,,1.96,2.18,1.9,,1.73,0.74,0.96,1.42,0.38,0.66,,0.68,2.64,1.29,0.25
