,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.73,0.44,0.99,0.81,0.45,0.8,0.8,0.49,0.79,0.36,0.49,0.76,0.56,0.85,0.66,0.33
PRES_0_1,1.0,0.99,,,0.99,0.81,0.47,0.8,0.81,0.49,0.78,0.36,0.49,0.76,0.57,0.86,0.66,0.33
PRES_0_0,2.74,,0.24,,2.6,,,2.12,1.42,2.04,,1.0,,,0.68,2.18,2.79,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.7,0.43,0.97,4.83,,0.84,0.78,0.5,0.77,0.37,0.55,0.74,0.54,0.87,0.66,0.34
DEWP_1_0,1.75,1.74,,,,0.41,0.24,1.14,4.82,0.81,,0.63,0.52,,,1.48,1.27,0.99
DEWP_0_0,4.0,3.73,,,,1.45,0.19,2.58,,1.1,,0.87,1.01,,,3.18,2.81,
WSPM_0_1,1.21,1.21,0.97,,1.23,0.8,0.47,0.75,2.43,0.63,,0.43,0.58,,0.85,1.03,0.77,0.43
WSPM_0_2,1.47,1.49,0.61,0.3,1.4,2.45,,2.84,0.56,1.18,2.45,0.75,0.92,,,1.24,0.91,0.52
WSPM_0_0,1.64,1.63,,,1.63,1.32,0.74,1.42,1.79,0.51,2.29,0.41,0.8,,0.83,1.39,1.19,0.45
WSPM_0_3,1.71,1.69,,,1.62,,,,5.28,1.79,0.44,1.04,,,,1.58,1.03,0.44
WSPM_1_0,1.75,1.74,,,1.73,1.37,,1.33,1.87,0.66,2.04,0.52,1.23,,,1.45,1.22,0.54
WSPM_1_1,1.98,1.96,,,2.11,1.05,0.43,1.51,,0.63,,0.54,0.38,,,1.66,1.45,
WSPM_0_4,2.05,2.03,,,1.94,,,,,,,2.32,,0.33,,1.78,1.48,
WSPM_1_2,2.79,2.75,,,2.65,,,3.58,,1.13,,1.5,,,0.25,2.21,5.69,
PM10_0,1.09,1.1,0.67,0.39,1.09,0.86,0.47,0.86,0.88,0.55,0.96,0.4,0.57,0.83,0.56,0.88,0.84,0.62
PM10_1,1.32,1.31,,,1.29,1.29,,1.09,1.05,0.59,0.85,0.45,0.55,1.16,,1.29,0.67,0.3
PM10_2,2.9,2.87,,,2.79,,,2.66,,1.5,1.33,1.06,,,,3.11,1.6,0.24
