,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.11,0.97,0.51,0.15,0.65,0.56,0.28,0.49,0.19,0.23,0.42,0.23,0.77,0.48,0.12
PRES_0_1,1.01,1.0,,,0.99,0.52,0.16,0.66,0.57,0.28,0.5,0.19,0.24,0.42,0.23,0.78,0.48,0.12
PRES_0_0,26.27,,1.12,,24.57,,,15.32,9.26,10.4,,4.67,,,2.91,19.51,16.59,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.07,1.07,0.35,0.11,1.0,2.52,,0.72,0.57,0.3,0.51,0.21,0.27,0.43,0.23,0.83,0.51,0.13
DEWP_1_0,6.57,6.49,,,,1.0,0.28,3.56,14.3,1.67,,1.22,0.93,,,5.07,3.43,0.88
DEWP_0_0,65.96,60.64,,,,12.47,1.21,30.1,,13.02,,10.4,9.29,,,48.99,31.22,1.93
WSPM_0_1,1.89,1.88,0.79,,1.88,0.81,0.23,1.01,1.94,0.48,3.31,0.33,0.42,1.42,0.51,1.46,0.88,0.21
WSPM_0_2,3.58,3.62,0.65,0.24,3.36,3.14,,3.7,1.01,1.4,2.8,0.88,1.04,,1.55,2.72,1.63,0.41
WSPM_0_0,5.22,5.18,,,5.11,2.74,0.71,3.44,3.34,1.09,4.37,0.82,1.09,,1.15,3.97,2.75,0.6
WSPM_0_3,5.99,5.91,,,5.6,,,7.35,8.34,2.95,1.01,1.76,,,,4.88,2.67,0.56
WSPM_1_0,6.43,6.39,,,6.28,3.31,,4.06,4.44,1.56,4.65,1.15,1.79,,1.58,4.91,3.3,0.8
WSPM_1_1,9.78,9.66,,,10.24,3.17,0.82,5.83,12.71,2.17,,1.69,1.09,,1.83,7.5,5.19,1.22
WSPM_0_4,10.88,10.75,,,10.18,,,33.52,,,,5.96,,1.0,,8.7,5.47,
WSPM_1_2,27.18,26.15,,,25.42,,,25.02,,6.24,,6.73,4.38,,1.13,20.19,42.77,
PM10_0,1.35,1.35,0.39,0.12,1.32,0.67,0.2,0.87,0.76,0.38,0.75,0.26,0.33,0.56,0.28,1.01,0.71,0.24
PM10_1,2.53,2.5,,,2.43,1.59,0.37,1.68,1.41,0.64,1.03,0.47,0.53,1.29,,2.06,1.02,0.2
PM10_2,34.69,34.27,,,32.87,,,24.3,,7.58,9.28,6.57,,,,31.09,14.6,1.2
