,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.03,0.95,0.28,0.07,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.01,1.0,,,0.96,0.29,0.07,0.66,0.43,0.33,0.3,0.29,0.22,0.21,0.11,0.82,0.54,0.09
PRES_0_0,9.08,,1.1,,8.69,,,5.34,4.02,2.68,,2.37,,,1.13,7.45,4.37,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.04,0.12,0.04,1.0,0.32,,0.68,0.44,0.35,0.31,0.3,0.23,0.21,0.12,0.86,0.56,0.1
DEWP_1_0,3.49,3.46,,,,0.99,0.15,2.26,2.33,1.12,,0.99,0.73,,,2.82,1.91,0.28
DEWP_0_0,15.28,13.13,,,,4.57,1.02,8.43,,4.62,,4.27,3.14,,,12.53,9.25,1.35
WSPM_0_1,1.53,1.51,0.21,,1.45,0.44,0.09,1.0,0.71,0.5,0.57,0.44,0.34,0.2,0.16,1.26,0.81,0.14
WSPM_0_2,2.34,2.34,0.25,0.11,2.24,0.43,,1.42,1.0,0.79,0.59,0.68,0.38,,0.28,1.91,1.17,0.17
WSPM_0_0,3.01,2.98,,,2.87,0.95,0.26,2.04,0.95,1.0,0.85,0.85,0.66,,0.41,2.43,1.73,0.31
WSPM_0_3,3.3,3.27,,,3.15,,,1.64,1.7,1.12,1.0,0.91,,,,2.73,1.76,0.32
WSPM_1_0,3.45,3.43,,,3.29,1.03,0.2,2.29,1.35,1.16,0.98,1.0,0.78,,0.46,2.8,1.96,0.39
WSPM_1_1,4.57,4.54,,,4.33,1.35,0.36,3.0,2.3,1.48,,1.27,1.0,,0.35,3.72,2.74,0.59
WSPM_0_4,4.91,4.87,,,4.7,,,5.19,,,,1.74,,1.0,,4.0,2.67,
WSPM_1_2,9.04,8.51,,,8.64,,,6.15,4.13,2.63,,2.39,2.0,,1.05,7.41,8.05,
PM10_0,1.22,1.21,0.15,0.04,1.16,0.35,0.09,0.8,0.53,0.42,0.38,0.36,0.28,0.25,0.15,1.0,0.65,0.13
PM10_1,1.85,1.84,,,1.77,0.52,0.09,1.18,0.79,0.57,0.53,0.51,0.36,0.4,0.11,1.52,1.0,0.16
PM10_2,10.57,10.48,,,10.11,,,6.9,4.73,2.8,2.76,2.92,,,,8.66,5.8,1.0
