,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_0,1.02,,1.02,,1.02,,,1.0,1.05,,,1.0,,,0.96,1.02,1.0,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.98,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.98,1.0,1.0,1.01
DEWP_1_0,1.0,1.0,,,,1.0,0.67,0.99,1.14,1.0,,1.0,0.97,,,0.99,0.99,
DEWP_0_0,1.07,1.0,,,,,1.07,1.04,,0.81,,,1.06,,,1.06,,
WSPM_0_1,1.0,1.0,1.0,,1.0,1.0,0.77,1.0,0.99,1.04,,1.04,0.84,,,1.01,0.98,1.1
WSPM_0_2,1.0,1.0,0.95,1.0,1.0,0.9,,0.97,1.0,1.03,,1.03,,,,1.0,0.96,0.91
WSPM_0_0,1.0,1.0,,,1.0,0.99,,0.94,0.89,1.0,1.0,0.97,1.26,,1.03,1.0,1.03,0.85
WSPM_0_3,1.0,1.0,,,1.0,,,,,1.09,1.0,0.96,,,,1.0,1.01,1.08
WSPM_1_0,1.0,1.0,,,1.0,1.01,,0.98,0.97,1.02,0.98,1.0,1.35,,,0.96,1.08,0.95
WSPM_1_1,1.0,1.0,,,1.0,1.05,1.17,1.18,,0.82,,0.81,1.0,,,0.98,1.11,
WSPM_0_4,1.0,1.0,,,1.0,,,,,,,,,1.0,,0.99,1.03,
WSPM_1_2,1.02,1.0,,,1.03,,,,,0.98,,,,,1.01,1.0,1.24,
PM10_0,1.0,1.0,1.0,1.0,1.0,1.01,1.03,1.0,1.0,1.02,1.01,1.04,1.06,1.01,1.02,1.0,1.0,1.2
PM10_1,1.0,1.0,,,1.0,0.98,,1.0,1.01,0.94,0.99,0.9,0.86,0.98,,1.0,1.0,0.92
PM10_2,1.0,1.0,,,1.0,,,0.97,,1.08,0.95,1.05,,,,0.78,1.07,1.0
