,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.59,0.95,,,0.77,0.9,3.39,2.36,,,0.79,0.89,5.0,,0.77,0.38,0.46,0.66,0.22,1.49,1.48,2.64,0.81,0.66,0.46
TEMP_0_0,1.3,0.52,,,1.24,0.63,16.32,0.59,,,2.06,0.88,0.75,,0.95,0.42,0.54,0.87,0.23,0.69,0.52,0.51,0.88,0.83,0.52
TEMP_1_1,,68.13,0.26,,11.75,27.86,0.31,,,,0.86,3.08,,0.21,1.06,0.58,0.6,0.78,0.33,2.44,,,1.05,0.89,0.91
TEMP_0_2,,,,0.09,,,,,0.09,0.09,,,0.42,,1.94,0.82,1.49,3.23,0.39,1.12,,,1.86,1.57,1.03
PRES_0_0,0.65,0.76,7.08,,0.62,1.31,,6.44,,,0.8,0.85,2.82,,0.79,0.39,0.48,0.67,0.23,1.15,1.29,0.77,0.83,0.64,0.38
PRES_1_0,1.24,0.75,,,1.94,0.32,,,,,2.17,0.97,1.38,,1.07,0.5,0.72,1.06,0.26,0.94,0.74,,1.03,1.04,0.79
PRES_0_1,5.05,8.57,0.29,,,,0.28,,,,0.82,3.21,,0.23,0.96,0.59,0.61,0.89,0.32,2.64,0.94,,1.0,0.88,0.94
PRES_1_1,1.96,0.71,,,8.6,,,0.24,,,8.97,1.33,0.68,,1.47,0.48,0.54,0.89,0.31,0.96,1.52,,1.15,1.22,1.04
PRES_1_3,,,,0.1,,,,,0.08,,,,0.44,,2.34,0.79,1.52,2.86,0.39,1.14,,,1.8,1.76,1.04
PRES_1_2,,,,0.18,,,,,,0.02,,,0.78,,2.17,2.54,,,0.67,,,,,2.21,
DEWP_1_0,0.86,1.38,0.66,,1.04,1.31,0.64,12.39,,,0.57,1.78,30.54,,0.73,0.42,0.5,0.77,0.23,1.56,,,0.84,0.65,0.46
DEWP_0_0,0.84,0.63,4.0,,1.0,0.69,4.78,0.9,,,1.93,0.55,,,0.89,0.38,0.45,0.67,0.23,1.29,0.71,0.45,0.79,0.77,0.62
DEWP_0_1,3.11,0.83,,0.27,2.45,1.08,,0.59,0.27,0.27,,,0.26,,1.5,0.54,0.83,0.97,0.29,0.51,0.76,,1.26,1.04,0.53
DEWP_1_1,,,0.66,,,,0.73,,,,,,,0.03,2.02,1.24,0.96,,0.75,,,,2.23,2.19,
WSPM_0_1,0.89,0.88,1.17,1.11,1.05,0.88,1.11,1.77,1.32,0.63,0.85,1.11,1.65,0.73,0.56,0.54,0.55,1.25,0.23,4.19,3.06,,0.89,0.66,0.44
WSPM_0_0,1.25,1.07,1.78,1.8,1.53,1.21,1.84,1.22,1.58,,1.42,1.2,1.87,,1.8,0.33,0.63,1.17,0.2,3.56,2.6,,0.96,1.05,0.94
WSPM_1_1,1.35,1.15,1.7,1.99,1.69,1.39,1.83,1.35,1.78,,1.6,1.23,2.06,,1.35,0.42,0.27,3.04,0.29,4.13,,,1.08,1.05,0.89
WSPM_1_2,1.43,1.31,1.47,2.37,1.63,1.43,1.81,1.58,2.99,,1.92,1.34,1.78,,1.73,0.65,1.5,0.24,0.84,6.39,,,1.11,1.17,1.34
WSPM_1_0,1.53,1.31,2.17,1.73,1.83,1.41,2.15,1.8,1.62,,1.64,1.65,1.97,,1.47,0.49,1.12,2.93,0.25,4.4,,,1.29,1.19,0.97
WSPM_0_2,2.19,1.14,4.58,1.35,1.83,1.36,5.12,1.32,1.13,,2.55,2.23,0.83,,21.55,1.73,2.79,3.61,0.84,0.17,,,1.97,1.25,0.41
WSPM_1_3,5.9,1.59,,,6.38,1.54,2.68,1.76,,,,1.97,2.02,,15.98,2.08,,,,,0.05,,1.69,2.72,3.3
WSPM_0_3,2.98,1.64,,,2.24,,,,,,,1.85,,,,,,,1.91,,,0.03,,2.56,0.52
PM10_0,0.98,0.77,1.16,1.16,1.21,0.81,1.14,0.97,1.07,,1.12,0.87,1.24,0.89,0.85,0.34,0.48,0.58,0.2,1.62,0.71,,0.61,0.89,1.73
PM10_1,0.89,0.86,1.22,1.07,1.0,0.96,1.24,1.36,1.24,0.58,0.9,1.08,1.35,1.26,0.77,0.44,0.45,0.89,0.24,0.91,1.11,0.88,1.07,0.57,0.41
PM10_2,1.37,1.15,3.23,3.46,1.46,1.37,3.51,2.89,3.96,,1.61,1.97,1.48,,1.43,0.8,1.05,1.42,0.41,0.57,,0.53,2.82,1.14,0.2
