,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.71,1.0,0.98,0.64,0.84,0.91,0.49,0.94,0.3,0.58,0.97,0.76,0.84,0.66,0.38
PRES_0_1,1.02,1.0,,,1.02,0.98,0.74,0.85,0.95,0.49,0.94,0.31,0.58,0.97,0.83,0.86,0.66,0.38
PRES_0_0,70.03,,1.04,,66.16,,,65.19,26.44,,,26.32,,,9.23,47.11,170.4,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.09,1.09,1.02,0.71,1.0,,,0.96,0.92,0.54,0.94,0.33,0.75,0.97,0.78,0.93,0.7,0.41
DEWP_1_0,12.36,12.16,,,,1.01,1.44,6.75,94.88,5.59,,3.82,2.83,,,10.04,10.56,
DEWP_0_0,259.53,280.1,,,,,1.34,290.85,,48.65,,,28.13,,,174.59,,
WSPM_0_1,2.33,2.32,2.85,,2.44,1.5,1.77,1.04,35.07,2.24,,0.85,1.96,,,1.95,1.5,1.04
WSPM_0_2,5.47,5.62,2.08,0.71,5.06,34.0,,78.77,1.02,12.64,,4.21,,,,4.64,3.37,2.69
WSPM_0_0,9.08,8.99,,,9.11,8.4,,11.49,27.34,1.24,40.6,0.96,4.44,,8.0,7.5,6.16,2.17
WSPM_0_3,10.87,10.69,,,9.94,,,,,36.04,1.01,12.28,,,,11.01,5.71,2.05
WSPM_1_0,11.97,11.91,,,11.96,11.52,,11.09,23.04,2.33,36.91,1.8,11.41,,,9.47,8.87,3.9
WSPM_1_1,20.91,20.58,,,24.53,8.3,2.44,26.26,,4.14,,5.71,1.22,,,16.49,17.04,
WSPM_0_4,24.11,23.72,,,22.05,,,,,,,,,1.01,,20.98,19.66,
WSPM_1_2,76.07,80.4,,,72.06,,,,,37.42,,,,,1.12,51.17,232.36,
PM10_0,1.49,1.5,1.04,0.71,1.49,1.36,0.75,1.22,1.39,0.72,1.69,0.46,0.85,1.46,0.84,1.03,1.71,1.9
PM10_1,3.45,3.4,,,3.35,4.96,,2.99,2.97,1.67,2.31,1.0,1.99,4.31,,5.03,1.1,0.69
PM10_2,113.13,111.32,,,106.2,,,105.03,,57.24,38.67,36.85,,,,191.48,43.32,1.56
