,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.56,0.88,,,1.25,0.76,0.15,0.24,,,1.15,1.0,0.13,,1.16,1.54,1.17,0.79,2.04,0.31,0.14,0.07,1.12,1.33,0.98
TEMP_0_0,0.76,1.75,,,0.82,1.06,0.04,1.02,,,0.44,1.05,0.87,,0.99,1.6,1.11,0.66,2.24,0.68,0.51,0.35,1.17,1.19,1.06
TEMP_1_1,,0.07,3.23,,0.13,0.03,2.79,,,,1.52,0.46,,0.91,1.21,1.51,1.25,0.99,2.12,0.25,,,1.3,1.43,0.75
TEMP_0_2,,,,7.72,,,,,7.56,3.19,,,3.11,,1.0,1.63,0.77,0.37,2.59,0.76,,,1.19,1.23,0.86
PRES_0_0,1.39,1.07,0.07,,1.5,0.48,,0.08,,,1.08,1.03,0.23,,1.15,1.49,1.11,0.75,2.1,0.41,0.1,0.28,1.08,1.34,1.11
PRES_1_0,0.94,1.49,,,0.66,2.62,,,,,0.59,1.12,0.57,,1.04,1.6,1.04,0.7,2.19,0.54,0.51,,1.21,1.19,1.04
PRES_0_1,0.3,0.12,2.66,,,,3.03,,,,1.55,0.4,,0.82,1.28,1.46,1.18,0.81,2.14,0.23,0.34,,1.32,1.4,0.67
PRES_1_1,0.7,1.79,,,0.15,,,3.44,,,0.1,1.0,1.27,,0.79,1.89,1.5,0.88,2.12,0.69,0.37,,1.25,1.09,0.72
PRES_1_3,,,,7.75,,,,,8.6,,,,3.12,,0.88,1.79,0.91,0.43,2.79,0.9,,,1.27,1.18,0.9
PRES_1_2,,,,7.56,,,,,,26.39,,,3.05,,1.65,0.99,,,1.81,,,,,1.49,
DEWP_1_0,1.1,0.63,0.88,,0.97,0.48,0.94,0.06,,,1.63,0.52,0.02,,1.31,1.44,1.05,0.61,2.2,0.28,,,1.11,1.4,0.94
DEWP_0_0,1.15,1.4,0.13,,0.97,1.0,0.12,0.62,,,0.48,1.66,,,0.96,1.71,1.32,0.91,2.04,0.38,0.43,0.39,1.25,1.19,0.94
DEWP_0_1,0.37,1.39,,1.84,0.51,0.81,,1.34,1.67,0.97,,,3.13,,0.84,1.54,0.95,0.79,2.23,1.17,0.43,,1.08,1.21,1.17
DEWP_1_1,,,3.24,,,,3.03,,,,,,,20.67,1.63,1.3,1.32,,3.0,,,,1.53,1.31,
WSPM_0_1,1.04,1.0,0.47,0.3,0.91,0.77,0.54,0.35,0.25,0.25,1.03,0.86,0.38,0.17,1.64,1.21,0.91,0.46,2.22,0.04,0.04,,1.11,1.36,0.93
WSPM_0_0,1.0,1.03,0.44,0.25,0.89,0.71,0.41,0.55,0.26,,0.85,0.93,0.42,,0.64,2.55,1.4,0.56,3.14,0.22,0.18,,1.32,1.18,0.75
WSPM_1_1,1.06,1.1,0.49,0.24,0.85,0.61,0.48,0.62,0.21,,0.86,1.01,0.4,,1.0,1.88,2.97,0.36,1.8,0.15,,,1.23,1.28,0.81
WSPM_1_2,1.02,1.01,0.59,0.14,0.92,0.66,0.5,0.57,0.15,,0.9,1.07,0.47,,0.74,1.53,0.33,3.4,1.16,0.21,,,1.3,1.23,1.17
WSPM_1_0,0.99,1.04,0.43,0.32,0.85,0.83,0.43,0.46,0.31,,0.86,0.9,0.49,,0.95,2.16,1.11,0.28,3.08,0.2,,,1.23,1.22,0.85
WSPM_0_2,0.77,1.29,0.28,0.5,0.88,0.87,0.26,0.73,0.46,,0.59,0.62,1.31,,0.22,0.46,0.38,0.14,1.03,4.71,,,0.74,1.28,1.84
WSPM_1_3,0.62,1.45,,,0.72,0.91,0.63,0.53,,,,1.21,0.82,,0.31,0.55,,,,,12.18,,1.53,1.29,0.4
WSPM_0_3,0.94,1.83,,,1.21,,,,,,,1.7,,,,,,,0.88,,,19.84,,1.39,2.29
PM10_0,0.94,1.1,0.47,0.27,0.8,0.81,0.5,0.57,0.28,,0.82,1.0,0.46,0.18,0.97,1.79,1.3,0.92,2.23,0.32,0.41,,1.51,0.99,0.51
PM10_1,1.06,0.98,0.48,0.31,0.93,0.65,0.5,0.42,0.24,0.31,0.97,0.85,0.43,0.1,1.23,1.42,1.06,0.64,2.14,0.43,0.11,0.22,0.97,1.61,0.89
PM10_2,1.11,1.19,0.27,0.15,1.21,0.82,0.28,0.28,0.17,,1.04,0.76,0.79,,1.14,0.97,0.74,0.33,1.7,1.25,,0.77,0.26,1.32,3.87
