,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.05,303869.18,812943786.75,1.31,1910.56,14307091.44,13.88,171.33,1068.54,1320.69,3107.81,11999.69,14241.59,452616.8,3.57,50.84,2341426.19
PRES_0_1,0.98,1.04,,,1.28,1895.23,13394005.08,13.68,166.06,1057.44,1310.09,3064.97,11903.43,14127.35,432061.47,3.51,50.33,2322643.86
PRES_0_0,0.01,,37386.49,,0.02,,,0.19,4.16,,,40.76,,,15016.38,0.06,0.38,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.91,0.96,278705.33,777483963.69,1.25,,,12.41,162.72,974.25,1263.08,2846.59,10193.25,13620.39,418127.92,3.26,47.01,2192245.91
DEWP_1_0,0.08,0.08,,,,533.16,1492216.11,1.38,5.8,89.33,,250.81,1474.75,,,0.29,3.57,
DEWP_0_0,,,,,,,731569.99,0.05,,5.15,,,125.87,,,0.02,,
WSPM_0_1,0.43,0.45,118548.61,,0.55,1004.08,3837892.51,8.14,17.8,348.16,,1295.0,3277.15,,,1.56,21.37,1074364.64
WSPM_0_2,0.18,0.19,84062.52,347572133.81,0.25,118.12,,0.58,69.16,94.04,,372.79,,,,0.66,8.98,327498.08
WSPM_0_0,0.11,0.12,,,0.14,214.35,,1.14,8.77,221.97,66.88,555.27,2049.17,,48995.14,0.4,5.72,255884.19
WSPM_0_3,0.09,0.1,,,0.13,,,,,42.81,386.4,139.17,,,,0.3,5.29,342179.72
WSPM_1_0,0.08,0.09,,,0.11,162.69,,1.06,9.43,145.91,58.95,369.96,1221.26,,,0.29,4.45,195777.72
WSPM_1_1,0.05,0.05,,,0.06,153.14,2060064.72,0.7,,59.8,,113.83,1812.97,,,0.17,2.56,
WSPM_0_4,0.04,0.04,,,0.06,,,,,,,,,2842.33,,0.14,1.99,
WSPM_1_2,0.01,0.01,,,0.02,,,,,13.81,,,,,44701.14,0.05,0.44,
PM10_0,0.67,0.7,244371.77,666767944.52,0.88,1338.9,11440783.08,9.38,114.24,743.4,815.57,2191.77,8827.96,9641.55,367140.27,2.66,25.65,1131156.33
PM10_1,0.29,0.31,,,0.38,444.29,,3.97,51.62,282.96,445.34,789.71,2757.5,3538.07,,0.79,21.05,823447.96
PM10_2,0.01,0.01,,,0.01,,,0.11,,10.47,18.0,28.55,,,,0.02,0.65,108984.55
