,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,66.84,2911.92,1.09,13.52,765.79,3.75,8.23,47.08,14.13,107.27,101.53,28.65,200.38,2.08,8.73,996.4
PRES_0_1,1.0,1.03,,,1.09,13.74,736.96,3.75,7.97,47.51,14.36,107.49,102.92,29.12,186.2,2.08,8.81,1012.58
PRES_0_0,1.0,,4502.57,,1.2,,,3.78,23.99,18.21,,100.67,,,742.97,2.21,3.91,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.02,68.58,3183.59,1.19,1.02,,3.63,8.84,46.79,15.45,107.12,89.17,31.33,213.71,2.1,8.8,1013.25
DEWP_1_0,0.98,1.02,,,,150.38,2867.9,5.13,1.72,50.11,,109.02,233.92,,,1.97,7.88,483.96
DEWP_0_0,0.82,0.64,,,,93.99,36753.2,3.07,,50.61,,106.59,235.43,,,1.81,9.17,6891.23
WSPM_0_1,1.0,1.02,55.2,,1.04,19.43,676.96,5.34,3.85,52.79,3.78,130.19,116.68,3.07,102.97,2.12,8.72,957.9
WSPM_0_2,1.0,1.0,160.34,15929.81,1.18,1.61,,1.64,29.3,29.42,4.25,78.92,28.19,,97.21,2.11,7.93,507.79
WSPM_0_0,0.99,1.02,,,1.08,16.95,1841.44,4.32,2.83,72.86,3.88,133.48,137.5,,300.09,2.09,8.84,1328.47
WSPM_0_3,1.0,1.03,,,1.2,,,0.56,3.1,18.64,116.49,46.61,,,,1.95,9.67,1749.48
WSPM_1_0,1.0,1.02,,,1.09,14.92,972.44,4.12,4.34,62.49,5.45,121.37,110.34,,161.41,2.09,8.94,1406.56
WSPM_1_1,1.0,1.03,,,0.92,37.28,3275.32,4.49,4.11,61.98,,117.53,380.24,,205.01,2.06,9.83,1425.37
WSPM_0_4,1.0,1.03,,,1.2,,,0.89,,,,28.2,,576.49,,1.91,8.56,
WSPM_1_2,1.0,0.93,,,1.2,,,3.0,4.74,46.61,,82.43,185.82,,4956.56,2.21,7.55,
PM10_0,1.0,1.01,95.54,4328.64,1.09,14.9,991.76,3.81,8.28,49.06,12.1,110.19,112.33,29.08,282.38,2.19,7.56,655.42
PM10_1,0.99,1.03,,,1.13,8.43,320.45,3.55,8.34,42.12,18.3,100.28,82.28,22.06,25.39,1.94,11.52,1607.26
PM10_2,0.99,1.02,,,1.15,,,3.63,4.99,35.85,28.77,99.24,,,,1.84,11.77,8860.15
