,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.96,,,,,0.93,0.87,0.87,0.75,0.62,,1.04,0.94,0.35,0.25,,0.8,0.76,0.77,0.58,0.64,0.56,0.47,0.61,0.53,,1.03,0.76
TEMP_0_1,,0.84,,,,1.45,1.13,0.85,0.9,0.79,,1.36,,,,,1.12,1.02,0.93,0.74,0.81,0.7,0.61,,1.24,,1.37,1.0
TEMP_0_0,,,0.79,0.19,0.6900000000000001,1.57,,0.99,0.88,0.79,0.6900000000000001,,1.01,,,0.6900000000000001,1.37,1.11,1.16,0.86,1.04,0.81,0.69,,0.87,0.6900000000000001,1.57,1.1
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.12,1.11,0.89,,,0.92,,,1.61,0.87,,1.17,1.02,,,,0.88,0.85,0.88,0.63,0.71,0.59,0.51,0.78,0.69,,1.13,0.85
PRES_1_3,1.3,0.98,,,,,0.87,,,0.85,,1.3,1.21,0.46,0.32,,1.12,0.99,0.88,0.74,0.81,0.73,0.59,0.7,0.65,,1.32,0.91
PRES_1_1,1.74,1.2,1.06,0.25,,,2.14,0.78,1.64,1.14,,1.81,1.17,,0.5,,1.31,1.17,1.33,0.83,0.92,0.92,0.7,,1.13,,1.61,1.27
PRES_1_0,1.86,1.38,1.05,,0.54,2.38,,1.34,0.78,0.76,0.54,1.8,1.32,,,0.54,1.3,1.2,1.11,0.98,1.83,0.85,0.77,,1.08,0.54,1.64,1.23
PRES_0_0,1.98,1.59,1.23,,,2.93,2.09,1.25,0.9,0.75,,2.04,1.47,0.5,0.36,,1.44,1.23,1.44,1.08,0.89,0.86,0.84,,,,1.91,1.24
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.77,,,,0.91,0.84,0.78,0.67,0.57,,0.97,1.49,0.48,0.31,,0.76,0.74,0.7,0.55,0.63,0.52,0.44,0.66,0.62,,0.99,0.72
DEWP_0_1,1.43,1.95,0.76,0.24,0.66,1.31,1.23,0.85,0.85,0.76,0.66,2.5,0.86,,0.34,0.66,1.24,0.94,1.07,0.74,0.79,0.72,0.6,0.74,0.66,0.66,1.34,0.98
DEWP_0_0,3.46,,,,,,,,2.15,1.55,,,,0.57,0.47,,2.37,,,,,,,,,,3.42,2.44
DEWP_1_0,4.11,,,,,,,,,,,,,,0.56,,3.38,,,,,,,,,,3.97,3.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.39,1.17,1.05,,,1.28,1.3,0.89,0.93,0.72,,1.4,1.21,0.37,0.21,,0.84,1.52,,1.33,0.63,1.25,0.8,,,,1.42,0.85
WSPM_0_1,1.43,1.17,0.98,,0.66,1.34,1.23,1.05,0.81,0.75,0.66,1.46,1.15,,,0.66,1.15,0.85,1.02,0.79,0.89,0.76,0.61,1.22,1.26,0.66,1.36,1.06
WSPM_0_2,1.55,1.16,1.32,0.35,,1.41,1.26,1.07,0.98,0.62,,1.53,1.44,,,,,1.58,0.82,0.98,1.09,0.81,0.8,,,,1.57,0.93
WSPM_0_0,1.72,1.38,1.13,,,1.54,1.51,1.2,1.17,1.32,,1.76,1.35,,,,1.44,1.14,1.36,0.8,1.17,0.82,0.66,,1.46,,1.66,1.49
WSPM_1_2,1.77,1.35,1.37,,,1.63,1.48,1.2,1.54,1.67,,1.86,1.36,,,,3.23,1.3,1.55,0.84,0.78,0.85,0.66,,1.87,,1.68,4.74
WSPM_1_1,1.98,1.55,1.28,,,1.68,1.64,1.48,1.42,1.24,,1.97,1.56,,,,1.61,1.4,1.8,0.88,1.24,0.76,0.79,,,,1.87,2.02
WSPM_1_0,1.95,1.59,1.39,,,1.77,1.75,1.46,1.33,1.34,,2.0,1.62,,,,1.55,1.3,1.47,0.98,1.36,1.03,0.78,,,,1.89,1.54
WSPM_0_4,1.86,,,,,2.05,1.42,,,,,2.03,1.71,0.45,0.35,,,1.73,,,,1.04,0.66,0.73,,,2.04,1.21
WSPM_1_3,2.2,2.13,1.72,,,2.3,1.75,1.62,1.7,,,2.48,1.67,,,,,,,0.99,0.94,,0.9,,0.7,,2.11,3.98
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.82,0.74,0.25,0.39,0.91,0.87,0.71,0.69,0.62,0.39,1.03,0.82,0.49,0.51,0.39,0.8,0.73,0.7,0.54,0.64,0.51,0.44,0.71,0.62,0.39,0.97,0.77
PM10_1,1.37,1.1,1.01,,,1.35,1.1,0.97,0.82,0.68,,1.37,1.17,0.36,0.22,,1.01,0.92,1.03,0.76,0.34,0.7,0.6,0.7,0.39,,1.42,0.86
