,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.97,0.39,,,,0.03,0.55,0.24,0.44,0.07,,,0.03,0.8,0.22,0.1,0.01,0.01,0.03,0.35,0.31,0.18,0.19,0.2,0.31,0.1,0.04,0.01,0.03,0.7,0.67,0.21
TEMP_0_0,0.43,0.98,0.01,,,,0.24,0.6,0.22,0.12,,,,0.46,0.46,,0.12,0.17,,0.33,0.34,0.24,0.05,0.25,0.31,0.14,0.11,0.02,,0.77,0.62,0.17
TEMP_1_1,,,0.99,,,,0.55,,0.27,,0.36,,,0.24,0.02,0.75,,,,0.28,0.56,0.11,0.08,0.26,0.47,0.09,0.02,,,0.95,0.56,0.02
TEMP_0_2,,,,1.0,,,0.04,,,0.38,,0.61,,0.4,0.3,,,0.43,,0.12,0.21,0.12,0.48,0.22,0.26,0.1,0.08,,,0.69,0.51,0.24
TEMP_0_1,,,,,1.0,,0.1,0.22,0.08,0.55,,0.21,,0.05,,,0.97,,,0.1,0.07,0.66,,0.25,0.26,0.11,0.06,0.11,,0.67,0.67,0.43
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.59,0.3,0.31,0.01,0.01,0.03,0.98,0.06,0.28,0.01,,,0.03,0.65,0.13,0.27,0.02,0.02,0.03,0.31,0.37,0.19,0.17,0.19,0.34,0.07,0.05,0.01,0.03,0.71,0.69,0.2
PRES_1_1,0.47,0.82,,,0.04,,0.08,0.99,0.02,,,,,0.45,0.32,,0.17,0.19,,0.31,0.35,0.26,0.06,0.23,0.32,0.13,0.09,0.02,,0.73,0.62,0.21
PRES_1_0,0.72,0.5,0.18,,,,0.4,0.02,0.98,,,,,0.7,0.32,0.18,0.03,,,0.25,0.33,0.2,0.19,0.25,0.33,0.11,0.07,0.02,,0.85,0.62,0.1
PRES_1_2,0.43,0.49,,0.22,0.26,,0.03,,,1.0,,,,0.47,0.51,,0.24,,,0.3,0.21,0.19,0.15,0.32,0.34,0.17,0.09,0.04,,0.76,0.61,0.19
PRES_0_1,,,0.97,,,,,,,,0.97,,,,,0.97,,,,0.46,0.54,,,0.26,0.46,0.12,,,,0.91,0.5,0.02
PRES_1_3,,,,0.79,0.21,,0.05,,,,,1.0,,0.15,0.18,,0.21,0.55,,0.15,0.27,0.31,0.27,0.15,0.22,0.13,0.07,0.03,,0.73,0.44,0.37
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.74,0.47,0.1,0.05,,0.03,0.51,0.26,0.38,0.1,,0.01,0.03,0.99,0.17,,,,0.03,0.35,0.24,0.24,0.22,0.14,0.27,0.05,0.02,,0.03,0.64,0.72,0.24
DEWP_0_0,0.55,0.81,0.01,0.09,,,0.22,0.39,0.25,0.26,,0.04,,0.34,0.97,,,,,0.18,0.52,0.13,0.05,0.38,0.44,0.23,0.16,0.03,,0.92,0.45,0.06
DEWP_1_1,0.2,0.02,0.8,,,,0.52,,0.31,,0.38,,,,,0.99,,,,0.29,0.62,0.05,0.08,0.26,0.47,0.08,0.02,,,0.89,0.65,0.03
DEWP_0_2,0.1,0.46,,,0.54,,0.16,0.51,0.15,0.29,,0.11,,,,,1.0,,,0.29,0.1,0.48,,0.25,0.28,0.15,0.07,0.06,,0.73,0.62,0.35
DEWP_0_1,0.13,0.66,,0.34,,,0.1,0.64,,,,0.34,,,,,,1.0,,0.29,0.23,0.2,0.13,0.28,0.24,0.18,0.2,0.07,,0.83,0.49,0.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.59,0.53,0.16,0.02,0.02,,0.37,0.33,0.28,0.12,0.09,0.02,,0.59,0.2,0.16,0.1,0.08,,0.98,0.14,0.01,,0.07,0.25,0.03,0.01,,,0.76,0.69,0.12
WSPM_0_1,0.43,0.41,0.32,0.05,0.01,,0.37,0.29,0.24,0.07,0.12,0.05,,0.39,0.35,0.34,0.03,0.05,,0.07,0.96,0.03,0.02,0.31,0.55,0.14,0.05,,,0.91,0.51,0.05
WSPM_0_3,0.42,0.54,0.1,0.04,0.18,,0.35,0.39,0.28,0.12,,0.08,,0.56,0.18,0.04,0.24,0.09,,0.03,0.05,0.99,,0.07,0.14,0.05,,,,0.54,0.75,0.38
WSPM_0_4,0.61,0.32,0.1,0.26,,,0.48,0.12,0.4,0.15,,0.11,,0.77,0.12,0.1,,0.09,,,0.03,,0.99,0.04,0.09,0.02,,,,0.53,0.83,0.32
WSPM_0_0,0.44,0.44,0.23,0.08,0.07,,0.38,0.24,0.27,0.21,0.1,0.03,,0.4,0.39,0.19,0.12,0.09,,0.14,0.33,0.07,0.02,0.81,0.78,0.25,0.12,,,0.92,0.44,0.1
WSPM_1_0,0.51,0.43,0.27,0.06,0.05,,0.41,0.25,0.33,0.14,0.1,0.03,,0.44,0.35,0.26,0.08,0.05,,0.14,0.5,0.09,0.04,0.52,0.6,0.12,0.06,,,0.88,0.49,0.1
WSPM_1_1,0.46,0.6,0.13,0.05,0.07,,0.33,0.36,0.21,0.19,0.06,0.06,,0.44,0.42,0.13,0.14,0.16,,0.27,0.31,0.12,0.04,0.5,0.33,0.85,,,,0.98,0.49,
WSPM_1_2,0.43,0.62,0.05,0.09,0.05,,0.42,0.38,0.27,0.15,,0.06,,0.34,0.48,0.05,0.12,0.28,,,0.25,,,0.45,0.25,0.03,0.93,,,0.94,0.43,
WSPM_1_3,0.28,0.49,,,0.36,,0.3,0.34,0.22,0.24,,0.12,,,0.3,,0.36,0.34,,,,,,0.3,,,,0.97,,0.99,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.44,0.46,0.23,0.07,0.04,,0.33,0.29,0.3,0.12,0.08,0.06,,0.44,0.33,0.19,0.1,0.11,,0.3,0.43,0.12,0.07,0.33,0.43,0.17,0.12,0.03,,0.98,0.42,0.05
PM10_1,0.56,0.48,0.15,0.06,0.05,,0.43,0.31,0.27,0.13,0.06,0.02,,0.59,0.21,0.19,0.08,0.06,,0.34,0.27,0.27,0.2,0.12,0.25,0.05,0.01,,,0.58,0.95,0.19
