,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.59,,,0.86,6.28,7.96,13.62,,,1.14,1.27,9.93,,1.23,7.93,13.29,15.72,28.11,41.85,946.94,5368.49,0.92,1.17,27.97
TEMP_0_0,0.63,1.0,,,0.54,3.76,5.39,8.4,,,0.68,0.78,6.06,,0.76,5.15,8.56,9.88,18.12,25.63,621.85,2902.73,0.59,0.75,18.89
TEMP_1_1,,,1.0,,0.08,0.57,0.8,,,,0.11,0.12,,469.92,0.12,0.75,1.23,1.48,2.71,3.81,,,0.09,0.11,2.69
TEMP_0_2,,,,1.0,,,,,1.44,63.52,,,0.05,,0.01,0.04,0.07,0.08,0.14,0.2,,,,0.01,0.14
PRES_0_0,1.17,1.85,11.84,,1.0,7.09,,15.74,,,1.31,1.48,11.67,,1.46,9.38,15.59,18.4,34.09,49.54,902.11,6175.46,1.07,1.37,32.58
PRES_1_0,0.16,0.27,,,0.14,1.0,,,,,0.19,0.2,1.58,,0.2,1.31,2.22,2.6,4.44,6.39,176.67,,0.15,0.2,5.35
PRES_0_1,0.12,0.18,1.23,,,,1.0,,,,0.13,0.15,,585.01,0.14,0.95,1.53,1.83,3.4,4.74,114.0,,0.11,0.14,3.28
PRES_1_1,0.07,0.12,,,0.06,,,1.0,,,0.07,0.09,0.71,,0.09,0.6,1.0,1.18,2.07,3.1,91.09,,0.07,0.09,2.22
PRES_1_3,,,,0.71,,,,,1.0,,,,0.03,,,0.03,0.05,0.06,0.1,0.15,,,,,0.1
PRES_1_2,,,,0.02,,,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,0.88,1.41,9.37,,0.77,5.25,7.52,13.51,,,1.0,1.12,8.23,,1.1,7.06,11.48,12.98,25.71,35.36,,,0.81,1.04,24.28
DEWP_0_0,0.8,1.28,8.11,,0.67,4.95,6.64,10.54,,,0.9,1.0,,,0.95,6.47,10.93,13.23,22.21,34.03,870.83,3785.38,0.75,0.94,24.95
DEWP_0_1,0.1,0.17,,21.45,0.09,0.63,,1.41,29.93,1515.23,,,1.0,,0.13,0.84,1.41,1.66,2.95,4.22,102.48,,0.1,0.12,2.92
DEWP_1_1,,,,,,,,,,,,,,1.0,,,,,0.01,,,,,,
WSPM_0_1,0.8,1.31,8.43,162.6,0.69,4.94,6.9,11.3,234.1,10895.8,0.9,1.04,7.88,3909.38,1.0,6.72,10.24,13.22,23.89,17.87,,,0.76,0.94,21.82
WSPM_0_0,0.12,0.19,1.32,24.31,0.11,0.75,1.03,1.59,34.78,,0.14,0.15,1.17,,0.15,1.0,1.79,1.84,3.53,5.98,151.05,,0.11,0.15,3.67
WSPM_1_1,0.08,0.12,0.79,14.75,0.06,0.44,0.63,1.01,19.17,,0.09,0.09,0.69,,0.09,0.56,1.0,1.37,1.81,3.11,,,0.07,0.09,2.15
WSPM_1_2,0.06,0.1,0.68,10.65,0.05,0.39,0.54,0.88,17.76,,0.08,0.08,0.59,,0.08,0.53,0.65,1.0,2.16,3.34,,,0.06,0.08,2.6
WSPM_1_0,0.03,0.05,0.37,7.07,0.03,0.23,0.29,0.46,9.83,,0.04,0.04,0.34,,0.04,0.29,0.55,0.54,1.0,1.58,,,0.03,0.04,1.06
WSPM_0_2,0.02,0.04,0.29,5.17,0.02,0.15,0.23,0.32,6.83,,0.03,0.03,0.24,,0.06,0.17,0.33,0.3,0.72,1.01,,,0.02,0.03,0.68
WSPM_1_3,,,,,,0.01,0.01,0.01,,,,,0.01,,,0.01,,,,,1.0,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.01
PM10_0,1.08,1.74,11.26,211.35,0.92,6.69,9.03,14.44,301.02,,1.23,1.34,10.2,5795.97,1.29,8.71,15.4,17.16,30.15,47.41,1180.41,,1.0,1.26,41.83
PM10_1,0.84,1.33,9.04,169.16,0.71,5.01,7.29,11.35,233.11,11890.03,0.93,1.07,7.96,4077.78,1.06,6.85,10.5,13.61,24.8,32.74,610.72,4243.48,0.82,1.0,21.68
PM10_2,0.03,0.05,0.36,6.88,0.03,0.21,0.3,0.44,11.36,,0.04,0.04,0.36,,0.04,0.25,0.44,0.43,0.93,1.42,,191.78,0.02,0.04,1.0
