,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_0,1.0,,1.0,,1.01,,,1.0,1.02,,,,,,1.0,1.0,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.99,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
DEWP_1_0,1.0,1.0,,,,1.0,,1.0,1.03,1.01,,0.99,1.0,,,1.0,1.0,
DEWP_0_0,1.01,1.0,,,,,1.0,,,,,,0.96,,,1.0,,
WSPM_0_1,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.05,0.81,,,1.0,0.99,1.1
WSPM_0_2,1.0,1.0,0.98,,1.0,0.97,,,1.0,,,1.03,,,,1.01,0.98,
WSPM_0_0,1.0,1.0,,,1.0,0.99,,,,1.0,,0.97,1.22,,,1.0,0.99,
WSPM_0_3,1.0,1.0,,,1.0,,,,,,1.0,0.96,,,,1.0,0.99,1.05
WSPM_1_0,1.0,1.0,,,1.0,1.01,,0.96,0.97,1.03,1.04,1.0,,,,0.98,1.09,
WSPM_1_1,1.0,1.0,,,1.0,1.0,1.04,1.23,,0.82,,,1.0,,,0.99,1.05,
WSPM_0_4,1.0,1.0,,,1.0,,,,,,,,,1.0,,0.99,1.01,
WSPM_1_2,1.0,1.0,1.0,,1.01,,,,,,,,,,1.0,0.99,,
PM10_0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.02,1.01,1.01,1.01,1.0,1.0,
PM10_1,1.0,1.0,,,1.0,1.0,,1.01,1.02,1.01,1.01,0.91,0.95,0.99,,1.0,1.0,0.98
PM10_2,1.0,1.0,,,1.0,,,0.91,,,0.95,,,,,,1.02,1.0
