,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.46,1.04,,,1.2,0.72,0.12,0.2,,,1.12,1.01,0.11,,1.15,1.56,1.23,0.79,2.03,0.26,0.1,0.04,1.14,1.32,0.96
TEMP_0_0,0.83,1.61,,,0.83,1.02,0.03,0.87,,,0.45,1.0,0.73,,1.02,1.67,1.14,0.63,2.23,0.6,0.37,0.24,1.17,1.21,0.99
TEMP_1_1,,0.1,2.65,,0.13,0.04,2.32,,,,1.42,0.52,,0.55,1.22,1.56,1.35,0.96,2.13,0.21,,,1.32,1.43,0.8
TEMP_0_2,,,,5.49,,,,,5.28,1.84,,,2.57,,0.98,1.66,0.79,0.36,2.54,0.66,,,1.22,1.24,0.81
PRES_0_0,1.33,1.17,0.06,,1.4,0.56,,0.09,,,1.06,1.03,0.2,,1.15,1.53,1.17,0.73,2.08,0.34,0.07,0.18,1.1,1.33,1.04
PRES_1_0,0.94,1.43,,,0.8,2.22,,,,,0.59,1.08,0.47,,1.06,1.69,1.06,0.7,2.23,0.47,0.39,,1.21,1.22,1.06
PRES_0_1,0.3,0.14,2.19,,,,2.51,,,,1.44,0.44,,0.49,1.29,1.52,1.27,0.79,2.14,0.19,0.26,,1.33,1.42,0.7
PRES_1_1,0.78,1.65,,,0.21,,,2.79,,,0.11,0.92,1.05,,0.81,1.87,1.53,0.85,2.11,0.63,0.29,,1.22,1.13,0.77
PRES_1_3,,,,5.5,,,,,6.0,,,,2.58,,0.88,1.73,0.94,0.42,2.65,0.78,,,1.25,1.21,0.87
PRES_1_2,,,,5.37,,,,,,15.22,,,2.52,,1.51,1.24,,,1.99,,,,,1.36,
DEWP_1_0,1.04,0.71,0.72,,0.92,0.51,0.78,0.07,,,1.5,0.63,0.03,,1.3,1.52,1.14,0.6,2.2,0.24,0.03,,1.15,1.38,0.88
DEWP_0_0,1.15,1.41,0.11,,0.97,0.92,0.1,0.51,,,0.55,1.53,,,0.98,1.72,1.34,0.89,2.03,0.33,0.31,0.26,1.23,1.23,0.98
DEWP_0_1,0.4,1.27,,1.36,0.54,0.76,,1.14,1.19,0.63,,,2.58,,0.87,1.55,0.97,0.77,2.21,1.0,0.32,,1.1,1.24,1.1
DEWP_1_1,,,2.66,,,,2.52,,,,,,,12.44,1.55,1.31,1.38,,2.91,,,,1.45,1.53,
WSPM_0_1,1.01,1.02,0.39,0.21,0.88,0.78,0.45,0.3,0.18,0.14,0.99,0.88,0.32,0.1,1.52,1.47,1.08,0.48,2.32,0.06,0.04,,1.17,1.34,0.85
WSPM_0_0,0.98,1.07,0.36,0.19,0.89,0.63,0.34,0.48,0.18,,0.85,0.91,0.35,,0.81,2.21,1.36,0.61,2.64,0.21,0.14,,1.3,1.22,0.82
WSPM_1_1,1.02,1.08,0.4,0.17,0.85,0.56,0.4,0.51,0.17,,0.82,0.98,0.33,,1.01,1.72,2.47,0.57,1.87,0.15,,,1.21,1.3,0.88
WSPM_1_2,0.98,1.12,0.48,0.1,0.94,0.61,0.42,0.47,0.11,,0.91,1.02,0.39,,0.8,1.58,0.57,2.76,1.48,0.26,,,1.22,1.27,1.24
WSPM_1_0,0.97,1.11,0.35,0.25,0.86,0.73,0.36,0.4,0.21,,0.84,0.88,0.41,,1.03,1.97,1.2,0.39,2.68,0.19,,,1.22,1.23,0.85
WSPM_0_2,0.82,1.21,0.23,0.41,0.83,0.86,0.22,0.62,0.32,,0.56,0.61,1.11,,0.37,0.64,0.55,0.18,1.27,3.63,,,0.78,1.3,1.55
WSPM_1_3,0.78,1.31,,,0.8,0.82,0.52,0.43,,,0.64,1.1,0.68,,0.44,0.69,,,0.37,,7.99,,1.44,1.33,0.47
WSPM_0_3,1.32,1.65,,,1.13,,,,,,,1.56,,,,0.67,,,1.04,,,12.02,,1.43,1.91
PM10_0,0.92,1.09,0.39,0.2,0.81,0.75,0.41,0.47,0.2,,0.82,0.97,0.38,0.11,0.99,1.78,1.33,0.9,2.16,0.29,0.31,,1.41,1.1,0.62
PM10_1,1.02,1.03,0.39,0.23,0.9,0.66,0.41,0.37,0.17,0.19,0.93,0.86,0.35,0.06,1.23,1.52,1.14,0.63,2.17,0.38,0.08,0.13,1.08,1.5,0.86
PM10_2,1.12,1.21,0.22,0.13,1.17,0.8,0.23,0.25,0.12,,0.96,0.8,0.71,,1.12,1.07,0.79,0.33,1.81,0.97,,0.56,0.38,1.35,3.08
