,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.47,0.75,,,0.61,0.71,2.69,1.87,,,0.63,0.71,3.97,,0.61,0.3,0.37,0.52,0.18,1.18,1.18,2.09,0.64,0.53,0.36
TEMP_0_0,0.96,0.38,,,0.92,0.47,12.07,0.43,,,1.52,0.65,0.55,,0.7,0.31,0.4,0.64,0.17,0.51,0.39,0.38,0.65,0.61,0.39
TEMP_1_1,,37.85,0.14,,6.53,15.48,0.17,,,,0.48,1.71,,0.12,0.59,0.32,0.33,0.43,0.18,1.36,,,0.58,0.49,0.51
TEMP_0_2,,,,0.03,,,,,0.03,0.03,,,0.15,,0.7,0.29,0.53,1.16,0.14,0.4,,,0.67,0.56,0.37
PRES_0_0,0.53,0.62,5.74,,0.5,1.06,,5.23,,,0.65,0.69,2.29,,0.64,0.32,0.39,0.55,0.19,0.93,1.05,0.63,0.67,0.52,0.31
PRES_1_0,0.75,0.46,,,1.17,0.19,,,,,1.31,0.59,0.84,,0.65,0.3,0.43,0.64,0.16,0.57,0.45,,0.62,0.63,0.48
PRES_0_1,2.9,4.92,0.17,,,,0.16,,,,0.47,1.84,,0.13,0.55,0.34,0.35,0.51,0.18,1.51,0.54,,0.57,0.5,0.54
PRES_1_1,1.06,0.38,,,4.62,,,0.13,,,4.82,0.71,0.37,,0.79,0.26,0.29,0.48,0.17,0.52,0.82,,0.62,0.65,0.56
PRES_1_3,,,,0.03,,,,,0.03,,,,0.15,,0.8,0.27,0.52,0.97,0.13,0.39,,,0.61,0.6,0.35
PRES_1_2,,,,0.03,,,,,,,,,0.15,,0.42,0.49,,,0.13,,,,,0.42,
DEWP_1_0,0.67,1.08,0.51,,0.81,1.02,0.5,9.64,,,0.44,1.39,23.76,,0.57,0.33,0.39,0.6,0.18,1.22,,,0.65,0.51,0.36
DEWP_0_0,0.64,0.48,3.06,,0.77,0.53,3.66,0.69,,,1.48,0.42,,,0.68,0.29,0.35,0.52,0.18,0.99,0.54,0.35,0.6,0.59,0.47
DEWP_0_1,1.76,0.47,,0.15,1.39,0.61,,0.33,0.15,0.15,,,0.15,,0.85,0.31,0.47,0.55,0.16,0.29,0.43,,0.71,0.59,0.3
DEWP_1_1,,,0.14,,,,0.16,,,,,,,0.01,0.44,0.27,0.21,,0.16,,,,0.49,0.48,
WSPM_0_1,0.68,0.67,0.9,0.85,0.81,0.68,0.85,1.36,1.01,0.48,0.65,0.86,1.27,0.56,0.43,0.42,0.43,0.96,0.18,3.22,2.35,,0.68,0.5,0.34
WSPM_0_0,0.73,0.62,1.03,1.04,0.88,0.7,1.07,0.71,0.92,,0.82,0.7,1.08,,1.05,0.19,0.36,0.68,0.12,2.06,1.51,,0.56,0.61,0.54
WSPM_1_1,0.72,0.61,0.92,1.07,0.91,0.75,0.98,0.72,0.96,,0.86,0.66,1.1,,0.72,0.23,0.15,1.63,0.16,2.22,,,0.58,0.56,0.48
WSPM_1_2,0.75,0.69,0.77,1.24,0.86,0.75,0.95,0.83,1.57,,1.01,0.7,0.93,,0.91,0.34,0.79,0.12,0.44,3.35,,,0.58,0.61,0.7
WSPM_1_0,0.73,0.63,1.04,0.83,0.88,0.68,1.03,0.87,0.78,,0.79,0.79,0.95,,0.7,0.24,0.54,1.4,0.12,2.11,,,0.62,0.57,0.46
WSPM_0_2,1.0,0.52,2.08,0.61,0.83,0.62,2.32,0.6,0.51,,1.16,1.01,0.38,,9.79,0.79,1.27,1.64,0.38,0.08,,,0.89,0.57,0.19
WSPM_1_3,1.67,0.45,,,1.8,0.43,0.76,0.5,,,,0.56,0.57,,4.51,0.59,,,,,0.02,,0.48,0.77,0.93
WSPM_0_3,0.66,0.37,,,0.5,,,,,,,0.41,,,,,,,0.42,,,0.01,,0.57,0.12
PM10_0,0.79,0.62,0.93,0.93,0.97,0.65,0.91,0.78,0.86,,0.9,0.69,0.99,0.71,0.68,0.27,0.38,0.47,0.16,1.3,0.57,,0.49,0.71,1.39
PM10_1,0.69,0.67,0.95,0.83,0.77,0.74,0.96,1.05,0.96,0.45,0.69,0.84,1.05,0.97,0.6,0.34,0.35,0.69,0.19,0.71,0.86,0.68,0.83,0.44,0.32
PM10_2,0.66,0.55,1.55,1.65,0.7,0.65,1.68,1.38,1.9,,0.77,0.94,0.71,,0.68,0.38,0.5,0.68,0.19,0.27,,0.25,1.35,0.54,0.1
