,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.81,0.4,,,,,1.02,0.49,0.97,0.25,,,,1.21,0.55,0.29,0.04,0.04,,0.72,0.57,0.44,0.64,0.67,1.07,0.54,0.29,0.15,,0.87,1.0,0.61
TEMP_0_0,0.39,1.83,,,,,0.4,1.24,0.53,0.41,,,,0.69,1.01,0.01,0.49,0.7,,0.69,0.67,0.62,0.18,0.66,0.8,0.45,0.53,0.22,,0.92,0.92,0.58
TEMP_1_1,,,2.78,,,,1.1,,0.58,,1.85,,,0.38,0.04,2.17,,,,0.56,1.16,0.28,0.26,0.82,1.44,0.35,0.1,,,1.2,0.79,0.04
TEMP_0_2,,,,4.84,,,0.07,,,1.31,,3.45,,0.59,0.72,,,1.81,,0.22,0.44,0.3,1.61,0.76,0.85,0.37,0.44,,,0.89,0.73,0.84
TEMP_0_1,,,,,5.59,,0.14,0.44,0.13,1.96,,1.16,,0.05,,,3.85,,,0.21,0.12,1.68,,0.87,0.85,0.48,0.3,1.24,,0.8,0.95,1.3
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.04,0.4,0.86,0.03,0.04,,2.07,0.06,0.44,,,,,1.04,0.26,0.77,0.08,0.07,,0.65,0.73,0.49,0.56,0.6,1.09,0.28,0.25,0.11,,0.82,1.07,0.65
PRES_1_1,0.66,1.43,,,0.22,,0.07,2.13,0.02,,,,,0.66,0.78,,0.68,0.82,,0.65,0.68,0.68,0.19,0.66,0.95,0.54,0.48,0.24,,0.93,0.89,0.63
PRES_1_0,1.14,0.79,0.48,,,,0.49,0.01,2.52,,,,,1.04,0.68,0.5,0.12,,,0.52,0.64,0.51,0.63,0.73,0.94,0.44,0.35,0.15,,1.06,0.87,0.28
PRES_1_2,0.54,0.77,,1.04,1.44,,,,,3.56,,,,0.64,1.24,,0.97,,,0.62,0.38,0.49,0.51,1.11,1.08,0.69,0.44,0.41,,0.95,0.92,0.52
PRES_0_1,,,2.76,,,,,,,,5.22,,,,,2.85,,,,0.93,1.16,,,0.9,1.44,0.46,,,,1.17,0.81,
PRES_1_3,,,,3.83,1.17,,,,,,,5.62,,0.2,0.41,,0.83,2.33,,0.27,0.56,0.78,0.87,0.45,0.66,0.5,0.37,0.37,,0.94,0.52,1.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.19,0.7,0.28,0.26,0.02,,0.96,0.52,0.84,0.34,,0.07,,1.6,0.22,,,,,0.75,0.47,0.63,0.75,0.41,0.77,0.18,0.07,,,0.75,1.11,0.78
DEWP_0_0,0.79,1.31,0.02,0.44,,,0.32,0.84,0.61,0.91,,0.22,,0.29,2.61,,,,,0.35,0.96,0.31,0.14,1.28,1.46,1.01,0.87,0.31,,1.22,0.57,0.11
DEWP_1_1,0.37,0.02,2.23,,,,1.03,,0.64,,1.96,,,,,2.88,,,,0.59,1.31,0.13,0.27,0.75,1.44,0.31,0.11,,,1.1,0.99,0.07
DEWP_0_2,0.1,0.85,,,3.05,,0.25,1.05,0.31,1.04,,0.65,,,,,3.96,,,0.59,0.18,1.25,,0.84,0.87,0.61,0.41,0.69,,0.91,0.81,1.11
DEWP_0_1,0.13,1.24,,1.66,,,0.15,1.33,,,,1.93,,,,,,4.22,,0.58,0.41,0.5,0.45,0.82,0.68,0.79,1.04,0.74,,1.06,0.64,0.64
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.89,0.89,0.45,0.11,0.11,,0.72,0.68,0.6,0.43,0.49,0.13,,0.92,0.4,0.46,0.38,0.35,,2.29,0.09,,,0.12,0.63,0.09,,,,0.92,1.06,0.4
WSPM_0_1,0.62,0.74,0.9,0.23,0.06,,0.73,0.61,0.53,0.24,0.61,0.27,,0.58,0.79,0.98,0.1,0.22,,0.04,2.28,,,0.51,1.33,0.32,0.14,,,1.18,0.72,0.11
WSPM_0_3,0.63,0.88,0.28,0.19,0.99,,0.65,0.8,0.62,0.4,,0.46,,0.88,0.36,0.12,0.94,0.36,,,0.03,2.73,,0.12,0.33,0.12,,,,0.57,1.16,1.36
WSPM_0_4,1.05,0.4,0.29,1.28,,,0.88,0.25,0.92,0.52,,0.61,,1.23,0.24,0.29,,0.4,,,,,3.44,0.07,0.22,,,,,0.55,1.35,1.15
WSPM_0_0,0.71,0.7,0.64,0.4,0.39,,0.61,0.5,0.63,0.74,0.51,0.2,,0.48,1.0,0.55,0.47,0.4,,0.16,0.43,0.1,,4.0,3.85,1.05,0.5,,,1.26,0.49,0.15
WSPM_1_0,0.87,0.59,0.74,0.31,0.26,,0.7,0.53,0.75,0.48,0.47,0.19,,0.62,0.9,0.71,0.31,0.22,,0.25,0.95,0.18,0.12,2.62,3.03,0.42,0.22,,,1.15,0.63,0.2
WSPM_1_1,0.82,0.88,0.36,0.24,0.37,,0.53,0.75,0.54,0.66,0.31,0.31,,0.47,1.14,0.36,0.57,0.66,,0.35,0.48,0.22,,2.06,0.9,5.61,,,,1.33,0.5,
WSPM_1_2,0.73,0.99,0.15,0.46,0.29,,0.64,0.79,0.6,0.53,,0.36,,0.32,1.26,0.16,0.47,1.17,,,0.25,,,1.01,0.38,,6.64,,,1.33,0.41,
WSPM_1_3,0.45,0.83,,,2.03,,0.51,0.72,0.43,0.85,,0.69,,,0.82,,1.43,1.42,,,,,,0.63,,,,12.54,,1.35,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.69,0.75,0.64,0.36,0.25,,0.58,0.62,0.69,0.44,0.41,0.34,,0.61,0.8,0.55,0.38,0.46,,0.59,0.86,0.29,0.22,1.07,1.41,0.73,0.59,0.33,,1.37,0.42,0.06
PM10_1,0.87,0.78,0.41,0.29,0.31,,0.84,0.61,0.59,0.45,0.3,0.14,,0.95,0.41,0.54,0.3,0.24,,0.73,0.51,0.71,0.68,0.29,0.58,0.15,0.04,,,0.49,1.77,0.5
PM10_2,0.85,0.8,,0.56,0.79,,0.93,0.67,0.43,0.35,,0.86,,1.05,0.11,,0.89,0.46,,0.39,0.05,1.41,1.02,,0.15,,,,,0.03,0.84,3.87
