,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.46,1.07,,,1.28,1.19,0.54,0.73,,,1.25,1.18,0.53,,1.25,1.7,1.56,1.32,2.2,0.93,0.82,0.76,1.2,1.33,1.52
TEMP_0_0,0.97,1.61,,,1.02,1.4,0.29,1.51,,,0.75,1.2,1.37,,1.15,1.73,1.5,1.19,2.29,1.37,1.63,1.56,1.24,1.27,1.64
TEMP_1_1,,,2.66,,0.42,0.24,2.42,,,,1.46,0.79,,2.53,1.28,1.68,1.57,1.48,2.25,0.84,,,1.3,1.38,1.32
TEMP_0_2,,,,5.51,,,,,5.68,5.33,,,2.58,,1.17,1.75,1.24,0.9,2.45,1.4,,,1.26,1.28,1.38
PRES_0_0,1.36,1.21,0.38,,1.41,0.89,,0.41,,,1.2,1.19,0.71,,1.25,1.67,1.51,1.29,2.25,1.08,0.66,1.48,1.17,1.34,1.64
PRES_1_0,1.1,1.48,,,0.88,2.26,,,,,0.91,1.24,1.11,,1.18,1.72,1.46,1.22,2.23,1.18,1.69,,1.26,1.28,1.67
PRES_0_1,0.65,0.4,2.4,,,,2.52,,,,1.47,0.73,,2.39,1.31,1.66,1.54,1.33,2.27,0.79,1.33,,1.31,1.37,1.25
PRES_1_1,0.94,1.63,,,0.39,,,2.8,,,0.31,1.2,1.65,,1.0,1.89,1.75,1.39,2.19,1.38,1.53,,1.29,1.2,1.32
PRES_1_3,,,,5.51,,,,,6.01,,,,2.58,,1.1,1.84,1.4,0.98,2.58,1.57,,,1.3,1.26,1.4
PRES_1_2,,,,5.49,,,,,,15.44,,,2.54,,1.52,,,,1.84,,,,,1.41,
DEWP_1_0,1.22,0.93,1.38,,1.13,0.92,1.4,0.38,,,1.51,0.8,0.18,,1.34,1.63,1.43,1.11,2.31,0.86,,,1.18,1.39,1.49
DEWP_0_0,1.23,1.41,0.52,,1.11,1.39,0.5,1.18,,,0.77,1.54,,,1.12,1.81,1.67,1.46,2.17,1.04,1.59,1.67,1.28,1.25,1.55
DEWP_0_1,0.67,1.43,,2.71,0.79,1.23,,1.74,2.66,3.08,,,2.59,,1.07,1.69,1.4,1.31,2.27,1.78,1.49,,1.19,1.27,1.67
DEWP_1_1,,,2.68,,,,2.53,,,,,,,12.55,1.49,1.46,1.49,,2.89,,,,1.41,1.25,
WSPM_0_1,1.16,1.21,1.0,1.09,1.08,1.18,1.06,0.9,1.02,1.54,1.18,1.08,0.9,1.07,1.52,1.42,1.26,0.97,2.27,0.19,,,1.19,1.35,1.46
WSPM_0_0,1.14,1.19,0.98,0.96,1.07,1.16,0.92,1.09,1.04,,1.07,1.11,0.94,,0.88,2.29,1.78,1.05,2.85,0.81,1.0,,1.31,1.26,1.34
WSPM_1_1,1.22,1.22,1.03,0.97,1.06,1.06,0.99,1.19,0.9,,1.08,1.19,0.9,,1.14,1.91,2.6,0.89,1.91,0.63,,,1.25,1.32,1.41
WSPM_1_2,1.19,1.17,1.13,0.67,1.09,1.11,1.03,1.16,0.8,,1.15,1.25,1.0,,0.92,1.7,0.63,2.83,1.71,0.76,,,1.32,1.3,1.97
WSPM_1_0,1.14,1.19,0.97,1.12,1.05,1.31,0.93,1.01,1.13,,1.07,1.13,1.03,,1.11,2.13,1.63,0.74,2.77,0.77,,,1.28,1.27,1.44
WSPM_0_2,1.01,1.39,0.82,1.42,1.07,1.27,0.78,1.26,1.39,,0.9,0.9,1.68,,0.67,0.8,0.82,0.46,1.54,3.69,,,0.95,1.31,2.13
WSPM_1_3,0.93,1.47,,,1.07,1.26,1.15,0.99,,,,1.3,1.32,,,0.88,,,,,8.11,,1.43,1.42,
WSPM_0_3,0.98,1.65,,,1.2,,,,,,,1.56,,,,,,,,,,12.13,,1.41,2.21
PM10_0,1.12,1.26,1.01,1.02,1.01,1.26,1.01,1.14,1.08,,1.06,1.18,0.99,1.16,1.13,1.86,1.69,1.44,2.3,0.96,1.54,,1.42,1.12,1.21
PM10_1,1.18,1.16,1.02,1.1,1.09,1.07,1.02,0.96,0.98,1.72,1.14,1.08,0.95,0.8,1.3,1.63,1.42,1.19,2.25,1.06,0.66,1.31,1.1,1.5,1.38
PM10_2,1.21,1.27,0.77,0.78,1.29,1.22,0.76,0.77,0.92,,1.23,1.01,1.33,,1.28,1.24,1.21,0.77,1.9,1.87,,2.49,0.45,1.32,3.2
