,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.02,1.67,,,,,1.19,1.68,1.05,1.62,,,,1.35,1.25,1.92,3.9,3.92,,1.33,1.35,1.57,1.07,0.66,0.45,0.69,0.77,0.92,,1.72,1.2,0.85
TEMP_0_0,1.65,1.01,,,,,1.75,1.13,1.39,1.32,,,,1.83,1.02,6.07,1.11,0.9,,1.35,1.37,1.24,1.98,0.64,0.47,0.61,0.65,0.6,,1.71,1.33,0.83
TEMP_1_1,,,1.0,,,,1.87,,1.99,,0.78,,,3.91,9.43,1.11,,,,2.39,1.66,2.9,2.75,0.97,0.6,1.19,2.37,,,2.41,2.19,4.85
TEMP_0_2,,,,1.0,,,10.81,,,2.48,,1.04,,6.49,3.7,,,1.76,,8.48,5.37,5.92,2.16,1.98,1.56,2.24,2.21,,,5.57,4.75,2.43
TEMP_0_1,,,,,1.02,,13.52,7.83,11.31,2.45,,2.04,,34.81,,,1.57,,,9.48,9.5,3.1,,2.54,2.22,2.51,3.22,0.95,,7.13,4.96,2.24
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.54,2.13,1.31,4.46,3.12,0.56,1.01,4.34,1.57,4.69,,,0.56,1.76,2.09,1.34,2.97,3.26,0.56,1.76,1.46,1.74,1.34,0.79,0.53,0.87,0.82,0.87,0.56,2.03,1.4,0.91
PRES_1_1,1.84,1.29,,,1.51,,3.97,1.0,5.52,,,,,2.17,1.32,,1.12,0.96,,1.57,1.49,1.4,2.38,0.76,0.53,0.73,0.87,0.74,,2.0,1.49,1.0
PRES_1_0,1.78,2.16,2.36,,,,2.09,9.48,1.01,,,,,2.18,1.8,2.2,3.29,,,2.15,2.09,2.04,1.59,0.97,0.65,1.14,1.22,1.59,,2.39,2.04,1.91
PRES_1_2,3.67,3.22,,1.42,1.12,,15.14,,,1.01,,,,3.99,2.06,,1.77,,,3.24,3.91,3.14,2.57,1.21,1.01,1.18,1.48,1.05,,3.79,2.88,1.85
PRES_0_1,,,2.21,,,,,,,,1.0,,,,,2.12,,,,4.17,3.62,,,1.99,1.28,2.33,,,,5.38,4.89,
PRES_1_3,,,,1.36,2.22,,,,,,,1.0,,13.64,5.55,,3.43,1.88,,9.29,5.41,4.43,3.61,2.82,2.06,2.35,3.01,1.39,,6.38,6.28,2.39
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.98,1.24,1.66,1.06,3.82,0.32999999999999996,0.99,1.38,0.91,1.19,,1.61,0.32999999999999996,1.01,1.44,,,,0.32999999999999996,1.09,1.28,1.05,0.83,0.65,0.41,0.64,0.8,,0.32999999999999996,1.49,0.99,0.61
DEWP_0_0,2.2,1.7,9.93,1.61,,,3.29,2.15,2.08,1.37,,2.0,,3.31,1.02,,,,,2.62,1.72,2.64,3.14,0.81,0.62,0.84,0.9,0.84,,2.42,2.28,2.98
DEWP_1_1,3.67,10.56,1.17,,,,2.0,,2.01,,0.79,,,,,1.0,,,,2.45,1.62,4.68,2.79,1.0,0.62,1.25,2.4,,,2.6,2.13,3.6
DEWP_0_2,8.98,3.76,,,0.88,,6.02,3.03,4.71,2.18,,1.77,,,,,1.01,,,3.81,5.72,2.28,,1.58,1.27,1.45,1.82,0.82,,4.3,3.36,1.6
DEWP_0_1,8.74,3.34,,1.45,,,7.15,2.95,,,,1.2,,,,,,1.0,,4.12,4.4,3.8,3.32,1.52,1.38,1.49,1.23,0.98,,4.34,4.09,2.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.78,1.84,2.01,2.26,2.43,,1.71,1.98,1.75,1.65,1.18,1.91,,2.02,2.21,1.92,1.6,1.59,,1.01,5.27,5.05,,1.23,0.8,0.93,,,,2.2,1.54,1.22
WSPM_0_1,2.1,1.97,1.46,1.88,3.39,,1.9,2.14,1.68,2.31,1.12,1.55,,2.6,1.43,1.35,3.27,2.05,,2.46,1.02,4.57,5.91,0.92,0.45,1.04,1.41,,,2.04,1.83,2.35
WSPM_0_3,2.49,2.28,3.13,2.48,0.95,,2.19,2.22,2.09,2.16,,1.44,,2.55,2.64,4.3,1.31,2.02,,18.35,7.36,1.01,,1.78,1.25,1.67,,,,3.33,1.82,0.89
WSPM_0_4,2.76,3.98,3.85,1.29,,,2.61,4.91,2.27,2.63,,1.56,,2.91,4.16,3.93,,2.56,,,10.16,,1.0,3.15,2.17,3.49,,,,4.34,2.35,1.25
WSPM_0_0,5.51,5.05,4.4,3.74,3.04,,6.31,6.11,4.53,3.41,3.07,4.74,,7.24,3.61,4.81,3.79,4.13,,8.42,4.21,7.07,10.58,1.11,0.9,1.72,2.13,,,5.06,6.13,9.93
WSPM_1_0,6.3,6.46,5.05,5.06,4.78,,6.2,7.14,5.57,4.89,4.09,5.82,,7.8,4.31,5.1,5.46,6.73,,7.13,4.38,9.36,10.33,1.7,1.33,3.24,4.26,,,6.13,5.77,9.55
WSPM_1_1,6.83,6.13,8.1,6.54,6.07,,10.02,6.6,6.54,5.41,5.44,5.14,,12.93,4.39,8.84,5.53,4.23,,15.64,4.7,8.88,,1.88,1.71,1.1,,,,6.97,9.54,
WSPM_1_2,9.02,6.14,13.81,5.29,5.94,,9.41,6.66,6.93,6.18,,5.32,,18.6,4.37,13.26,6.07,3.66,,,7.16,,,1.98,2.76,,1.04,,,7.43,21.88,
WSPM_1_3,19.59,18.63,,,4.82,,17.23,16.35,14.53,10.3,,8.49,,,12.88,,7.45,6.99,,,,,,6.46,,,,1.02,,15.99,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.06,1.01,0.9,0.79,0.81,,1.08,1.09,0.88,0.88,0.69,0.73,,1.32,0.78,0.94,0.89,0.76,,1.0,0.79,1.21,1.25,0.4,0.28,0.39,0.47,0.38,,1.01,1.11,3.49
PM10_1,1.42,1.51,1.61,1.28,1.13,,1.27,1.62,1.26,1.32,1.15,1.53,,1.57,1.59,1.37,1.42,1.48,,1.37,1.62,1.23,1.04,0.75,0.5,1.01,0.67,,,2.12,1.03,0.7
PM10_2,3.93,3.97,,2.36,1.87,,3.64,3.95,4.21,4.09,,1.68,,4.16,4.96,,2.3,3.13,,5.34,8.35,2.44,2.43,,1.55,,,,,6.48,3.64,1.04
