,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,2.86,,1.02,1.88,3.85,1.24,1.53,1.73,1.82,1.86,2.14,2.22,2.93,1.1,1.36,3.26
PRES_0_1,0.99,0.98,,,1.01,1.84,4.26,1.22,1.53,1.71,1.78,1.83,2.1,2.17,3.03,1.09,1.34,3.2
PRES_0_0,0.04,,0.01,,0.04,,,0.06,0.04,,,,,,0.05,0.04,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.94,0.94,2.62,,0.91,,,1.18,1.38,1.63,1.62,1.74,2.18,1.98,2.68,1.04,1.26,2.96
DEWP_1_0,0.15,0.15,,,,0.08,,0.15,0.65,0.26,,0.28,0.21,,,0.16,0.25,
DEWP_0_0,0.02,0.02,,,,,,,,,,,0.01,,,0.02,,
WSPM_0_1,0.53,0.53,1.68,,0.55,0.8,,0.44,,,,1.36,2.22,,,0.58,0.72,1.98
WSPM_0_2,0.28,0.28,0.51,,0.27,1.39,,,0.19,,,1.03,,,,0.31,0.36,
WSPM_0_0,0.19,0.19,,,0.2,0.35,,,,0.14,,0.18,0.52,,,0.21,0.26,
WSPM_0_3,0.17,0.17,,,0.16,,,,,,0.09,0.72,,,,0.2,0.19,0.34
WSPM_1_0,0.16,0.16,,,0.16,0.29,,0.24,0.45,0.14,0.72,0.16,,,,0.17,0.24,
WSPM_1_1,0.1,0.1,,,0.11,0.12,0.16,0.38,,0.15,,,0.05,,,0.1,0.17,
WSPM_0_4,0.09,0.09,,,0.09,,,,,,,,,0.04,,0.1,0.14,
WSPM_1_2,0.04,0.04,0.04,,0.04,,,,,,,,,,0.01,0.04,,
PM10_0,0.74,0.75,1.78,,0.76,1.35,2.43,0.91,1.14,1.27,1.47,1.4,1.51,1.67,1.85,0.7,2.1,
PM10_1,0.39,0.39,,,0.4,0.89,,0.49,0.59,0.7,0.61,0.7,0.95,0.99,,0.91,0.32,1.19
PM10_2,0.03,0.03,,,0.03,,,0.03,,,0.03,,,,,,0.04,0.01
