,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.05,0.96,0.29,0.1,0.78,0.47,0.68,0.32,0.95,0.38,0.21,0.15,0.97,0.82,0.25
PRES_0_1,1.0,1.01,,,0.96,0.3,0.09,0.78,0.46,0.69,0.33,0.95,0.38,0.21,0.14,0.97,0.83,0.25
PRES_0_0,1.0,,8.14,,1.02,,,0.68,1.2,,,0.74,,,0.79,1.22,0.21,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.12,0.05,1.05,,,0.75,0.51,0.68,0.35,0.95,0.32,0.23,0.16,0.97,0.84,0.26
DEWP_1_0,0.99,1.0,,,,3.48,0.25,1.18,0.07,0.73,,0.94,0.9,,,0.99,0.62,
DEWP_0_0,1.0,0.8,,,,,12.73,0.55,,1.0,,,1.99,,,1.19,,
WSPM_0_1,1.0,0.99,0.1,,0.91,0.44,0.05,1.46,0.03,0.38,,0.86,0.18,,,1.0,0.81,0.26
WSPM_0_2,1.0,0.97,0.29,0.26,1.03,0.04,,0.04,2.28,0.15,,0.4,,,,0.97,0.8,0.16
WSPM_0_0,1.0,1.0,,,0.95,0.3,,0.46,0.11,2.42,0.07,2.57,0.71,,0.14,0.98,0.83,0.28
WSPM_0_3,1.0,1.01,,,1.05,,,,,0.12,3.25,0.23,,,,0.82,1.04,0.58
WSPM_1_0,1.0,1.0,,,0.95,0.3,,0.67,0.21,1.78,0.09,1.92,0.42,,,0.95,0.84,0.26
WSPM_1_1,1.0,1.01,,,0.81,0.78,0.78,0.73,,1.13,,0.69,3.76,,,1.0,0.82,
WSPM_0_4,1.0,1.01,,,1.05,,,,,,,,,4.87,,0.93,0.71,
WSPM_1_2,1.0,0.91,,,1.03,,,,,0.63,,,,,7.86,1.19,0.26,
PM10_0,1.0,0.99,0.17,0.07,0.95,0.31,0.14,0.79,0.46,0.71,0.27,1.01,0.43,0.21,0.22,1.19,0.46,0.11
PM10_1,1.0,1.0,,,0.99,0.19,,0.76,0.5,0.61,0.44,0.81,0.28,0.16,,0.57,1.68,0.4
PM10_2,1.0,1.01,,,1.02,,,0.67,,0.77,0.8,0.98,,,,0.3,1.6,6.82
