,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,0.35,0.99,0.76,0.38,0.77,0.75,0.44,0.73,0.32,0.43,0.7,0.48,0.84,0.62,0.28
PRES_0_1,1.0,0.99,,,0.99,0.76,0.39,0.77,0.77,0.44,0.73,0.32,0.43,0.69,0.49,0.84,0.62,0.28
PRES_0_0,3.8,,0.3,,3.6,,,2.76,1.85,2.5,,1.2,,,0.83,3.0,3.46,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.63,0.34,0.97,4.25,,0.81,0.74,0.45,0.72,0.33,0.48,0.68,0.47,0.86,0.63,0.29
DEWP_1_0,2.12,2.1,,,,0.47,0.23,1.33,5.68,0.86,,0.66,0.55,,,1.76,1.43,0.88
DEWP_0_0,5.92,5.51,,,,1.86,0.25,3.57,,1.56,,1.26,1.4,,,4.67,3.78,
WSPM_0_1,1.29,1.28,0.93,,1.3,0.8,0.4,0.78,2.16,0.57,5.98,0.39,0.52,1.97,0.74,1.08,0.77,0.37
WSPM_0_2,1.66,1.69,0.61,0.29,1.59,2.47,,2.71,0.61,1.14,2.35,0.73,0.88,,,1.38,0.97,0.48
WSPM_0_0,1.94,1.92,,,1.92,1.47,0.69,1.57,1.88,0.57,2.39,0.45,0.84,,0.82,1.6,1.33,0.48
WSPM_0_3,2.05,2.03,,,1.94,,,3.31,5.07,1.79,0.49,1.07,,,,1.84,1.17,0.44
WSPM_1_0,2.11,2.1,,,2.08,1.57,,1.55,2.09,0.75,2.28,0.58,1.3,,,1.72,1.38,0.58
WSPM_1_1,2.49,2.47,,,2.64,1.21,0.47,1.77,,0.75,,0.64,0.44,,,2.07,1.73,0.61
WSPM_0_4,2.6,2.57,,,2.46,,,10.95,,,,2.53,,0.39,,2.23,1.75,
WSPM_1_2,3.9,3.79,,,3.7,,,4.44,,1.42,,1.78,,,0.31,3.07,8.02,
PM10_0,1.13,1.13,0.62,0.32,1.12,0.82,0.41,0.85,0.86,0.51,0.92,0.36,0.51,0.78,0.5,0.89,0.79,0.5
PM10_1,1.45,1.44,,,1.41,1.33,,1.16,1.09,0.58,0.87,0.44,0.53,1.18,,1.35,0.71,0.28
PM10_2,4.13,4.09,,,3.97,,,3.73,,1.64,1.73,1.18,,,,4.07,2.2,0.3
