,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.35,,,,,0.58,1.0,3.32,2.89,3.47,,0.36,1.35,33.43,39.85,,1.2,1.12,1.77,1.61,2.38,2.98,2.01,3.99,6.24,,0.42,0.72,1.84
TEMP_0_1,,0.02,,,,0.03,0.03,0.06,0.07,0.1,,0.01,,,,,0.04,0.04,0.05,0.05,0.07,0.09,0.07,,0.45,,0.01,0.02,0.06
TEMP_0_0,,,0.01,,,0.01,,0.01,0.01,0.02,,,,,,,0.01,0.01,0.01,0.01,0.02,0.02,0.01,,0.06,,,0.01,0.01
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.12,0.58,0.71,,,0.13,,,4.19,2.26,,0.11,0.38,,,,0.36,0.34,0.57,0.45,0.71,0.81,0.58,1.85,2.63,,0.12,0.22,0.68
PRES_1_3,0.03,0.08,,,,,0.04,,,,,0.02,0.1,2.71,2.76,,0.11,0.09,0.1,0.12,0.17,0.22,0.15,0.22,0.38,,0.03,0.05,0.1
PRES_1_1,,,0.01,0.22,,,,,0.03,0.03,,,,,0.22,,0.01,0.01,0.01,0.01,0.01,0.02,0.01,,0.04,,,,0.01
PRES_1_0,,0.01,0.01,,,0.01,,0.02,,0.01,,,,,,,0.01,,0.01,0.01,0.02,0.01,0.01,,0.03,,,,0.01
PRES_0_0,,,,,,,,,,,,,,0.02,0.03,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.61,1.68,,,,0.9,1.43,4.37,3.62,4.68,,0.48,,,119.14,,1.73,1.68,2.28,2.29,3.66,4.09,2.87,7.84,12.61,,0.62,1.01,2.64
DEWP_0_1,0.03,,0.06,3.32,,0.04,0.07,0.09,0.1,0.15,,0.17,0.03,,2.46,,0.09,0.05,0.11,0.08,0.1,0.15,0.1,0.21,0.27,,0.02,0.04,0.1
DEWP_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.01,0.05,0.08,,,0.02,0.04,0.07,0.08,0.08,,0.01,0.05,0.76,0.81,,0.02,0.1,,0.19,,0.43,0.13,,,,0.02,0.02,0.04
WSPM_0_1,0.01,0.05,0.06,,,0.02,0.04,0.09,0.06,0.09,,0.01,0.03,,,,0.09,0.02,0.1,0.07,0.1,0.1,0.06,,,,0.01,0.02,0.08
WSPM_0_2,0.01,0.01,0.03,0.98,,0.01,0.01,0.03,0.03,0.03,,,0.02,,,,,0.03,0.01,0.04,0.06,0.05,0.04,,,,0.01,0.01,0.02
WSPM_0_0,,0.01,0.01,,,,0.01,0.01,0.01,0.02,,,,,,,0.01,0.01,0.01,,0.01,0.01,0.01,,0.04,,,,0.01
WSPM_1_2,,,0.01,,,,,0.01,0.01,0.02,,,,,,,,,0.01,,,0.01,0.01,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.97,1.55,80.86,535.4399999999999,0.42,0.79,1.65,1.82,3.04,535.4399999999999,0.27,0.78,,,535.4399999999999,1.12,0.74,1.3,0.94,1.48,1.74,1.24,6.19,4.8,535.4399999999999,0.27,0.62,3.24
PM10_1,0.04,0.11,0.18,,,0.06,0.09,0.22,0.18,0.2,,0.03,0.11,2.17,2.88,,0.09,0.1,0.12,0.21,0.24,0.31,0.23,0.33,0.69,,0.05,0.05,0.13
PM10_2,,0.01,0.01,,,,,0.02,0.01,0.01,,,0.01,,0.11,,,0.01,0.01,0.01,,0.03,0.01,0.01,0.02,,,,
