,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.59,0.36,0.99,0.72,0.4,0.82,0.77,0.53,0.72,0.4,0.52,0.66,0.51,0.87,0.69,0.34
PRES_0_1,1.01,1.0,,,0.99,0.72,0.43,0.83,0.79,0.53,0.72,0.4,0.52,0.66,0.53,0.88,0.69,0.34
PRES_0_0,4.99,,0.36,,4.81,,,4.29,2.51,,,2.22,,,1.03,3.9,6.61,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.58,0.36,0.98,,,0.87,0.77,0.55,0.71,0.42,0.59,0.65,0.51,0.91,0.71,0.35
DEWP_1_0,2.56,2.54,,,,0.53,0.36,1.7,6.14,1.31,,1.05,0.83,,,2.19,2.03,
DEWP_0_0,8.47,8.48,,,,,0.31,7.93,,2.41,,,1.9,,,6.57,,
WSPM_0_1,1.37,1.37,0.9,,1.39,0.8,0.53,0.83,4.28,1.04,,0.62,0.79,,,1.2,0.94,0.53
WSPM_0_2,1.89,1.92,0.67,0.29,1.8,3.27,,6.35,0.66,2.22,,1.23,,,,1.66,1.24,0.7
WSPM_0_0,2.29,2.27,,,2.26,1.6,,2.24,3.03,0.64,3.59,0.54,1.23,,1.28,1.98,1.63,0.57
WSPM_0_3,2.45,2.42,,,2.31,,,,,3.53,0.55,1.87,,,,2.35,1.52,0.61
WSPM_1_0,2.54,2.53,,,2.5,1.82,,2.17,2.8,0.86,3.27,0.72,1.96,,,2.1,1.94,0.78
WSPM_1_1,3.13,3.1,,,3.34,1.47,0.59,3.43,,0.96,,1.08,0.52,,,2.62,2.55,
WSPM_0_4,3.3,3.27,,,3.12,,,,,,,,,0.45,,2.92,2.59,
WSPM_1_2,5.14,5.23,,,4.97,,,,,2.69,,,,,0.36,3.99,8.51,
PM10_0,1.16,1.16,0.57,0.34,1.15,0.81,0.42,0.94,0.91,0.62,0.92,0.48,0.62,0.78,0.51,0.92,1.06,0.8
PM10_1,1.59,1.58,,,1.55,1.38,,1.33,1.2,0.82,0.96,0.6,0.76,1.18,,1.83,0.77,0.38
PM10_2,5.89,5.83,,,5.64,,,5.03,,3.31,2.49,2.52,,,,6.45,3.22,0.38
