,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.78,,,,,0.99,1.12,2.13,1.54,1.09,,1.08,1.67,0.63,0.34,,1.04,1.02,1.23,0.61,0.98,0.81,0.4,0.75,0.88,,0.99,0.85,0.81
TEMP_0_1,,0.4,,,,3.65,1.29,0.93,1.32,1.17,,1.38,,,,,1.91,1.66,1.12,0.82,1.12,0.99,0.59,,4.17,,1.63,1.05,1.28
TEMP_0_0,,,0.3,,,2.62,,1.32,0.68,0.73,,,0.56,,,,3.05,1.32,2.71,0.84,2.27,1.05,0.63,,2.07,,2.0,1.4,1.47
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.16,2.8,1.6,,,0.61,,,,9.21,,1.31,1.63,,,,1.16,1.14,1.55,0.59,1.07,0.72,0.41,2.04,1.87,,1.06,1.03,1.47
PRES_1_3,1.6,1.16,,,,,0.46,,,,,1.47,2.84,1.37,0.51,,2.37,1.66,1.21,0.98,1.34,1.29,0.64,0.63,0.91,,1.62,1.15,0.74
PRES_1_1,4.19,1.24,1.38,0.14,,,,0.27,,6.11,,3.63,1.14,,,,1.89,2.57,2.81,0.9,1.12,1.77,0.75,,2.03,,1.85,1.85,2.39
PRES_1_0,3.82,2.34,0.92,,,,,,0.27,0.65,,2.87,1.72,,,,3.32,1.27,1.7,1.17,6.43,1.59,0.67,,2.39,,2.22,1.36,2.07
PRES_0_0,3.58,3.22,1.38,,,28.95,,,0.82,0.22,,3.31,2.54,0.29,,,1.85,1.91,2.51,2.84,2.62,1.79,1.66,,,,4.0,1.19,1.04
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.03,0.84,,,,1.05,0.99,1.68,1.06,0.87,,0.84,,,,,0.95,0.99,0.89,0.54,1.03,0.67,0.36,1.25,1.43,,0.97,0.72,0.75
DEWP_0_1,2.46,,0.43,0.22,,2.04,2.93,0.84,1.0,1.03,,,0.43,,,,3.14,1.14,2.7,0.78,0.95,1.13,0.59,1.24,0.85,,1.42,1.34,1.33
DEWP_0_0,5.23,,,,,,,,,0.71,,,,0.05,,,2.18,,,,,,,,,,14.04,3.22,
DEWP_1_0,6.75,,,,,,,,,,,,,,0.04,,3.46,,,,,,,,,,,5.19,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.72,2.02,2.49,,,1.64,2.74,1.45,1.81,0.85,,1.65,3.4,0.44,0.25,,0.4,21.7,,18.13,,,2.54,,,,2.48,0.86,0.65
WSPM_0_1,1.94,2.06,1.32,,,1.89,2.18,2.5,0.95,0.96,,2.0,1.49,,,,22.61,0.42,19.6,2.52,4.09,1.86,0.59,,,,1.41,1.24,2.13
WSPM_0_2,2.38,1.4,2.9,,,2.52,1.7,2.63,1.48,1.2,,1.84,3.62,,,,,20.29,0.33,6.58,,4.05,1.81,,,,2.42,0.94,1.17
WSPM_0_0,2.75,2.38,1.6,,,2.16,3.12,1.85,1.96,3.36,,2.55,2.1,,,,17.93,4.65,9.6,0.32,2.75,0.8,0.25,,5.49,,1.57,3.2,4.18
WSPM_1_2,2.71,1.94,3.25,,,2.45,2.52,1.48,5.73,3.16,,3.0,1.72,,,,,6.02,,0.99,0.26,4.16,1.97,,,,1.51,6.02,
WSPM_1_1,3.31,2.7,2.2,,,2.48,3.61,3.19,2.87,2.51,,2.92,3.05,,,,,3.43,7.75,0.54,3.57,0.23,0.72,,,,1.86,4.24,7.04
WSPM_1_0,3.09,3.15,2.48,,,2.69,3.9,2.96,1.99,3.0,,2.99,2.97,,,,8.86,2.41,5.19,0.47,6.33,2.28,0.32,,,,2.06,3.32,4.65
WSPM_0_4,2.08,,,,,4.86,1.21,,,,,3.58,2.44,0.53,,,,,,,,,,0.18,,,9.57,1.31,0.77
WSPM_1_3,3.2,8.17,3.96,,,5.71,2.27,3.33,3.17,,,5.25,2.02,,,,,,,3.74,,,,,0.14,,2.4,8.84,4.45
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.2,1.32,1.28,0.39,,1.08,1.41,1.08,1.18,1.6,,1.26,1.14,,,,2.04,0.91,1.58,0.4,0.66,0.53,0.31,4.65,0.85,,0.75,1.71,9.37
PM10_1,1.75,1.43,1.49,,,1.82,1.7,1.83,1.02,0.66,,1.6,1.83,0.57,0.38,,1.03,1.5,0.96,2.27,4.02,2.05,0.93,0.88,4.26,,2.75,0.53,1.01
PM10_2,2.31,2.71,2.37,,,3.98,1.4,4.03,1.93,1.02,,2.31,2.67,,0.27,,1.22,3.29,1.93,4.3,,7.59,1.65,0.78,1.94,,11.85,1.67,0.3
