,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.43,0.97,0.51,0.67,1.25,0.9,2.68,0.64,4.25,1.95,0.46,0.75,1.25,1.74,2.13
PRES_0_1,1.0,1.01,,,0.97,0.52,0.64,1.25,0.88,2.7,0.65,4.26,1.98,0.46,0.7,1.24,1.76,2.17
PRES_0_0,1.0,,18.9,,1.06,,,1.26,2.63,1.04,,3.99,,,2.78,1.32,0.78,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.29,0.47,1.06,0.04,,1.21,0.97,2.66,0.7,4.25,1.71,0.5,0.8,1.25,1.76,2.17
DEWP_1_0,0.98,1.0,,,,5.72,2.49,1.71,0.19,2.85,,4.32,4.49,,,1.17,1.57,1.04
DEWP_0_0,0.82,0.62,,,,3.58,31.94,1.02,,2.88,,4.23,4.52,,,1.08,1.83,14.75
WSPM_0_1,1.0,0.99,0.23,,0.93,0.74,0.59,1.77,0.42,3.0,0.17,5.16,2.24,0.05,0.39,1.26,1.74,2.05
WSPM_0_2,1.0,0.98,0.67,2.36,1.05,0.06,,0.55,3.22,1.67,0.19,3.13,0.54,,0.36,1.26,1.58,1.09
WSPM_0_0,0.99,1.0,,,0.96,0.65,1.6,1.43,0.31,4.15,0.17,5.29,2.64,,1.12,1.25,1.77,2.84
WSPM_0_3,1.0,1.01,,,1.06,,,0.19,0.34,1.06,5.24,1.85,,,,1.17,1.93,3.74
WSPM_1_0,1.0,1.0,,,0.97,0.57,0.85,1.37,0.48,3.56,0.25,4.81,2.12,,0.6,1.25,1.79,3.01
WSPM_1_1,1.0,1.01,,,0.82,1.42,2.85,1.49,0.45,3.53,,4.66,7.3,,0.77,1.23,1.96,3.05
WSPM_0_4,1.0,1.01,,,1.06,,,0.3,,,,1.12,,9.2,,1.14,1.71,
WSPM_1_2,1.0,0.91,,,1.06,,,1.0,0.52,2.65,,3.27,3.57,,18.57,1.32,1.51,
PM10_0,1.0,0.99,0.4,0.64,0.97,0.57,0.86,1.27,0.91,2.79,0.54,4.37,2.16,0.46,1.06,1.31,1.51,1.4
PM10_1,0.99,1.01,,,1.0,0.32,0.28,1.18,0.92,2.4,0.82,3.98,1.58,0.35,0.1,1.16,2.3,3.44
PM10_2,0.99,1.0,,,1.02,,,1.21,0.55,2.04,1.29,3.94,,,,1.1,2.35,18.96
