,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.7,1.16,,,,,0.85,1.21,0.8,1.35,,,,0.89,0.96,1.51,3.36,3.44,,0.98,1.0,1.22,0.89,0.61,0.44,0.69,0.78,1.12,,1.1,0.83,0.75
TEMP_0_0,1.13,0.69,,,,,1.24,0.8,1.04,1.09,,,,1.2,0.77,4.7,0.95,0.77,,0.98,1.0,0.94,1.62,0.59,0.45,0.6,0.66,0.72,,1.08,0.91,0.72
TEMP_1_1,,,0.55,,,,0.95,,1.07,,0.51,,,1.83,5.13,0.61,,,,1.25,0.87,1.59,1.61,0.63,0.41,0.84,1.71,,,1.08,1.08,3.02
TEMP_0_2,,,,0.4,,,3.39,,,0.9,,0.43,,1.88,1.24,,,0.67,,2.73,1.74,2.0,0.78,0.8,0.66,0.98,0.98,,,1.55,1.44,0.93
TEMP_0_1,,,,,0.37,,3.73,2.16,3.31,0.78,,0.75,,8.86,,,0.52,,,2.68,2.71,0.92,,0.9,0.82,0.96,1.26,0.44,,1.74,1.32,0.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.95,1.32,0.91,3.63,2.65,1.02,0.65,2.78,1.07,3.49,,,1.02,1.04,1.43,0.94,2.28,2.55,1.02,1.16,0.97,1.2,0.99,0.65,0.46,0.77,0.75,0.94,1.02,1.15,0.87,0.71
PRES_1_1,1.13,0.8,,,1.28,,2.55,0.64,3.75,,,,,1.28,0.91,,0.86,0.75,,1.03,0.99,0.96,1.75,0.63,0.46,0.65,0.79,0.8,,1.13,0.92,0.79
PRES_1_0,0.92,1.12,1.37,,,,1.12,5.09,0.58,,,,,1.08,1.03,1.29,2.11,,,1.18,1.16,1.18,0.98,0.67,0.47,0.85,0.93,1.44,,1.13,1.06,1.25
PRES_1_2,1.45,1.28,,0.74,0.61,,6.22,,,0.48,,,,1.51,0.9,,0.87,,,1.37,1.66,1.39,1.22,0.64,0.56,0.67,0.86,0.73,,1.38,1.15,0.93
PRES_0_1,,,0.69,,,,,,,,0.38,,,,,0.67,,,,1.24,1.09,,,0.74,0.5,0.94,,,,1.38,1.37,
PRES_1_3,,,,0.48,0.81,,,,,,,0.37,,3.45,1.63,,1.13,0.63,,2.62,1.53,1.31,1.14,1.0,0.76,0.9,1.17,0.65,,1.55,1.67,0.8
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.77,0.98,1.47,1.1,4.14,0.79,0.81,1.13,0.79,1.13,,1.75,0.79,0.76,1.26,,,,0.79,0.92,1.08,0.93,0.78,0.68,0.45,0.72,0.93,,0.79,1.08,0.78,0.61
DEWP_0_0,1.11,0.86,5.61,1.07,,,1.72,1.12,1.15,0.83,,1.39,,1.6,0.57,,,,,1.4,0.93,1.48,1.89,0.55,0.44,0.61,0.67,0.75,,1.12,1.15,1.91
DEWP_1_1,1.74,5.04,0.63,,,,0.99,,1.05,,0.51,,,,,0.54,,,,1.24,0.83,2.49,1.59,0.63,0.41,0.86,1.68,,,1.14,1.02,2.17
DEWP_0_2,3.23,1.36,,,0.43,,2.25,1.13,1.87,0.94,,0.88,,,,,0.45,,,1.46,2.21,0.92,,0.76,0.64,0.75,0.97,0.52,,1.43,1.21,0.73
DEWP_0_1,2.97,1.14,,0.65,,,2.53,1.04,,,,0.56,,,,,,0.43,,1.49,1.61,1.45,1.35,0.69,0.65,0.73,0.62,0.59,,1.36,1.4,0.94
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.02,1.05,1.29,1.7,1.92,,1.02,1.18,1.1,1.14,0.92,1.5,,1.1,1.41,1.24,1.14,1.15,,0.62,3.23,3.23,,0.94,0.64,0.77,,,,1.16,0.88,0.89
