,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.77,1.1,,,,0.76,0.9,1.28,0.8,1.42,,,0.76,0.99,0.92,1.62,2.93,3.47,0.76,1.03,0.97,1.3,0.92,0.52,0.35,0.55,0.65,0.92,0.76,1.16,0.87,0.71
TEMP_0_0,1.05,0.77,6.6,,,,1.2,0.87,1.12,1.1,,,,1.27,0.81,4.62,0.98,0.8,,1.01,1.02,0.95,1.63,0.5,0.37,0.51,0.59,0.66,,1.2,0.9,0.63
TEMP_1_1,,,0.65,,,,1.11,,1.14,,0.58,,,2.24,4.62,0.73,,,,1.37,0.99,1.74,1.82,0.58,0.37,0.76,1.56,,,1.33,1.21,2.65
TEMP_0_2,,,,0.52,,,3.82,,,1.21,,0.55,,2.55,1.58,,,0.87,,3.61,2.21,2.59,1.01,0.88,0.68,0.93,1.08,,,2.12,1.85,1.16
TEMP_0_1,,,,,0.5,,5.13,3.18,4.29,1.11,,0.95,,14.43,,,0.72,,,3.57,3.19,1.3,,1.07,0.9,1.1,1.44,0.48,,2.47,1.77,0.93
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.05,1.42,1.01,3.85,2.18,0.65,0.74,2.52,1.0,3.06,,,0.65,1.2,1.35,1.04,2.4,2.74,0.65,1.24,1.0,1.31,1.05,0.52,0.36,0.63,0.63,0.77,0.65,1.25,0.93,0.7
PRES_1_1,1.18,0.89,,,1.34,,2.16,0.73,3.08,,,,,1.44,0.96,,0.93,0.79,,1.09,1.04,1.01,1.88,0.54,0.39,0.55,0.73,0.73,,1.29,0.97,0.73
PRES_1_0,1.05,1.21,1.61,,,,1.13,4.05,0.68,,,,,1.26,1.13,1.52,2.22,,,1.3,1.25,1.32,1.1,0.68,0.45,0.82,0.9,1.59,,1.37,1.12,1.16
PRES_1_2,1.66,1.64,,0.87,0.74,,5.98,,,0.6,,,,1.86,1.1,,1.06,,,1.67,1.9,1.72,1.45,0.69,0.56,0.66,0.88,0.73,,1.78,1.38,0.98
