,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.25,0.97,0.49,0.43,1.06,0.72,1.55,0.55,2.51,1.05,0.41,0.46,1.14,1.33,1.06
PRES_0_1,1.0,1.01,,,0.97,0.5,0.4,1.06,0.7,1.56,0.56,2.52,1.07,0.42,0.44,1.14,1.34,1.08
PRES_0_0,1.0,,18.9,,1.06,,,1.01,1.93,0.54,,2.17,,,1.86,1.32,0.49,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.29,0.27,1.06,0.01,,1.01,0.78,1.53,0.6,2.51,0.91,0.45,0.48,1.14,1.35,1.09
DEWP_1_0,0.98,1.0,,,,5.71,1.37,1.59,0.12,1.66,,2.51,2.51,,,1.12,1.08,0.69
DEWP_0_0,0.97,0.78,,,,3.58,37.64,0.88,,2.16,,2.19,4.09,,,1.29,1.34,
WSPM_0_1,1.0,1.0,0.23,,0.93,0.73,0.39,1.76,0.13,1.44,,2.85,0.91,,0.16,1.17,1.29,1.12
WSPM_0_2,1.0,0.97,0.67,1.36,1.05,0.06,,0.15,3.21,0.57,0.05,1.3,0.08,,,1.16,1.25,0.65
WSPM_0_0,1.0,1.0,,,0.96,0.54,0.69,0.99,0.26,3.82,0.14,5.01,1.88,,0.56,1.14,1.43,1.29
WSPM_0_3,1.0,1.01,,,1.06,,,,0.11,0.42,5.24,0.77,,,,1.0,1.59,2.29
WSPM_1_0,1.0,1.0,,,0.97,0.51,,1.13,0.38,2.77,0.19,3.63,1.08,,,1.15,1.36,1.11
WSPM_1_1,1.0,1.01,,,0.82,1.38,2.32,1.24,,2.07,,1.91,6.93,,,1.12,1.44,
WSPM_0_4,1.0,1.01,,,1.06,,,,,,,0.47,,9.2,,1.08,1.2,
WSPM_1_2,1.0,0.91,,,1.06,,,0.68,,1.95,,1.28,,,18.57,1.29,0.69,
PM10_0,1.0,0.99,0.4,0.37,0.97,0.54,0.58,1.08,0.72,1.62,0.47,2.62,1.18,0.41,0.66,1.3,0.96,0.57
PM10_1,1.0,1.01,,,1.0,0.31,,1.02,0.76,1.36,0.74,2.24,0.79,0.32,,0.88,2.22,1.8
PM10_2,1.0,1.01,,,1.04,,,1.04,,1.56,1.29,2.55,,,,0.54,2.29,17.91
