,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.87,0.97,,,,3.6499999999999995,1.4,0.54,1.34,0.25,,,3.6499999999999995,1.36,0.74,0.31,0.04,0.04,3.6499999999999995,0.92,0.87,0.57,0.71,1.56,2.96,1.09,0.55,0.22,3.6499999999999995,1.12,1.56,1.16
TEMP_0_0,1.1,1.9,0.02,,,,0.67,1.36,0.69,0.43,,,,0.86,1.45,0.03,0.49,0.7,,0.93,1.09,0.72,0.22,2.0,3.08,1.45,1.08,0.32,,1.2,1.46,0.99
TEMP_1_1,,,2.75,,,,1.24,,0.82,,1.98,,,0.38,0.1,2.17,,,,0.8,1.54,0.32,0.3,2.0,4.17,0.98,0.13,,,1.39,1.25,0.14
TEMP_0_2,,,,4.84,,,0.13,,,1.42,,3.45,,0.73,0.91,,,1.81,,0.36,0.59,0.38,1.72,1.59,2.38,1.16,0.87,,,1.07,1.2,1.21
TEMP_0_1,,,,,5.59,,0.37,0.52,0.35,1.96,,1.16,,0.12,,,3.85,,,0.3,0.21,1.99,,1.82,2.43,1.07,0.58,1.74,,1.13,1.62,2.5
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.15,0.69,0.91,0.03,0.04,4.55,2.11,0.23,1.04,0.03,,,4.55,1.09,0.51,0.8,0.08,0.07,4.55,0.83,1.04,0.61,0.62,1.52,3.07,0.72,0.48,0.12,4.55,1.14,1.56,1.0
PRES_1_1,1.1,1.66,,,0.22,,0.36,2.13,0.16,,,,,0.8,0.96,,0.68,0.82,,0.9,1.03,0.82,0.25,1.82,3.17,1.37,0.91,0.33,,1.16,1.48,1.29
PRES_1_0,1.45,1.1,0.53,,,,1.24,0.09,2.59,,,,,1.21,1.07,0.56,0.12,,,0.67,1.05,0.61,0.7,2.08,3.31,1.16,0.69,0.29,,1.29,1.44,0.56
PRES_1_2,1.03,1.01,,1.04,1.44,,0.15,,,3.56,,,,0.89,1.55,,0.97,,,0.83,0.68,0.56,0.51,2.27,3.09,1.8,0.96,0.64,,1.2,1.42,1.07
