,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,29.71,1.04,3.52,15.04,1.52,2.34,3.01,3.27,3.45,4.57,4.91,8.56,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.03,3.49,14.98,1.51,2.31,2.99,3.25,3.42,4.53,4.87,8.29,1.21,1.84,10.56
PRES_0_0,0.13,,1.1,,0.14,,,0.19,0.33,0.36,,0.42,,,1.23,0.16,0.22,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.97,7.57,28.41,1.0,3.57,,1.46,2.22,2.89,3.13,3.31,4.43,4.7,8.09,1.17,1.77,10.29
DEWP_1_0,0.28,0.28,,,,0.99,2.75,0.43,1.03,0.82,,0.96,1.23,,,0.34,0.53,2.55
DEWP_0_0,0.07,0.06,,,,0.25,1.02,0.09,,0.19,,0.23,0.29,,,0.08,0.14,0.68
WSPM_0_1,0.65,0.66,6.16,,0.68,2.31,8.32,1.0,1.66,1.94,2.65,2.27,3.08,2.1,5.2,0.8,1.2,6.66
WSPM_0_2,0.43,0.43,3.04,17.69,0.45,0.98,,0.6,1.0,1.32,1.17,1.49,1.44,,3.8,0.52,0.74,3.44
WSPM_0_0,0.33,0.33,,,0.35,1.3,6.61,0.53,0.57,1.0,1.02,1.13,1.51,,3.35,0.4,0.66,3.92
WSPM_0_3,0.3,0.31,,,0.32,,,0.35,0.85,0.94,1.0,1.0,,,,0.37,0.56,3.38
WSPM_1_0,0.29,0.29,,,0.3,1.06,3.73,0.45,0.62,0.88,0.89,1.0,1.37,,2.82,0.35,0.56,3.66
WSPM_1_1,0.22,0.22,,,0.23,0.8,3.92,0.34,0.6,0.64,,0.73,1.0,,1.22,0.26,0.45,3.19
WSPM_0_4,0.2,0.21,,,0.21,,,0.5,,,,0.86,,1.0,,0.25,0.38,
WSPM_1_2,0.12,0.12,,,0.13,,,0.2,0.31,0.32,,0.39,0.57,,1.05,0.15,0.38,
PM10_0,0.82,0.83,6.68,24.36,0.85,2.9,13.36,1.25,1.94,2.54,2.77,2.87,3.96,3.98,7.4,1.0,1.51,9.56
PM10_1,0.54,0.54,,,0.56,1.85,5.72,0.8,1.26,1.5,1.68,1.77,2.16,2.77,2.36,0.65,1.0,5.3
PM10_2,0.09,0.09,,,0.1,,,0.14,0.23,0.22,0.26,0.31,,,,0.11,0.18,1.0
